Kanton;Jahr;Gemeinde;Kanton;Gemeinde;ref. Kirchgemeinde;kath. Kirchgemeinde
ZH;2014;Stallikon;100;91;8;11
ZH;2015;Stallikon;100;91;8;11
ZH;2016;Stallikon;100;98;8;11
ZH;2017;Stallikon;100;98;8;11
NW;2011;Stans;2.63;2.45;0.26;0.35
NW;2012;Stans;2.63;4.98;0.26;0.35
NW;2013;Stans;2.66;2.35;0.26;0.35
NW;2014;Stans;2.66;2.45;0.26;0.35
NW;2015;Stans;2.66;2.45;0.26;0.35
NW;2016;Stans;2.66;2.45;0.26;0.35
NW;2017;Stans;2.66;2.45;0.26;0.35
NW;2011;Stansstad;2.63;1.8;0.26;0.4
NW;2012;Stansstad;2.63;4.43;0.26;0.4
NW;2013;Stansstad;2.66;1.77;0.26;0.35
NW;2014;Stansstad;2.66;1.77;0.26;0.35
NW;2015;Stansstad;2.66;1.77;0.26;0.35
NW;2016;Stansstad;2.66;1.77;0.26;0.35
NW;2017;Stansstad;2.66;1.77;0.26;0.35
SO;2011;Starrkirch-Wil;104;102;18;18
SO;2012;Starrkirch-Wil;100;102;18;18
SO;2013;Starrkirch-Wil;100;102;18;18
SO;2014;Starrkirch-Wil;102;102;18;18
SO;2015;Starrkirch-Wil;104;115;18;18
SO;2016;Starrkirch-Wil;104;115;18;18
SO;2017;Starrkirch-Wil;104;115;18;18
AG;2011;Staufen;109;80;20;19
AG;2012;Staufen;109;80;20;19
AG;2013;Staufen;109;80;20;19
AG;2014;Staufen;109;80;20;19
AG;2015;Staufen;109;85;18;19
AG;2016;Staufen;109;89;18;19
AG;2017;Staufen;109;89;18;19
TG;2011;Steckborn;117;164;21;26
TG;2012;Steckborn;117;164;21;26
TG;2013;Steckborn;117;161;21;23
TG;2014;Steckborn;117;156;21;21
TG;2015;Steckborn;117;154;24;21
TG;2016;Steckborn;117;152;24;21
TG;2017;Steckborn;117;147;24;21
BE;2011;Steffisburg;3.06;1.62;0.2415;0.201
BE;2012;Steffisburg;3.06;1.63;0.2415;0.201
BE;2013;Steffisburg;3.06;1.62;0.2415;0.201
BE;2014;Steffisburg;3.06;1.62;0.2415;0.201
BE;2015;Steffisburg;3.06;1.62;0.2415;0.201
BE;2016;Steffisburg;3.06;1.62;0.2415;0.201
BE;2017;Steffisburg;3.06;1.62;0.2415;0.201
VS;2015;Steg-Hohtenn;1;1.1;0;0
VS;2016;Steg-Hohtenn;1;1.1;0;0
VS;2017;Steg-Hohtenn;1;1.1;0;0
AG;2011;Stein;109;98;16;18
AR;2011;Stein;3;3.8;0.7;0.5
SG;2011;Stein;95;162;28;26
AG;2012;Stein;109;98;16;18
AR;2012;Stein;3;3.8;0.7;0.5
SG;2012;Stein;105;162;28;26
AG;2013;Stein;109;98;16;17
SG;2013;Stein;115;144;30;26
AR;2013;Stein;3;3.7;0.7;0.45
SG;2014;Stein;115;144;30;26
AR;2014;Stein;3.2;3.7;0.7;0.45
AG;2014;Stein;109;98;16;17
AG;2015;Stein (AG);109;98;16;17
AG;2016;Stein (AG);109;98;16;17
AG;2017;Stein (AG);109;95;16;17
AR;2015;Stein (AR);3.2;3.7;0.5;0.7
AR;2016;Stein (AR);3.2;3.7;0.5;0.7
AR;2017;Stein (AR);3.2;3.7;0.5;0.7
SH;2011;Stein am Rhein;112;96;11;14
SH;2012;Stein am Rhein;98;95;11;14
SH;2013;Stein am Rhein;112;95;11;14
SH;2014;Stein am Rhein;112;95;11;14
SH;2015;Stein am Rhein;114;95;11.5;14
SH;2016;Stein am Rhein;115;95;11.5;14
SH;2017;Stein am Rhein;115;95;11.5;14
SG;2011;Steinach;95;127;23;24
SG;2012;Steinach;105;127;23;24
SG;2013;Steinach;115;124;23;24
SG;2014;Steinach;115;124;23;24
SG;2015;Steinach;115;124;23;24
SG;2016;Steinach;115;119;23;24
SG;2017;Steinach;115;119;23;24
AI;2011;Steinegg;96;103;24;20
AI;2012;Steinegg;96;103;24;20
AI;2013;Steinegg;96;97;24;20
AI;2014;Steinegg;96;93;24;20
SZ;2011;Steinen;120;230;28;30
SZ;2012;Steinen;120;230;28;30
SZ;2013;Steinen;120;240;28;30
SZ;2014;Steinen;120;240;30;30
SZ;2015;Steinen;145;240;30;30
SZ;2016;Steinen;170;240;30;30
SZ;2017;Steinen;170;240;30;30
SZ;2011;Steinerberg;120;190;30;40
SZ;2012;Steinerberg;120;190;32;35
SZ;2013;Steinerberg;120;200;32;35
SZ;2014;Steinerberg;120;200;32;35
SZ;2015;Steinerberg;145;200;32;35
SZ;2016;Steinerberg;170;200;32;35
SZ;2017;Steinerberg;170;200;29;35
ZG;2011;Steinhausen;82;60;9.5;10
ZG;2012;Steinhausen;82;60;9.5;10
ZG;2013;Steinhausen;82;60;9.5;11
ZG;2014;Steinhausen;82;60;9.5;12
ZG;2015;Steinhausen;82;60;9.5;14
ZG;2016;Steinhausen;82;60;9.5;12
ZG;2017;Steinhausen;82;60;9.5;12
SO;2011;Steinhof;104;135;16;15
ZH;2011;Steinmaur;100;114;10;13
ZH;2012;Steinmaur;100;107;10;13
ZH;2013;Steinmaur;100;105;10;12
ZH;2014;Steinmaur;100;105;10;12
ZH;2015;Steinmaur;100;105;12;12
ZH;2016;Steinmaur;100;108;12;12
ZH;2017;Steinmaur;100;108;12;12
ZH;2011;Sternenberg;100;122;14;14
ZH;2012;Sternenberg;100;122;14;14
ZH;2013;Sternenberg;100;122;14;14
ZH;2014;Sternenberg;100;124;16;14
AG;2011;Stetten;109;100;20;18
SH;2011;Stetten;112;65;11;13.5
AG;2012;Stetten;109;100;20;18
SH;2012;Stetten;98;65;11;14.5
SH;2013;Stetten;112;65;11;14.5
AG;2013;Stetten;109;100;20;18
SH;2014;Stetten;112;65;11;14.5
AG;2014;Stetten;109;100;20;18
AG;2015;Stetten (AG);109;100;20;18
AG;2016;Stetten (AG);109;100;20;20
AG;2017;Stetten (AG);109;100;20;20
SH;2015;Stetten (SH);114;65;11;14.5
SH;2016;Stetten (SH);115;62;11;14.5
SH;2017;Stetten (SH);115;62;11;14.5
TG;2011;Stettfurt;117;152;25;22
TG;2012;Stettfurt;117;152;25;22
TG;2013;Stettfurt;117;152;25;22
TG;2014;Stettfurt;117;152;25;22
TG;2015;Stettfurt;117;152;25;22
TG;2016;Stettfurt;117;148;23;22
TG;2017;Stettfurt;117;146;23;21
BE;2011;Stettlen;3.06;1.45;0.207;0.207
BE;2012;Stettlen;3.06;1.45;0.207;0.207
BE;2013;Stettlen;3.06;1.5;0.207;0.207
BE;2014;Stettlen;3.06;1.5;0.207;0.207
BE;2015;Stettlen;3.06;1.5;0.207;0.207
BE;2016;Stettlen;3.06;1.5;0.207;0.207
BE;2017;Stettlen;3.06;1.5;0.207;0.207
GR;2011;Stierva;100;130;17;15
GR;2012;Stierva;100;130;17;15
GR;2013;Stierva;100;130;17;15
GR;2014;Stierva;100;130;20.5;15
BE;2014;Stocken-HÃ¶fen;3.06;1.87;0.246;0.201
BE;2015;Stocken-HÃ¶fen;3.06;1.87;0.246;0.201
BE;2016;Stocken-HÃ¶fen;3.06;1.87;0.246;0.201
BE;2017;Stocken-HÃ¶fen;3.06;1.79;0.246;0.201
AG;2011;Strengelbach;109;114;18;18
AG;2012;Strengelbach;109;114;18;18
AG;2013;Strengelbach;109;119;18;18
AG;2014;Strengelbach;109;119;18;18
AG;2015;Strengelbach;109;119;18;18
AG;2016;Strengelbach;109;119;18;18
AG;2017;Strengelbach;109;119;18;18
BE;2011;Studen;3.06;1.55;0.138;0.2185
BE;2012;Studen;3.06;1.55;0.18;0.2185
BE;2013;Studen;3.06;1.55;0.18;0.2185
BE;2014;Studen;3.06;1.55;0.18;0.2185
BE;2015;Studen (BE);3.06;1.55;0.18;0.2185
BE;2016;Studen (BE);3.06;1.6;0.2;0.2185
BE;2017;Studen (BE);3.06;1.6;0.2;0.2185
SO;2011;StÃ¼sslingen;104;117;17;18
SO;2012;StÃ¼sslingen;100;117;18;18
SO;2013;StÃ¼sslingen;100;117;18;18
SO;2014;StÃ¼sslingen;102;117;18;18
SO;2015;StÃ¼sslingen;104;117;18;18
SO;2016;StÃ¼sslingen;104;121;17;18
SO;2017;StÃ¼sslingen;104;121;17;18
SO;2011;Subingen;104;128;16;21
SO;2012;Subingen;100;128;15;21
SO;2013;Subingen;100;128;15;21
SO;2014;Subingen;102;128;15;21
SO;2015;Subingen;104;128;15;20
SO;2016;Subingen;104;128;15;20
SO;2017;Subingen;104;128;15;20
VD;2011;Suchy;151.5;66;0;0
VD;2012;Suchy;154.5;68;0;0
VD;2013;Suchy;154.5;68;0;0
VD;2014;Suchy;154.5;68;0;0
VD;2015;Suchy;154.5;68;0;0
VD;2016;Suchy;154.5;70;0;0
VD;2017;Suchy;154.5;70;0;0
GR;2011;Sufers;100;60;17;15
GR;2012;Sufers;100;60;17;15
GR;2013;Sufers;100;60;17;15
GR;2014;Sufers;100;60;20.5;15
GR;2015;Sufers;100;60;20.5;15
GR;2016;Sufers;100;60;20.5;15
GR;2017;Sufers;100;75;20.5;15
VD;2011;Sugnens;151.5;74;0;0
AG;2011;Suhr;109;110;18;19
AG;2012;Suhr;109;108;18;19
AG;2013;Suhr;109;105;18;19
AG;2014;Suhr;109;105;18;18
AG;2015;Suhr;109;105;18;18
AG;2016;Suhr;109;105;18;18
AG;2017;Suhr;109;108;18;18
TG;2011;Sulgen;117;152;26;23
TG;2012;Sulgen;117;151;26;23
TG;2013;Sulgen;117;150;26;25
TG;2014;Sulgen;117;150;26;25
TG;2015;Sulgen;117;148;26;27
TG;2016;Sulgen;117;148;26;27
TG;2017;Sulgen;117;146;26;25
VD;2011;Sullens;151.5;68;0;0
VD;2012;Sullens;154.5;72;0;0
VD;2013;Sullens;154.5;72;0;0
VD;2014;Sullens;154.5;72;0;0
VD;2015;Sullens;154.5;70;0;0
VD;2016;Sullens;154.5;70;0;0
VD;2017;Sullens;154.5;70;0;0
BE;2011;Sumiswald;3.06;1.79;0.23;0.23
BE;2012;Sumiswald;3.06;1.79;0.23;0.23
BE;2013;Sumiswald;3.06;1.79;0.23;0.23
BE;2014;Sumiswald;3.06;1.79;0.23;0.23
BE;2015;Sumiswald;3.06;1.79;0.23;0.23
BE;2016;Sumiswald;3.06;1.79;0.23;0.22
BE;2017;Sumiswald;3.06;1.79;0.23;0.22
BE;2011;Sumiswald (Wasen);3.06;1.79;0.2301;0.23
BE;2013;Sumiswald (Wasen);3.06;1.79;0.2301;0.23
GR;2011;Sumvitg;100;115;17;20
GR;2012;Sumvitg;100;105;17;20
GR;2013;Sumvitg;100;105;17;20
GR;2014;Sumvitg;100;105;20.5;20
GR;2015;Sumvitg;100;105;20.5;20
GR;2016;Sumvitg;100;105;20.5;20
GR;2017;Sumvitg;100;105;20.5;18
GR;2011;Sur;100;130;17;17
GR;2012;Sur;100;130;17;17
GR;2013;Sur;100;130;17;17
GR;2014;Sur;100;130;20.5;17
GR;2015;Sur;100;130;20.5;17
GR;2013;Suraua/Camuns/Surcasti/Te;100;105;17;15
GR;2014;Suraua/Camuns/Surcasti/Te;100;105;20.5;15
GR;2013;Suraua/Peiden;100;105;17;17
GR;2014;Suraua/Peiden;100;105;20.5;15
GR;2011;Suraua/Surcasti;100;120;17;16
GR;2012;Suraua/Surcasti/Uors/Tersn;100;120;17;16
GR;2011;Surava;100;120;17;18
GR;2012;Surava;100;120;17;18
GR;2013;Surava;100;120;17;18
GR;2014;Surava;100;120;20.5;16
FR;2011;Surpierre;100;90;9;11
FR;2012;Surpierre;100;90;9;11
FR;2013;Surpierre;100;90;9;11
FR;2014;Surpierre;100;90;9;11
FR;2015;Surpierre;100;90;9;11
FR;2016;Surpierre;100;90;9;11
FR;2017;Surpierre;100;88.7;9;11
GR;2013;Surrein;100;105;17;24
GR;2014;Surrein;100;105;20.5;24
LU;2011;Sursee;1.5;1.85;0.22;0.25
LU;2012;Sursee;1.5;1.85;0.22;0.25
LU;2013;Sursee;1.5;1.85;0.22;0.31
LU;2014;Sursee;1.6;1.85;0.22;0.25
LU;2015;Sursee;1.6;2.2;0.25;0.4
LU;2016;Sursee;1.6;2.2;0.25;0.45
LU;2017;Sursee;1.6;1.85;0.25;0.25
GR;2016;Surses;100;100;20.5;13
GR;2017;Surses;100;100;20.5;15
VD;2011;SuscÃ©vaz;151.5;64;0;0
VD;2012;SuscÃ©vaz;154.5;66;0;0
VD;2013;SuscÃ©vaz;154.5;66;0;0
VD;2014;SuscÃ©vaz;154.5;66;0;0
VD;2015;SuscÃ©vaz;154.5;66;0;0
VD;2016;SuscÃ©vaz;154.5;66;0;0
VD;2017;SuscÃ©vaz;154.5;72;0;0
GR;2011;Susch;100;90;17;15
GR;2012;Susch;100;84;17;15
GR;2013;Susch;100;84;17;15
GR;2014;Susch;100;84;20.5;15
BE;2011;Sutz-Lattrigen;3.06;1.8;0.23;0.23
BE;2012;Sutz-Lattrigen;3.06;1.7;0.23;0.23
BE;2013;Sutz-Lattrigen;3.06;1.7;0.23;0.23
BE;2014;Sutz-Lattrigen;3.06;1.7;0.23;0.23
BE;2015;Sutz-Lattrigen;3.06;1.7;0.23;0.23
BE;2016;Sutz-Lattrigen;3.06;1.7;0.23;0.23
BE;2017;Sutz-Lattrigen;3.06;1.7;0.23;0.23
VD;2011;Syens;151.5;69.4;0;0
VD;2012;Syens;154.5;71.6;0;0
VD;2013;Syens;154.5;75.6;0;0
VD;2014;Syens;154.5;75.6;0;0
VD;2015;Syens;154.5;75.6;0;0
VD;2016;Syens;154.5;75.6;0;0
VD;2017;Syens;154.5;75.6;0;0
GR;2012;Sâ€chanf;100;75;14.5;6
FR;2011;Tafers;100;75;10;10
FR;2012;Tafers;100;75;10;10
FR;2013;Tafers;100;75;10;10
FR;2014;Tafers;100;75;10;14
FR;2015;Tafers;100;75;10;14
FR;2016;Tafers;100;75;10;14
FR;2017;Tafers;100;75;10;14
AG;2011;TÃ¤gerig;109;113;20;24
AG;2012;TÃ¤gerig;109;113;20;24
AG;2013;TÃ¤gerig;109;113;20;24
AG;2014;TÃ¤gerig;109;113;20;24
AG;2015;TÃ¤gerig;109;113;20;24
AG;2016;TÃ¤gerig;109;113;20;24
AG;2017;TÃ¤gerig;109;116;20;24
BE;2011;TÃ¤gertschi;3.06;1.59;0.184;0.207
BE;2012;TÃ¤gertschi;3.06;1.59;0.184;0.207
BE;2013;TÃ¤gertschi;3.06;1.59;0.184;0.207
BE;2014;TÃ¤gertschi;3.06;1.79;0.184;0.207
BE;2015;TÃ¤gertschi;3.06;1.79;0.184;0.207
BE;2016;TÃ¤gertschi;3.06;1.79;0.184;0.207
TG;2011;TÃ¤gerwilen;117;139;20;17
TG;2012;TÃ¤gerwilen;117;139;20;17
TG;2013;TÃ¤gerwilen;117;137;20;17
TG;2014;TÃ¤gerwilen;117;137;20;17
TG;2015;TÃ¤gerwilen;117;133;20;17
TG;2016;TÃ¤gerwilen;117;129;20;16
TG;2017;TÃ¤gerwilen;117;127;20;16
GR;2011;Tamins;100;100;17;12
GR;2012;Tamins;100;100;17;12
GR;2013;Tamins;100;100;17;12
GR;2014;Tamins;100;100;20.5;12
GR;2015;Tamins;100;100;15.5;12
GR;2016;Tamins;100;100;15.5;12
GR;2017;Tamins;100;100;15.5;12
VD;2011;Tannay;151.5;59;0;0
VD;2012;Tannay;154.5;61;0;0
VD;2013;Tannay;154.5;61;0;0
VD;2014;Tannay;154.5;61;0;0
VD;2015;Tannay;154.5;61;0;0
VD;2016;Tannay;154.5;61;0;0
VD;2017;Tannay;154.5;61;0;0
GR;2011;Tarasp;100;90;11;15
GR;2012;Tarasp;100;90;11;15
GR;2013;Tarasp;100;90;11;15
GR;2014;Tarasp;100;90;14.5;15
VD;2011;Tartegnin;151.5;73;0;0
VD;2012;Tartegnin;154.5;78;0;0
VD;2013;Tartegnin;154.5;78;0;0
VD;2014;Tartegnin;154.5;84;0;0
VD;2015;Tartegnin;154.5;84;0;0
VD;2016;Tartegnin;154.5;84;0;0
VD;2017;Tartegnin;154.5;81;0;0
VS;2015;TÃ¤sch;1;1.3;0;0
VS;2016;TÃ¤sch;1;1.4;0;0
VS;2017;TÃ¤sch;1;1.4;0;0
BE;2011;TÃ¤uffelen;3.06;1.4;0.161;0.2185
BE;2012;TÃ¤uffelen;3.06;1.45;0.161;0.2185
BE;2013;TÃ¤uffelen;3.06;1.5;0.161;0.2185
BE;2014;TÃ¤uffelen;3.06;1.5;0.161;0.2185
BE;2015;TÃ¤uffelen;3.06;1.59;0.161;0.2185
BE;2016;TÃ¤uffelen;3.06;1.59;0.161;0.2185
BE;2017;TÃ¤uffelen;3.06;1.59;0.161;0.2185
BE;2011;Tavannes;3.06;1.9;0.207;0.23
BE;2012;Tavannes;3.06;1.92;0.207;0.23
BE;2013;Tavannes;3.06;1.92;0.207;0.23
BE;2014;Tavannes;3.06;1.92;0.207;0.23
BE;2015;Tavannes;3.06;1.92;0.207;0.23
BE;2016;Tavannes;3.06;1.92;0.207;0.23
BE;2017;Tavannes;3.06;1.92;0.207;0.23
BL;2011;Tecknau;100;59;0.55;7.5
BL;2012;Tecknau;100;59;0.55;7.5
BL;2013;Tecknau;100;59;0.55;7.5
BL;2014;Tecknau;100;59;0.55;7.5
BL;2015;Tecknau;100;59;0.55;7.5
BL;2016;Tecknau;100;61;0.55;7.5
BL;2017;Tecknau;100;61;0.55;7.5
AG;2011;Tegerfelden;109;112;19;24
AG;2012;Tegerfelden;109;112;19;24
AG;2013;Tegerfelden;109;110;19;24
AG;2014;Tegerfelden;109;110;19;24
AG;2015;Tegerfelden;109;110;19;24
AG;2016;Tegerfelden;109;110;19;24
AG;2017;Tegerfelden;109;110;19;24
TI;2012;TEGNA;100;75;0;0
TI;2013;TEGNA;100;75;0;0
TI;2011;TENERO-CONTRA;100;85;0;0
TI;2012;TENERO-CONTRA;100;85;0;0
TI;2013;TENERO-CONTRA;100;85;0;0
TI;2014;TENERO-CONTRA;100;85;0;0
TI;2015;Tenero-Contra;100;90;0;0
TI;2016;Tenero-Contra;100;90;0;0
TI;2017;Tenero-Contra;100;90;0;0
GR;2011;Tenna;100;105;17;12
GR;2012;Tenna;100;105;17;12
BL;2011;Tenniken;100;60;0.63;9
BL;2012;Tenniken;100;60;0.63;9
BL;2013;Tenniken;100;60;0.63;9
BL;2014;Tenniken;100;60;0.63;9
BL;2015;Tenniken;100;60;0.63;9
BL;2016;Tenniken;100;60;0.63;9
BL;2017;Tenniken;100;60;0.63;9
FR;2011;Tentlingen;100;76.1;11.5;9
FR;2012;Tentlingen;100;76.1;11.5;9
FR;2013;Tentlingen;100;76.1;11.5;9
FR;2014;Tentlingen;100;76.1;11.5;9
FR;2015;Tentlingen;100;76.1;11.5;9
FR;2016;Tentlingen;100;76.1;11.5;9
FR;2017;Tentlingen;100;76.1;11.5;9
VS;2015;Termen;1;1.2;0;0
VS;2016;Termen;1;1.2;0;0
VS;2017;Termen;1;1.2;0;0
TI;2014;TERRE DI PEDEMONTE;100;91;0;0
TI;2015;Terre di Pedemonte;100;95;0;0
TI;2016;Terre di Pedemonte;100;95;0;0
TI;2017;Terre di Pedemonte;100;95;0;0
AR;2011;Teufen;3;3;0.5;0.5
AR;2012;Teufen;3;3;0.5;0.5
AR;2013;Teufen;3;3;0.5;0.45
AR;2014;Teufen;3.2;3;0.5;0.45
AR;2015;Teufen (AR);3.2;3;0.5;0.5
AR;2016;Teufen (AR);3.2;3;0.5;0.5
AR;2017;Teufen (AR);3.2;3;0.5;0.5
AG;2011;Teufenthal;109;118;19;17
AG;2012;Teufenthal;109;118;19;17
AG;2013;Teufenthal;109;118;19;17
AG;2014;Teufenthal;109;118;19;17
AG;2015;Teufenthal (AG);109;118;19;17
AG;2016;Teufenthal (AG);109;122;19;17
AG;2017;Teufenthal (AG);109;122;19;17
BE;2011;Teuffenthal;3.06;1.8;0.253;0.201
BE;2012;Teuffenthal;3.06;1.8;0.253;0.201
BE;2013;Teuffenthal;3.06;1.8;0.253;0.201
BE;2014;Teuffenthal;3.06;1.8;0.253;0.201
BE;2015;Teuffenthal (BE);3.06;1.8;0.253;0.201
BE;2016;Teuffenthal (BE);3.06;1.8;0.253;0.201
BE;2017;Teuffenthal (BE);3.06;1.8;0.253;0.201
VD;2012;TÃ©venon;154.5;73;0;0
VD;2013;TÃ©venon;154.5;73;0;0
VD;2014;TÃ©venon;154.5;73;0;0
VD;2015;TÃ©venon;154.5;73;0;0
VD;2016;TÃ©venon;154.5;73;0;0
VD;2017;TÃ©venon;154.5;73;0;0
SG;2011;Thal;95;137;29;26
SG;2012;Thal;105;129;29;24
SG;2013;Thal;115;125;29;26
SG;2014;Thal;115;122;30;26
SG;2015;Thal;115;114;30;26
SG;2016;Thal;115;114;28;26
SG;2017;Thal;115;109;28;28
AG;2011;Thalheim;109;112;23;17
AG;2012;Thalheim;109;112;23;17
AG;2013;Thalheim;109;112;23;17
AG;2014;Thalheim;109;112;23;17
AG;2015;Thalheim (AG);109;112;23;18
AG;2016;Thalheim (AG);109;112;23;20
AG;2017;Thalheim (AG);109;112;23;20
ZH;2011;Thalheim a.d.Th.;100;113;14;13
ZH;2012;Thalheim a.d.Th.;100;110;14;13
ZH;2013;Thalheim a.d.Th.;100;108;14;13
ZH;2014;Thalheim a.d.Th.;100;108;14;13
ZH;2015;Thalheim an der Thur;100;108;14;13
ZH;2016;Thalheim an der Thur;100;107;14;13
ZH;2017;Thalheim an der Thur;100;107;14;13
ZH;2011;Thalwil;100;80;10;10
ZH;2012;Thalwil;100;80;10;10
ZH;2013;Thalwil;100;80;10;10
ZH;2014;Thalwil;100;80;10;10
ZH;2015;Thalwil;100;80;10;10
ZH;2016;Thalwil;100;85;10;10
ZH;2017;Thalwil;100;85;12;10
SH;2011;Thayngen;112;82;10;15
SH;2012;Thayngen;98;85;10;15
SH;2013;Thayngen;112;85;10;15
SH;2014;Thayngen;112;85;10;14
SH;2015;Thayngen;114;85;10;14
SH;2016;Thayngen;115;92;10;14
SH;2017;Thayngen;115;92;10;14
BL;2011;Therwil;100;52;0.5;7
BL;2012;Therwil;100;52;0.5;7
BL;2013;Therwil;100;52;0.5;7
BL;2014;Therwil;100;52;0.5;7
BL;2015;Therwil;100;52;0.5;7
BL;2016;Therwil;100;52;0.5;7
BL;2017;Therwil;100;52;0.5;7
NE;2011;Thielle-Wavre;130;52;0;0
NE;2012;Thielle-Wavre;130;52;0;0
BE;2011;Thierachern;3.06;1.59;0.207;0.201
BE;2012;Thierachern;3.06;1.63;0.207;0.201
BE;2013;Thierachern;3.06;1.63;0.2;0.201
BE;2014;Thierachern;3.06;1.63;0.2;0.201
BE;2015;Thierachern;3.06;1.73;0.2;0.201
BE;2016;Thierachern;3.06;1.73;0.2;0.201
BE;2017;Thierachern;3.06;1.73;0.2;0.201
VD;2011;Thierrens;151.5;75;0;0
VD;2012;Thierrens;154.5;77;0;0
GE;2011;ThÃ´nex;147.5;44;0;0
GE;2012;ThÃ´nex;147.5;44;0;0
GE;2013;ThÃ´nex;147.5;44;0;0
GE;2014;ThÃ´nex;148.5;44;0;0
GE;2015;ThÃ´nex;148.5;44;0;0
GE;2016;ThÃ´nex;148.5;44;0;0
GE;2017;ThÃ´nex;148.5;44;0;0
BE;2011;ThÃ¶rigen;3.06;1.6;0.17;0.23
BE;2012;ThÃ¶rigen;3.06;1.6;0.17;0.23
BE;2013;ThÃ¶rigen;3.06;1.6;0.17;0.23
BE;2014;ThÃ¶rigen;3.06;1.6;0.17;0.23
BE;2015;ThÃ¶rigen;3.06;1.6;0.17;0.23
BE;2016;ThÃ¶rigen;3.06;1.6;0.17;0.22
BE;2017;ThÃ¶rigen;3.06;1.6;0.17;0.22
BE;2011;Thun;3.06;1.74;0.207;0.201
BE;2012;Thun;3.06;1.72;0.207;0.201
BE;2013;Thun;3.06;1.72;0.207;0.201
BE;2014;Thun;3.06;1.72;0.207;0.201
BE;2015;Thun;3.06;1.72;0.207;0.201
BE;2016;Thun;3.06;1.72;0.207;0.201
BE;2017;Thun;3.06;1.72;0.207;0.201
TG;2011;Thundorf;117;159;32;16
TG;2012;Thundorf;117;151;32;16
TG;2013;Thundorf;117;159;30;16
TG;2014;Thundorf;117;159;30;16
TG;2015;Thundorf;117;159;30;16
TG;2016;Thundorf;117;159;30;16
TG;2017;Thundorf;117;157;30;16
BE;2011;Thunstetten;3.06;1.59;0.184;0.23
BE;2012;Thunstetten;3.06;1.65;0.184;0.23
BE;2013;Thunstetten;3.06;1.65;0.184;0.23
BE;2014;Thunstetten;3.06;1.78;0.184;0.23
BE;2015;Thunstetten;3.06;1.78;0.184;0.23
BE;2016;Thunstetten;3.06;1.78;0.184;0.22
BE;2017;Thunstetten;3.06;1.78;0.184;0.22
BL;2011;ThÃ¼rnen;100;48;0.6;9
BL;2012;ThÃ¼rnen;100;48;0.6;9
BL;2013;ThÃ¼rnen;100;48;0.6;9
BL;2014;ThÃ¼rnen;100;48;0.6;9
BL;2015;ThÃ¼rnen;100;51;0.6;9
BL;2016;ThÃ¼rnen;100;51;0.6;9
BL;2017;ThÃ¼rnen;100;51;0.6;9
GR;2011;Thusis;100;115;17;18
GR;2012;Thusis;100;110;17;18
GR;2013;Thusis;100;110;17;18
GR;2014;Thusis;100;115;20.5;18
GR;2015;Thusis;100;115;20.5;17
GR;2016;Thusis;100;115;20.5;15
GR;2017;Thusis;100;115;20.5;15
GR;2011;Tiefencastel;100;83.5;17;15
GR;2012;Tiefencastel;100;83.5;17;15
GR;2013;Tiefencastel;100;83.5;17;15
GR;2014;Tiefencastel;100;83.5;20.5;15
GR;2011;Tinizong;100;100;17;15
GR;2012;Tinizong;100;100;17;13
GR;2013;Tinizong;100;100;17;13
GR;2014;Tinizong;100;100;20.5;13
GR;2015;Tinizong-Rona;100;100;20.5;13
BL;2011;Titterten;100;62;0.65;9
BL;2012;Titterten;100;65;0.65;9
BL;2013;Titterten;100;65;0.65;9
BL;2014;Titterten;100;65;0.7;9
BL;2015;Titterten;100;65;0.7;9
BL;2016;Titterten;100;65;0.7;8
BL;2017;Titterten;100;65;0.7;8
TG;2011;Tobel-TÃ¤gerschen;117;153;27;26
TG;2012;Tobel-TÃ¤gerschen;117;150;27;27
TG;2013;Tobel-TÃ¤gerschen;117;150;27;26
TG;2014;Tobel-TÃ¤gerschen;117;150;27;26
TG;2015;Tobel-TÃ¤gerschen;117;150;27;26
TG;2016;Tobel-TÃ¤gerschen;117;153;27;26
TG;2017;Tobel-TÃ¤gerschen;117;156;27;27
BE;2011;Toffen;3.06;1.64;0.184;0.207
BE;2012;Toffen;3.06;1.64;0.184;0.207
BE;2013;Toffen;3.06;1.64;0.184;0.207
BE;2014;Toffen;3.06;1.6;0.184;0.207
BE;2015;Toffen;3.06;1.6;0.184;0.207
BE;2016;Toffen;3.06;1.6;0.184;0.207
BE;2017;Toffen;3.06;1.6;0.184;0.207
VD;2011;Tolochenaz;151.5;62.5;0;0
VD;2012;Tolochenaz;154.5;66;0;0
VD;2013;Tolochenaz;154.5;65;0;0
VD;2014;Tolochenaz;154.5;65;0;0
VD;2015;Tolochenaz;154.5;65;0;0
VD;2016;Tolochenaz;154.5;65;0;0
VD;2017;Tolochenaz;154.5;65;0;0
GR;2011;Tomils;100;120;17;15
GR;2012;Tomils;100;110;17;15
GR;2013;Tomils;100;110;17;15
GR;2014;Tomils;100;110;20.5;15
VS;2015;TÃ¶rbel;1;1.4;0;0
VS;2016;TÃ¶rbel;1;1.4;0;0
VS;2017;TÃ¶rbel;1;1.4;0;0
FR;2011;Torny;100;72.7;10;10
FR;2012;Torny;100;72.7;10;10
FR;2013;Torny;100;72.7;10;10
FR;2014;Torny;100;72.7;10;10
FR;2015;Torny;100;72.7;10;10
FR;2016;Torny;100;72.7;10;10
