Kanton,Jahr,Gemeinde,Kanton,Gemeinde,ref. Kirchgemeinde,kath. Kirchgemeinde
SO,2012,Egerkingen,100.00,100.0000,18.0000,18.0000
SO,2013,Egerkingen,100.00,107.0000,18.0000,18.0000
SO,2014,Egerkingen,102.00,107.0000,18.0000,18.0000
SO,2015,Egerkingen,104.00,107.0000,18.0000,18.0000
SO,2016,Egerkingen,104.00,107.0000,18.0000,18.0000
SO,2017,Egerkingen,104.00,107.0000,18.0000,18.0000
ZH,2011,Egg,100.00,95.0000,11.0000,11.0000
ZH,2012,Egg,100.00,95.0000,11.0000,11.0000
ZH,2013,Egg,100.00,95.0000,12.0000,10.0000
ZH,2014,Egg,100.00,98.0000,12.0000,10.0000
ZH,2015,Egg,100.00,98.0000,12.0000,10.0000
ZH,2016,Egg,100.00,98.0000,12.0000,10.0000
ZH,2017,Egg,100.00,98.0000,12.0000,9.0000
AG,2011,Eggenwil,109.00,98.0000,18.0000,18.0000
AG,2012,Eggenwil,109.00,98.0000,18.0000,18.0000
AG,2013,Eggenwil,109.00,98.0000,18.0000,18.0000
AG,2014,Eggenwil,109.00,102.0000,18.0000,18.0000
AG,2015,Eggenwil,109.00,102.0000,18.0000,18.0000
AG,2016,Eggenwil,109.00,102.0000,20.0000,18.0000
AG,2017,Eggenwil,109.00,106.0000,20.0000,18.0000
VS,2015,Eggerberg,1.00,1.3000,0.0000,0.0000
VS,2016,Eggerberg,1.00,1.3000,0.0000,0.0000
VS,2017,Eggerberg,1.00,1.3000,0.0000,0.0000
SG,2011,Eggersriet,95.00,147.0000,22.0000,25.0000
SG,2012,Eggersriet,105.00,147.0000,22.0000,26.0000
SG,2013,Eggersriet,115.00,147.0000,24.0000,26.0000
SG,2014,Eggersriet,115.00,150.0000,24.0000,26.0000
SG,2015,Eggersriet,115.00,146.0000,24.0000,26.0000
SG,2016,Eggersriet,115.00,142.0000,24.0000,26.0000
SG,2017,Eggersriet,115.00,140.0000,24.0000,26.0000
AI,2011,Eggerstanden,96.00,112.0000,24.0000,23.0000
AI,2012,Eggerstanden,96.00,112.0000,24.0000,23.0000
AI,2013,Eggerstanden,96.00,110.0000,24.0000,23.0000
AI,2014,Eggerstanden,96.00,110.0000,24.0000,23.0000
BE,2011,Eggiwil,3.06,1.8000,0.1840,0.2700
BE,2012,Eggiwil,3.06,1.8000,0.1840,0.2700
BE,2013,Eggiwil,3.06,1.8000,0.1840,0.2700
BE,2014,Eggiwil,3.06,1.8000,0.1840,0.2700
BE,2015,Eggiwil,3.06,1.8000,0.1840,0.2700
BE,2016,Eggiwil,3.06,1.8000,0.1840,0.2700
BE,2017,Eggiwil,3.06,1.8000,0.1840,0.2700
ZH,2011,Eglisau,100.00,122.0000,14.0000,13.0000
ZH,2012,Eglisau,100.00,113.0000,14.0000,13.0000
ZH,2013,Eglisau,100.00,113.0000,14.0000,13.0000
ZH,2014,Eglisau,100.00,113.0000,14.0000,13.0000
ZH,2015,Eglisau,100.00,113.0000,14.0000,13.0000
ZH,2016,Eglisau,100.00,117.0000,14.0000,13.0000
ZH,2017,Eglisau,100.00,113.0000,14.0000,13.0000
AG,2011,Egliswil,109.00,105.0000,15.0000,19.0000
AG,2012,Egliswil,109.00,110.0000,15.0000,19.0000
AG,2013,Egliswil,109.00,110.0000,15.0000,19.0000
AG,2014,Egliswil,109.00,115.0000,15.0000,19.0000
AG,2015,Egliswil,109.00,115.0000,15.0000,19.0000
AG,2016,Egliswil,109.00,115.0000,15.0000,19.0000
AG,2017,Egliswil,109.00,110.0000,16.0000,19.0000
TG,2011,Egnach,117.00,160.0000,20.0000,22.0000
TG,2012,Egnach,117.00,160.0000,20.0000,22.0000
TG,2013,Egnach,117.00,157.0000,20.0000,22.0000
TG,2014,Egnach,117.00,157.0000,20.0000,22.0000
TG,2015,Egnach,117.00,157.0000,20.0000,22.0000
TG,2016,Egnach,117.00,157.0000,20.0000,22.0000
TG,2017,Egnach,117.00,157.0000,20.0000,21.0000
LU,2011,Egolzwil,1.50,2.0000,0.2200,0.3000
LU,2012,Egolzwil,1.50,2.0000,0.2200,0.3000
LU,2013,Egolzwil,1.50,2.0000,0.2200,0.3000
LU,2014,Egolzwil,1.60,2.1000,0.2200,0.3000
LU,2015,Egolzwil,1.60,2.1000,0.2500,0.3000
LU,2016,Egolzwil,1.60,2.0000,0.2500,0.3000
LU,2017,Egolzwil,1.60,2.1000,0.2500,0.3000
AG,2011,Ehrendingen,109.00,110.0000,18.0000,17.0000
AG,2012,Ehrendingen,109.00,110.0000,18.0000,17.0000
AG,2013,Ehrendingen,109.00,110.0000,18.0000,17.0000
AG,2014,Ehrendingen,109.00,110.0000,18.0000,17.0000
AG,2015,Ehrendingen,109.00,110.0000,18.0000,17.0000
AG,2016,Ehrendingen,109.00,110.0000,18.0000,17.0000
AG,2017,Ehrendingen,109.00,110.0000,18.0000,17.0000
LU,2011,Eich,1.50,1.3000,0.2200,0.1800
LU,2012,Eich,1.50,1.4000,0.2200,0.1800
LU,2013,Eich,1.50,1.5000,0.2200,0.2100
LU,2014,Eich,1.60,1.5000,0.2200,0.2100
LU,2015,Eich,1.60,1.5000,0.2500,0.2100
LU,2016,Eich,1.60,1.5000,0.2500,0.2100
LU,2017,Eich,1.60,1.5000,0.2500,0.2100
SG,2011,Eichberg,95.00,150.0000,28.0000,21.0000
SG,2012,Eichberg,105.00,146.0000,28.0000,24.0000
SG,2013,Eichberg,115.00,146.0000,30.0000,24.0000
SG,2014,Eichberg,115.00,146.0000,30.0000,24.0000
SG,2015,Eichberg,115.00,146.0000,30.0000,24.0000
SG,2016,Eichberg,115.00,139.0000,28.0000,24.0000
SG,2017,Eichberg,115.00,139.0000,28.0000,24.0000
AG,2011,Eiken,109.00,114.0000,20.0000,15.0000
AG,2012,Eiken,109.00,114.0000,20.0000,15.0000
AG,2013,Eiken,109.00,114.0000,20.0000,15.0000
AG,2014,Eiken,109.00,114.0000,20.0000,15.0000
AG,2015,Eiken,109.00,114.0000,20.0000,15.0000
AG,2016,Eiken,109.00,114.0000,20.0000,15.0000
AG,2017,Eiken,109.00,114.0000,20.0000,15.0000
SZ,2011,Einsiedeln,120.00,220.0000,27.0000,26.0000
SZ,2012,Einsiedeln,120.00,220.0000,24.0000,26.0000
SZ,2013,Einsiedeln,120.00,250.0000,24.0000,29.0000
SZ,2014,Einsiedeln,120.00,250.0000,24.0000,29.0000
SZ,2015,Einsiedeln,145.00,250.0000,24.0000,29.0000
SZ,2016,Einsiedeln,170.00,250.0000,24.0000,28.0000
SZ,2017,Einsiedeln,170.00,250.0000,24.0000,28.0000
VS,2015,Eischoll,1.00,1.3000,0.0000,0.0000
VS,2016,Eischoll,1.00,1.3000,0.0000,0.0000
VS,2017,Eischoll,1.00,1.3000,0.0000,0.0000
VS,2015,Eisten,1.00,1.0000,0.0000,0.0000
VS,2016,Eisten,1.00,1.0000,0.0000,0.0000
VS,2017,Eisten,1.00,1.0000,0.0000,0.0000
AG,2011,Elfingen,109.00,118.0000,23.0000,27.0000
AG,2012,Elfingen,109.00,118.0000,23.0000,27.0000
AG,2013,Elfingen,109.00,114.0000,23.0000,27.0000
AG,2014,Elfingen,109.00,114.0000,23.0000,26.0000
AG,2015,Elfingen,109.00,114.0000,23.0000,26.0000
AG,2016,Elfingen,109.00,114.0000,23.0000,25.0000
AG,2017,Elfingen,109.00,114.0000,23.0000,25.0000
ZH,2011,Elgg,100.00,119.0000,14.0000,16.0000
ZH,2012,Elgg,100.00,116.0000,14.0000,16.0000
ZH,2013,Elgg,100.00,116.0000,14.0000,16.0000
ZH,2014,Elgg,100.00,118.0000,14.0000,16.0000
ZH,2015,Elgg,100.00,121.0000,14.0000,14.0000
ZH,2016,Elgg,100.00,121.0000,14.0000,14.0000
ZH,2017,Elgg,100.00,121.0000,14.0000,14.0000
ZH,2011,Ellikon a.d.Th.,100.00,112.0000,14.0000,13.0000
ZH,2012,Ellikon a.d.Th.,100.00,112.0000,14.0000,13.0000
ZH,2013,Ellikon a.d.Th.,100.00,112.0000,14.0000,13.0000
ZH,2014,Ellikon a.d.Th.,100.00,112.0000,14.0000,13.0000
ZH,2015,Ellikon an der Thur,100.00,112.0000,14.0000,13.0000
ZH,2016,Ellikon an der Thur,100.00,112.0000,14.0000,13.0000
ZH,2017,Ellikon an der Thur,100.00,119.0000,14.0000,13.0000
GL,2011,Elm,56.00,60.0000,12.0000,10.0000
GL,2012,Elm Glarus Süd,56.00,60.0000,12.0000,10.0000
GL,2013,Elm Glarus Süd,56.00,60.0000,12.0000,11.0000
GL,2014,Elm Glarus Süd,55.00,63.0000,12.0000,11.0000
ZH,2011,Elsau,100.00,114.0000,14.0000,13.0000
ZH,2012,Elsau,100.00,114.0000,14.0000,13.0000
ZH,2013,Elsau,100.00,116.0000,14.0000,13.0000
ZH,2014,Elsau,100.00,121.0000,14.0000,13.0000
ZH,2015,Elsau,100.00,121.0000,14.0000,13.0000
ZH,2016,Elsau,100.00,121.0000,14.0000,13.0000
ZH,2017,Elsau,100.00,121.0000,14.0000,13.0000
VS,2015,Embd,1.00,1.3000,0.0000,0.0000
VS,2016,Embd,1.00,1.3000,0.0000,0.0000
VS,2017,Embd,1.00,1.3000,0.0000,0.0000
ZH,2011,Embrach,100.00,118.0000,10.0000,12.0000
ZH,2012,Embrach,100.00,118.0000,10.0000,12.0000
ZH,2013,Embrach,100.00,118.0000,12.0000,13.0000
ZH,2014,Embrach,100.00,118.0000,12.0000,13.0000
ZH,2015,Embrach,100.00,118.0000,12.0000,13.0000
ZH,2016,Embrach,100.00,118.0000,12.0000,13.0000
ZH,2017,Embrach,100.00,118.0000,12.0000,13.0000
LU,2011,Emmen,1.50,2.0500,0.2500,0.2850
LU,2012,Emmen,1.50,2.0500,0.2500,0.2850
LU,2013,Emmen,1.50,2.0500,0.2500,0.2850
LU,2014,Emmen,1.60,2.0500,0.2500,0.2850
LU,2015,Emmen,1.60,2.0500,0.2500,0.2850
LU,2016,Emmen,1.60,2.0500,0.2500,0.2850
LU,2017,Emmen,1.60,2.0500,0.2500,0.2850
NW,2011,Emmetten,2.63,2.1000,0.2600,0.5500
NW,2012,Emmetten,2.63,4.7300,0.2600,0.5500
NW,2013,Emmetten,2.66,2.0700,0.2600,0.5500
NW,2014,Emmetten,2.66,2.2200,0.2600,0.5500
NW,2015,Emmetten,2.66,2.2200,0.2600,0.5500
NW,2016,Emmetten,2.66,2.2200,0.2600,0.5500
NW,2017,Emmetten,2.66,2.2200,0.2600,0.5500
AG,2011,Endingen,109.00,114.0000,19.0000,24.0000
AG,2012,Endingen,109.00,114.0000,19.0000,24.0000
AG,2013,Endingen,109.00,114.0000,19.0000,24.0000
AG,2014,Endingen,109.00,108.0000,19.0000,24.0000
AG,2015,Endingen,109.00,108.0000,19.0000,24.0000
AG,2016,Endingen,109.00,111.0000,19.0000,24.0000
AG,2017,Endingen,109.00,111.0000,19.0000,24.0000
OW,2011,Engelberg,2.95,4.8500,0.5400,0.5400
OW,2012,Engelberg,2.95,4.3100,0.5400,0.5400
OW,2013,Engelberg,2.95,4.3100,0.5400,0.5400
OW,2014,Engelberg,2.95,4.8500,0.5400,0.5400
OW,2015,Engelberg,3.05,4.8500,0.5400,0.0000
OW,2016,Engelberg,3.05,4.8500,0.5400,0.0000
OW,2017,Engelberg,3.05,4.8500,0.5400,0.0000
SG,2013,Engelburg,115.00,115.0000,21.0000,27.0000
SG,2014,Engelburg,115.00,115.0000,21.0000,27.0000
NE,2011,Enges,130.00,70.0000,0.0000,0.0000
NE,2012,Enges,130.00,70.0000,0.0000,0.0000
NE,2013,Enges,130.00,68.0000,0.0000,0.0000
NE,2014,Enges,123.00,75.0000,0.0000,0.0000
NE,2015,Enges,123.00,75.0000,0.0000,0.0000
NE,2016,Enges,123.00,75.0000,0.0000,0.0000
NE,2017,Enges,121.00,77.0000,0.0000,0.0000
GL,2011,Engi,56.00,60.0000,10.0000,10.0000
GL,2012,Engi Glarus Süd,56.00,60.0000,10.0000,10.0000
GL,2013,Engi Glarus Süd,56.00,60.0000,10.0000,11.0000
GL,2014,Engi Glarus Süd,55.00,63.0000,10.0000,11.0000
NE,2011,Engollon,130.00,63.0000,0.0000,0.0000
NE,2012,Engollon,130.00,63.0000,0.0000,0.0000
NE,2013,Engollon,130.00,61.0000,0.0000,0.0000
NE,2014,Engollon,123.00,68.0000,0.0000,0.0000
GL,2011,Ennenda,56.00,60.0000,10.0000,9.0000
GL,2012,Ennenda Glarus,56.00,60.0000,11.0000,9.0000
GL,2013,Ennenda Glarus,56.00,60.0000,11.0000,9.5000
GL,2014,Ennenda Glarus,55.00,63.0000,11.0000,9.5000
AG,2011,Ennetbaden,109.00,95.0000,18.0000,18.0000
AG,2012,Ennetbaden,109.00,100.0000,18.0000,18.0000
AG,2013,Ennetbaden,109.00,100.0000,18.0000,18.0000
AG,2014,Ennetbaden,109.00,100.0000,18.0000,18.0000
AG,2015,Ennetbaden,109.00,100.0000,18.0000,18.0000
AG,2016,Ennetbaden,109.00,100.0000,18.0000,18.0000
AG,2017,Ennetbaden,109.00,100.0000,18.0000,18.0000
NW,2011,Ennetbürgen,2.63,1.8000,0.2600,0.3600
NW,2012,Ennetbürgen,2.63,4.4300,0.2600,0.3600
NW,2013,Ennetbürgen,2.66,1.8000,0.2600,0.3600
NW,2014,Ennetbürgen,2.66,1.8000,0.2600,0.3600
NW,2015,Ennetbürgen,2.66,1.8000,0.2600,0.3600
NW,2016,Ennetbürgen,2.66,1.8000,0.2600,0.3600
NW,2017,Ennetbürgen,2.66,1.7000,0.2600,0.3600
NW,2011,Ennetmoos,2.63,2.3500,0.2600,0.5000
NW,2012,Ennetmoos,2.63,4.9800,0.2600,0.5000
NW,2013,Ennetmoos,2.66,2.3200,0.2600,0.5000
NW,2014,Ennetmoos,2.66,2.3200,0.2600,0.5000
NW,2015,Ennetmoos,2.66,2.3200,0.2600,0.5000
NW,2016,Ennetmoos,2.66,2.3200,0.2600,0.5000
NW,2017,Ennetmoos,2.66,2.3200,0.2600,0.4500
LU,2011,Entlebuch,1.50,2.2000,0.3000,0.4500
LU,2012,Entlebuch,1.50,2.2000,0.3000,0.4500
LU,2013,Entlebuch,1.50,2.2500,0.3000,0.4500
LU,2014,Entlebuch,1.60,2.2500,0.3000,0.4500
LU,2015,Entlebuch,1.60,2.2500,0.3000,0.4500
LU,2016,Entlebuch,1.60,2.2500,0.3000,0.4000
LU,2017,Entlebuch,1.60,2.2000,0.3000,0.4000
VD,2011,Epalinges,151.50,64.0000,0.0000,0.0000
VD,2012,Epalinges,154.50,66.0000,0.0000,0.0000
VD,2013,Epalinges,154.50,66.0000,0.0000,0.0000
VD,2014,Epalinges,154.50,66.0000,0.0000,0.0000
VD,2015,Epalinges,154.50,66.0000,0.0000,0.0000
VD,2016,Epalinges,154.50,66.0000,0.0000,0.0000
VD,2017,Epalinges,154.50,66.0000,0.0000,0.0000
FR,2011,Ependes,100.00,76.0000,9.0000,8.0000
VD,2011,Ependes,151.50,69.0000,0.0000,0.0000
VD,2012,Ependes,154.50,75.0000,0.0000,0.0000
FR,2012,Ependes,100.00,76.0000,9.0000,8.0000
FR,2013,Ependes,100.00,83.0000,9.0000,8.0000
VD,2013,Ependes,154.50,75.0000,0.0000,0.0000
VD,2014,Ependes,154.50,75.0000,0.0000,0.0000
FR,2014,Ependes,100.00,83.0000,9.0000,8.0000
FR,2015,Ependes (FR),100.00,88.0000,9.0000,8.0000
FR,2016,Ependes (FR),100.00,88.0000,9.0000,8.0000
FR,2017,Ependes (FR),100.00,88.0000,9.0000,8.0000
VD,2015,Ependes (VD),154.50,75.0000,0.0000,0.0000
VD,2016,Ependes (VD),154.50,75.0000,0.0000,0.0000
VD,2017,Ependes (VD),154.50,75.0000,0.0000,0.0000
VD,2011,Epesses,151.50,73.5000,0.0000,0.0000
SO,2011,Eppenberg-Wöschnau,104.00,99.0000,17.0000,20.0000
SO,2012,Eppenberg-Wöschnau,100.00,99.0000,18.0000,20.0000
SO,2013,Eppenberg-Wöschnau,100.00,99.0000,18.0000,20.0000
SO,2014,Eppenberg-Wöschnau,102.00,99.0000,18.0000,20.0000
SO,2015,Eppenberg-Wöschnau,104.00,99.0000,18.0000,20.0000
SO,2016,Eppenberg-Wöschnau,104.00,99.0000,17.0000,20.0000
SO,2017,Eppenberg-Wöschnau,104.00,99.0000,17.0000,20.0000
BE,2011,Epsach,3.06,2.0000,0.1610,0.2185
BE,2012,Epsach,3.06,1.9500,0.1610,0.2185
BE,2013,Epsach,3.06,1.9500,0.1610,0.2185
BE,2014,Epsach,3.06,1.9500,0.1610,0.2185
BE,2015,Epsach,3.06,1.9500,0.1610,0.2185
BE,2016,Epsach,3.06,1.9500,0.1610,0.2185
BE,2017,Epsach,3.06,1.9500,0.1610,0.2185
BL,2011,Eptingen,100.00,65.0000,0.7000,9.0000
BL,2012,Eptingen,100.00,65.0000,0.7000,9.0000
BL,2013,Eptingen,100.00,65.0000,0.7000,9.0000
BL,2014,Eptingen,100.00,65.0000,0.7000,9.0000
BL,2015,Eptingen,100.00,65.0000,0.7000,9.0000
BL,2016,Eptingen,100.00,65.0000,0.7000,9.0000
BL,2017,Eptingen,100.00,65.0000,0.7000,9.0000
VS,2015,Ergisch,1.00,1.0000,0.0000,0.0000
VS,2016,Ergisch,1.00,1.0000,0.0000,0.0000
VS,2017,Ergisch,1.00,1.0000,0.0000,0.0000
BE,2011,Eriswil,3.06,1.7000,0.2300,0.2300
BE,2012,Eriswil,3.06,1.7000,0.2300,0.2300
BE,2013,Eriswil,3.06,1.7000,0.2300,0.2300
BE,2014,Eriswil,3.06,1.9000,0.2300,0.2300
BE,2015,Eriswil,3.06,1.9000,0.2300,0.2300
BE,2016,Eriswil,3.06,1.9000,0.2300,0.2200
BE,2017,Eriswil,3.06,1.9000,0.2300,0.2200
BE,2011,Eriz,3.06,1.8500,0.2530,0.2010
BE,2012,Eriz,3.06,1.8500,0.2530,0.2010
BE,2013,Eriz,3.06,1.8500,0.2530,0.2010
BE,2014,Eriz,3.06,1.8500,0.2530,0.2010
BE,2015,Eriz,3.06,1.8500,0.2530,0.2010
BE,2016,Eriz,3.06,1.8500,0.2530,0.2010
BE,2017,Eriz,3.06,1.8500,0.2530,0.2010
BE,2011,Erlach,3.06,1.5000,0.2070,0.2185
BE,2012,Erlach,3.06,1.5000,0.2070,0.2185
BE,2013,Erlach,3.06,1.5000,0.2070,0.2185
BE,2014,Erlach,3.06,1.5000,0.2070,0.2185
BE,2015,Erlach,3.06,1.5000,0.2070,0.2185
BE,2016,Erlach,3.06,1.5000,0.2070,0.2185
BE,2017,Erlach,3.06,1.5000,0.2070,0.2185
TG,2011,Erlen,117.00,159.0000,32.0000,23.0000
TG,2012,Erlen,117.00,155.0000,32.0000,23.0000
TG,2013,Erlen,117.00,155.0000,32.0000,25.0000
TG,2014,Erlen,117.00,155.0000,32.0000,25.0000
TG,2015,Erlen,117.00,155.0000,32.0000,27.0000
TG,2016,Erlen,117.00,155.0000,28.0000,27.0000
TG,2017,Erlen,117.00,155.0000,28.0000,25.0000
ZH,2011,Erlenbach,100.00,82.0000,10.0000,9.0000
ZH,2012,Erlenbach,100.00,82.0000,10.0000,9.0000
ZH,2013,Erlenbach,100.00,79.0000,10.0000,9.0000
ZH,2014,Erlenbach,100.00,79.0000,10.0000,9.0000
ZH,2015,Erlenbach (ZH),100.00,79.0000,10.0000,9.0000
ZH,2016,Erlenbach (ZH),100.00,79.0000,10.0000,9.0000
ZH,2017,Erlenbach (ZH),100.00,79.0000,10.0000,9.0000
BE,2014,Erlenbach i. S.,3.06,1.6800,0.2300,0.2300
BE,2011,Erlenbach i.S.,3.06,1.8000,0.2300,0.2300
BE,2012,Erlenbach i.S.,3.06,1.6800,0.2300,0.2300
BE,2013,Erlenbach i.S.,3.06,1.6800,0.2300,0.2300
BE,2015,Erlenbach im Simmental,3.06,1.6800,0.2300,0.2300
BE,2016,Erlenbach im Simmental,3.06,1.6800,0.2300,0.2300
BE,2017,Erlenbach im Simmental,3.06,1.6800,0.2300,0.2300
SO,2011,Erlinsbach,104.00,98.0000,18.0000,19.0000
AG,2011,Erlinsbach,109.00,98.0000,20.0000,19.0000
AG,2012,Erlinsbach,109.00,98.0000,20.0000,19.0000
SO,2012,Erlinsbach,100.00,98.0000,18.0000,19.0000
AG,2013,Erlinsbach,109.00,98.0000,20.0000,19.0000
SO,2013,Erlinsbach,100.00,98.0000,18.0000,17.0000
SO,2014,Erlinsbach,102.00,98.0000,18.0000,17.0000
AG,2014,Erlinsbach,109.00,98.0000,20.0000,18.0000
AG,2015,Erlinsbach (AG),109.00,98.0000,20.0000,18.0000
AG,2016,Erlinsbach (AG),109.00,98.0000,20.0000,18.0000
AG,2017,Erlinsbach (AG),109.00,98.0000,20.0000,18.0000
SO,2015,Erlinsbach (SO),104.00,98.0000,18.0000,17.0000
SO,2016,Erlinsbach (SO),104.00,98.0000,16.0000,17.0000
SO,2017,Erlinsbach (SO),104.00,98.0000,16.0000,17.0000
TG,2011,Ermatingen,117.00,120.0000,15.0000,15.0000
TG,2012,Ermatingen,117.00,112.0000,15.0000,15.0000
TG,2013,Ermatingen,117.00,112.0000,15.0000,15.0000
TG,2014,Ermatingen,117.00,112.0000,15.0000,15.0000
TG,2015,Ermatingen,117.00,112.0000,15.0000,15.0000
TG,2016,Ermatingen,117.00,112.0000,15.0000,15.0000
TG,2017,Ermatingen,117.00,112.0000,15.0000,15.0000
LU,2011,Ermensee,1.50,2.0000,0.2200,0.2800
LU,2012,Ermensee,1.50,2.0000,0.2200,0.2800
LU,2013,Ermensee,1.50,2.0000,0.2200,0.2900
LU,2014,Ermensee,1.60,2.2000,0.2200,0.2900
LU,2015,Ermensee,1.60,2.2000,0.2200,0.2900
LU,2016,Ermensee,1.60,2.2000,0.2200,0.2800
LU,2017,Ermensee,1.60,2.2000,0.2200,0.2800
VS,2015,Ernen,1.00,1.2000,0.0000,0.0000
VS,2016,Ernen,1.00,1.2000,0.0000,0.0000
VS,2017,Ernen,1.00,1.1500,0.0000,0.0000
SG,2011,Ernetschwil,95.00,157.0000,24.0000,26.0000
SG,2012,Ernetschwil,105.00,157.0000,26.0000,26.0000
SG,2013,Ernetschwil,115.00,123.0000,26.0000,26.0000
SO,2011,Erschwil,104.00,137.0000,15.0000,20.0000
SO,2012,Erschwil,100.00,137.0000,15.0000,20.0000
SO,2013,Erschwil,100.00,137.0000,15.0000,18.0000
SO,2014,Erschwil,102.00,137.0000,15.0000,18.0000
SO,2015,Erschwil,104.00,137.0000,15.0000,18.0000
SO,2016,Erschwil,104.00,137.0000,15.0000,18.0000
SO,2017,Erschwil,104.00,137.0000,15.0000,18.0000
BE,2011,Ersigen,3.06,1.6500,0.1725,0.1550
BE,2012,Ersigen,3.06,1.6500,0.1725,0.1550
BE,2013,Ersigen,3.06,1.6500,0.1600,0.1650
BE,2014,Ersigen,3.06,1.6500,0.1600,0.1900
BE,2015,Ersigen,3.06,1.7500,0.1600,0.1900
BE,2016,Ersigen,3.06,1.6500,0.1600,0.1900
BE,2017,Ersigen,3.06,1.6500,0.1600,0.1900
UR,2011,Erstfeld,100.00,117.0000,120.0000,148.0000
UR,2012,Erstfeld,100.00,117.0000,120.0000,135.0000
UR,2013,Erstfeld,100.00,115.0000,120.0000,135.0000
UR,2014,Erstfeld,100.00,115.0000,120.0000,135.0000
UR,2015,Erstfeld,100.00,115.0000,120.0000,135.0000
UR,2016,Erstfeld,100.00,108.0000,120.0000,135.0000
UR,2017,Erstfeld,100.00,103.0000,120.0000,135.0000
LU,2011,Eschenbach,1.50,1.5000,0.2200,0.2700
SG,2011,Eschenbach,95.00,143.0000,24.0000,26.0000
LU,2012,Eschenbach,1.50,1.5000,0.2200,0.3000
SG,2012,Eschenbach,105.00,136.0000,26.0000,26.0000
SG,2013,Eschenbach,115.00,127.0000,26.0000,26.0000
LU,2013,Eschenbach,1.50,1.5000,0.2200,0.3000
LU,2014,Eschenbach,1.60,1.5000,0.2200,0.3000
SG,2014,Eschenbach,115.00,127.0000,26.0000,26.0000
LU,2015,Eschenbach (LU),1.60,1.5000,0.2200,0.2850
LU,2016,Eschenbach (LU),1.60,1.5000,0.2200,0.2850
LU,2017,Eschenbach (LU),1.60,1.5000,0.2200,0.2850
SG,2015,Eschenbach (SG),115.00,127.0000,26.0000,24.0000
SG,2016,Eschenbach (SG),115.00,123.0000,26.0000,24.0000
SG,2017,Eschenbach (SG),115.00,123.0000,24.0000,24.0000
TG,2011,Eschenz,117.00,157.0000,17.0000,22.0000
TG,2012,Eschenz,117.00,152.0000,17.0000,22.0000
TG,2013,Eschenz,117.00,150.0000,17.0000,22.0000
TG,2014,Eschenz,117.00,142.0000,17.0000,22.0000
TG,2015,Eschenz,117.00,142.0000,17.0000,22.0000
TG,2016,Eschenz,117.00,142.0000,17.0000,22.0000
TG,2017,Eschenz,117.00,142.0000,17.0000,22.0000
BE,2011,Eschert,3.06,1.9400,0.2300,0.2070
BE,2012,Eschert,3.06,1.9400,0.2300,0.2070
BE,2013,Eschert,3.06,1.9400,0.2300,0.2070
BE,2014,Eschert,3.06,1.9400,0.2300,0.2070
BE,2015,Eschert,3.06,1.9400,0.2300,0.2070
BE,2016,Eschert,3.06,1.9400,0.2300,0.2070
BE,2017,Eschert,3.06,1.9400,0.2300,0.2070
TG,2011,Eschlikon,117.00,152.0000,22.0000,19.0000
TG,2012,Eschlikon,117.00,152.0000,22.0000,18.0000
TG,2013,Eschlikon,117.00,152.0000,22.0000,18.0000
TG,2014,Eschlikon,117.00,150.0000,22.0000,18.0000
TG,2015,Eschlikon,117.00,150.0000,22.0000,18.0000
TG,2016,Eschlikon,117.00,148.0000,20.0000,18.0000
TG,2017,Eschlikon,117.00,148.0000,20.0000,18.0000
LU,2011,Escholzmatt,1.50,2.2000,0.4000,0.3500
LU,2012,Escholzmatt,1.50,2.2000,0.4000,0.3500
LU,2013,Escholzmatt-Marbach,1.50,2.2000,0.4000,0.4000
LU,2014,Escholzmatt-Marbach,1.60,2.2000,0.4000,0.4500
LU,2015,Escholzmatt-Marbach,1.60,2.2000,0.4000,0.4500
LU,2016,Escholzmatt-Marbach,1.60,2.2000,0.4000,0.4500
LU,2017,Escholzmatt-Marbach,1.60,2.1000,0.4000,0.4000
VD,2011,Essert-Pittet,151.50,70.0000,0.0000,0.0000
VD,2012,Essert-Pittet,154.50,72.0000,0.0000,0.0000
VD,2013,Essert-Pittet,154.50,72.0000,0.0000,0.0000
VD,2014,Essert-Pittet,154.50,75.0000,0.0000,0.0000
VD,2015,Essert-Pittet,154.50,75.0000,0.0000,0.0000
VD,2016,Essert-Pittet,154.50,75.0000,0.0000,0.0000
VD,2011,Essert-sous-Champvent,151.50,69.0000,0.0000,0.0000
VD,2011,Essertes,151.50,68.0000,0.0000,0.0000
VD,2012,Essertes,154.50,70.0000,0.0000,0.0000
VD,2013,Essertes,154.50,70.0000,0.0000,0.0000
VD,2014,Essertes,154.50,70.0000,0.0000,0.0000
VD,2015,Essertes,154.50,70.0000,0.0000,0.0000
VD,2016,Essertes,154.50,72.0000,0.0000,0.0000
VD,2017,Essertes,154.50,72.0000,0.0000,0.0000
VD,2011,Essertines-sur-Rolle,151.50,66.0000,0.0000,0.0000
VD,2012,Essertines-sur-Rolle,154.50,68.0000,0.0000,0.0000
VD,2013,Essertines-sur-Rolle,154.50,68.0000,0.0000,0.0000
VD,2014,Essertines-sur-Rolle,154.50,68.0000,0.0000,0.0000
VD,2015,Essertines-sur-Rolle,154.50,68.0000,0.0000,0.0000
VD,2016,Essertines-sur-Rolle,154.50,68.0000,0.0000,0.0000
VD,2017,Essertines-sur-Rolle,154.50,68.0000,0.0000,0.0000
