BfsId;Kanton;Jahr;Gemeindename;SteuerfussKanton;SteuerfussGemeinde;KircheRef;KircheRoemischKatholisch;KircheChristKatholisch;JuristPerson
2526;SO;2019;Lohn-Ammannsegg;100;100;15.5;15;19;0
2526;SO;2018;Lohn-Ammannsegg;100;100;15.5;15;19;0
2601;SO;2019;Solothurn;100;100;16;21;19;0
2601;SO;2018;Solothurn;100;100;16;21;19;0
