00OW               20191119                                                                                   
0601OWA7Y       20200101000475100000005000 0700000030000006   
0601OWA7Y       20200101000480100000005000 0700000030000006   
0601OWA7Y       20200101000485100000005000 0700000030000006   
0601OWA7Y       20200101000490100000005000 0700000030000006   
0601OWA7Y       20200101000495100000005000 0700000030000006   
0601OWA7Y       20200101000500100000005000 0700000030000006   
0601OWA7Y       20200101000505100000005000 0700000030000006   
0601OWA7Y       20200101000510100000005000 0700000030000006   
0601OWA7Y       20200101000515100000005000 0700000030000006   
0601OWA7Y       20200101000520100000005000 0700000030000006   
0601OWA7Y       20200101000525100000005000 0700000030000006   
0601OWA7Y       20200101000530100000005000 0700000030000006   
0601OWA7Y       20200101000535100000005000 0700000030000006   
0601OWA7Y       20200101000540100000005000 0700000030000006   
0601OWA7Y       20200101000545100000005000 0700000030000005   
0601OWA7Y       20200101000550100000005000 0700000030000005   
0601OWA7Y       20200101000555100000005000 0700000030000005   
0601OWA7Y       20200101000560100000005000 0700000030000005   
0601OWA7Y       20200101000565100000005000 0700000030000005   
0601OWA7Y       20200101000570100000005000 0700000030000005   
0601OWA7Y       20200101000575100000005000 0700000030000005   
0601OWA7Y       20200101000580100000005000 0700000030000005   
0601OWA7Y       20200101000585100000005000 0700000030000005   
0601OWA7Y       20200101000590100000005000 0700000030000005   
0601OWA7Y       20200101000595100000005000 0700000030000005   
0601OWA7Y       20200101000600100000005000 0700000030000005   
0601OWA7Y       20200101000605100000005000 0700000030000005   
0601OWA7Y       20200101000610100000005000 0700000030000005   
0601OWA7Y       20200101000615100000005000 0700000030000005   
0601OWA7Y       20200101000620100000005000 0700000030000005   
0601OWA7Y       20200101000625100000005000 0700000030000005   
0601OWA7Y       20200101000630100000005000 0700000030000005   
0601OWA7Y       20200101000635100000005000 0700000030000005   
0601OWA7Y       20200101000640100000005000 0700000030000005   
0601OWA7Y       20200101000645100000005000 0700000030000005   
0601OWA7Y       20200101000650100000005000 0700000030000005   
0601OWA7Y       20200101000655100000005000 0700000100000015   
0601OWA7Y       20200101000660100000005000 0700000160000024   
0601OWA7Y       20200101000665100000005000 0700000230000034   
0601OWA7Y       20200101000670100000005000 0700000290000043   
0601OWA7Y       20200101000675100000005000 0700000350000052   
0601OWA7Y       20200101000680100000005000 0700000430000063   
0601OWA7Y       20200101000685100000005000 0700000500000073   
0601OWA7Y       20200101000690100000005000 0700000560000081   
0601OWA7Y       20200101000695100000005000 0700000620000089   
0601OWA7Y       20200101000700100000005000 0700000690000098   
0601OWA7Y       20200101000705100000005000 0700000760000107   
0601OWA7Y       20200101000710100000005000 0700000830000116   
0601OWA7Y       20200101000715100000005000 0700000890000124   
0601OWA7Y       20200101000720100000005000 0700000960000133   
0601OWA7Y       20200101000725100000005000 0700001040000143   
0601OWA7Y       20200101000730100000005000 0700001120000153   
0601OWA7Y       20200101000735100000005000 0700001190000161   
0601OWA7Y       20200101000740100000005000 0700001250000168   
0601OWA7Y       20200101000745100000005000 0700001320000177   
0601OWA7Y       20200101000750100000005000 0700001400000186   
0601OWA7Y       20200101000755100000005000 0700001470000194   
0601OWA7Y       20200101000760100000005000 0700001530000201   
0601OWA7Y       20200101000765100000005000 0700001600000208   
0601OWA7Y       20200101000770100000005000 0700001670000216   
0601OWA7Y       20200101000775100000005000 0700001750000225   
0601OWA7Y       20200101000780100000005000 0700001820000233   
0601OWA7Y       20200101000785100000005000 0700001880000239   
0601OWA7Y       20200101000790100000005000 0700001950000246   
0601OWA7Y       20200101000795100000005000 0700002020000253   
0601OWA7Y       20200101000800100000005000 0700002100000262   
0601OWA7Y       20200101000805100000005000 0700002170000269   
0601OWA7Y       20200101000810100000005000 0700002230000274   
0601OWA7Y       20200101000815100000005000 0700002300000281   
0601OWA7Y       20200101000820100000005000 0700002370000288   
0601OWA7Y       20200101000825100000005000 0700002450000296   
0601OWA7Y       20200101000830100000005000 0700002520000303   
0601OWA7Y       20200101000835100000005000 0700002580000308   
0601OWA7Y       20200101000840100000005000 0700002650000315   
0601OWA7Y       20200101000845100000005000 0700002730000322   
0601OWA7Y       20200101000850100000005000 0700002800000328   
0601OWA7Y       20200101000855100000005000 0700002870000335   
0601OWA7Y       20200101000860100000005000 0700002930000340   
0601OWA7Y       20200101000865100000005000 0700003000000346   
0601OWA7Y       20200101000870100000005000 0700003080000353   
0601OWA7Y       20200101000875100000005000 0700003150000359   
0601OWA7Y       20200101000880100000005000 0700003220000365   
0601OWA7Y       20200101000885100000005000 0700003280000370   
0601OWA7Y       20200101000890100000005000 0700003350000375   
0601OWA7Y       20200101000895100000005000 0700003430000382   
0601OWA7Y       20200101000900100000005000 0700003500000388   
0601OWA7Y       20200101000905100000005000 0700003570000393   
0601OWA7Y       20200101000910100000005000 0700003640000399   
0601OWA7Y       20200101000915100000005000 0700003700000403   
0601OWA7Y       20200101000920100000005000 0700003780000410   
0601OWA7Y       20200101000925100000005000 0700003850000415   
0601OWA7Y       20200101000930100000005000 0700003920000420   
0601OWA7Y       20200101000935100000005000 0700003990000426   
0601OWA7Y       20200101000940100000005000 0700004060000431   
0601OWA7Y       20200101000945100000005000 0700004140000437   
0601OWA7Y       20200101000950100000005000 0700004200000441   
0601OWA7Y       20200101000955100000005000 0700004270000446   
0601OWA7Y       20200101000960100000005000 0700004340000451   
0601OWA7Y       20200101000965100000005000 0700004420000457   
0601OWA7Y       20200101000970100000005000 0700004490000462   
0601OWA7Y       20200101000975100000005000 0700004570000468   
0601OWA7Y       20200101000980100000005000 0700004640000472   
0601OWA7Y       20200101000985100000005000 0700004720000478   
0601OWA7Y       20200101000990100000005000 0700004810000485   
0601OWA7Y       20200101000995100000005000 0700004880000489   
0601OWA7Y       20200101001000100000005000 0700004960000495   
0601OWA7Y       20200101001005100000005000 0700005030000499   
0601OWA7Y       20200101001010100000005000 0700005110000505   
0601OWA7Y       20200101001015100000005000 0700005200000511   
0601OWA7Y       20200101001020100000005000 0700005270000515   
0601OWA7Y       20200101001025100000005000 0700005350000521   
0601OWA7Y       20200101001030100000005000 0700005420000525   
0601OWA7Y       20200101001035100000005000 0700005500000530   
0601OWA7Y       20200101001040100000005000 0700005580000535   
0601OWA7Y       20200101001045100000005000 0700005660000540   
0601OWA7Y       20200101001050100000005000 0700005740000545   
0601OWA7Y       20200101001055100000005000 0700005810000549   
0601OWA7Y       20200101001060100000005000 0700005900000555   
0601OWA7Y       20200101001065100000005000 0700005970000559   
0601OWA7Y       20200101001070100000005000 0700006050000564   
0601OWA7Y       20200101001075100000005000 0700006120000568   
0601OWA7Y       20200101001080100000005000 0700006200000573   
0601OWA7Y       20200101001085100000005000 0700006290000578   
0601OWA7Y       20200101001090100000005000 0700006360000582   
0601OWA7Y       20200101001095100000005000 0700006440000587   
0601OWA7Y       20200101001100100000005000 0700006510000590   
0601OWA7Y       20200101001105100000005000 0700006590000595   
0601OWA7Y       20200101001110100000005000 0700006680000600   
0601OWA7Y       20200101001115100000005000 0700006760000605   
0601OWA7Y       20200101001120100000005000 0700006830000608   
0601OWA7Y       20200101001125100000005000 0700006910000613   
0601OWA7Y       20200101001130100000005000 0700006990000617   
0601OWA7Y       20200101001135100000005000 0700007080000622   
0601OWA7Y       20200101001140100000005000 0700007150000626   
0601OWA7Y       20200101001145100000005000 0700007230000630   
0601OWA7Y       20200101001150100000005000 0700007310000634   
0601OWA7Y       20200101001155100000005000 0700007380000638   
0601OWA7Y       20200101001160100000005000 0700007470000643   
0601OWA7Y       20200101001165100000005000 0700007550000647   
0601OWA7Y       20200101001170100000005000 0700007630000651   
0601OWA7Y       20200101001175100000005000 0700007700000654   
0601OWA7Y       20200101001180100000005000 0700007800000660   
0601OWA7Y       20200101001185100000005000 0700007870000663   
0601OWA7Y       20200101001190100000005000 0700007950000667   
0601OWA7Y       20200101001195100000005000 0700008030000671   
0601OWA7Y       20200101001200100000005000 0700008100000674   
0601OWA7Y       20200101001205100000005000 0700008190000678   
0601OWA7Y       20200101001210100000005000 0700008270000682   
0601OWA7Y       20200101001215100000005000 0700008350000686   
0601OWA7Y       20200101001220100000005000 0700008420000689   
0601OWA7Y       20200101001225100000005000 0700008500000692   
0601OWA7Y       20200101001230100000005000 0700008590000697   
0601OWA7Y       20200101001235100000005000 0700008670000701   
0601OWA7Y       20200101001240100000005000 0700008740000703   
0601OWA7Y       20200101001245100000005000 0700008840000709   
0601OWA7Y       20200101001250100000005000 0700008910000711   
0601OWA7Y       20200101001255100000005000 0700008990000715   
0601OWA7Y       20200101001260100000005000 0700009080000719   
0601OWA7Y       20200101001265100000005000 0700009160000723   
0601OWA7Y       20200101001270100000005000 0700009240000726   
0601OWA7Y       20200101001275100000005000 0700009330000730   
0601OWA7Y       20200101001280100000005000 0700009430000735   
0601OWA7Y       20200101001285100000005000 0700009520000739   
0601OWA7Y       20200101001290100000005000 0700009610000744   
0601OWA7Y       20200101001295100000005000 0700009720000749   
0601OWA7Y       20200101001300100000005000 0700009810000753   
0601OWA7Y       20200101001305100000005000 0700009890000756   
0601OWA7Y       20200101001310100000005000 0700010000000762   
0601OWA7Y       20200101001315100000005000 0700010090000766   
0601OWA7Y       20200101001320100000005000 0700010180000770   
0601OWA7Y       20200101001325100000005000 0700010290000775   
0601OWA7Y       20200101001330100000005000 0700010380000779   
0601OWA7Y       20200101001335100000005000 0700010470000783   
0601OWA7Y       20200101001340100000005000 0700010580000788   
0601OWA7Y       20200101001345100000005000 0700010670000792   
0601OWA7Y       20200101001350100000005000 0700010760000796   
0601OWA7Y       20200101001355100000005000 0700010870000801   
0601OWA7Y       20200101001360100000005000 0700010970000805   
0601OWA7Y       20200101001365100000005000 0700011060000809   
0601OWA7Y       20200101001370100000005000 0700011170000814   
0601OWA7Y       20200101001375100000005000 0700011260000817   
0601OWA7Y       20200101001380100000005000 0700011350000821   
0601OWA7Y       20200101001385100000005000 0700011460000826   
0601OWA7Y       20200101001390100000005000 0700011550000829   
0601OWA7Y       20200101001395100000005000 0700011640000833   
0601OWA7Y       20200101001400100000005000 0700011750000838   
0601OWA7Y       20200101001405100000005000 0700011850000842   
0601OWA7Y       20200101001410100000005000 0700011940000845   
0601OWA7Y       20200101001415100000005000 0700012050000850   
0601OWA7Y       20200101001420100000005000 0700012140000853   
0601OWA7Y       20200101001425100000005000 0700012230000857   
0601OWA7Y       20200101001430100000005000 0700012340000861   
0601OWA7Y       20200101001435100000005000 0700012430000865   
0601OWA7Y       20200101001440100000005000 0700012520000868   
0601OWA7Y       20200101001445100000005000 0700012620000872   
0601OWA7Y       20200101001450100000005000 0700012720000876   
0601OWA7Y       20200101001455100000005000 0700012820000880   
0601OWA7Y       20200101001460100000005000 0700012910000883   
0601OWA7Y       20200101001465100000005000 0700013020000887   
0601OWA7Y       20200101001470100000005000 0700013110000890   
0601OWA7Y       20200101001475100000005000 0700013200000893   
0601OWA7Y       20200101001480100000005000 0700013310000898   
0601OWA7Y       20200101001485100000005000 0700013400000901   
0601OWA7Y       20200101001490100000005000 0700013490000904   
0601OWA7Y       20200101001495100000005000 0700013600000908   
0601OWA7Y       20200101001500100000500000 0700018900001080   
0601OWA7Y       20200101002000100000500000 0700030410001352   
0601OWA7Y       20200101002500100000500000 0700043080001567   
0601OWA7Y       20200101003000100000500000 0700055780001716   
0601OWA7Y       20200101003500100000500000 0700068460001826   
0601OWA7Y       20200101004000100000500000 0700081130001909   
0601OWA7Y       20200101004500100000500000 0700093830001975   
0601OWA7Y       20200101005000100000500000 0700106500002029   
0601OWA7Y       20200101005500100000500000 0700119180002073   
0601OWA7Y       20200101006000100000500000 0700131880002110   
0601OWA7Y       20200101006500100000500000 0700144550002141   
0601OWA7Y       20200101007000100000500000 0700157230002169   
0601OWA7Y       20200101007500100000500000 0700169830002191   
0601OWA7Y       20200101008000100000500000 0700181750002203   
0601OWA7Y       20200101008500100000500000 0700193670002213   
0601OWA7Y       20200101009000100000500000 0700205610002223   
0601OWA7Y       20200101009500100000500000 0700217530002231   
0601OWA7Y       20200101010000100000500000 0700229480002239   
0601OWA7Y       20200101010500100000500000 0700241400002246   
0601OWA7Y       20200101011000100000500000 0700253320002252   
0601OWA7Y       20200101011500100000500000 0700265260002258   
0601OWA7Y       20200101012000100000500000 0700277180002263   
0601OWA7Y       20200101012500100000500000 0700289110002268   
0601OWA7Y       20200101013000100000500000 0700301050002272   
0601OWA7Y       20200101013500100000500000 0700312970002276   
0601OWA7Y       20200101014000100000500000 0700324890002280   
0601OWA7Y       20200101014500100000500000 0700336840002284   
0601OWA7Y       20200101015000100000500000 0700348760002287   
0601OWA7Y       20200101015500100000500000 0700360680002290   
0601OWA7Y       20200101016000100000500000 0700372620002293   
0601OWA7Y       20200101016500100000500000 0700384540002296   
0601OWA7Y       20200101017000100000500000 0700396460002298   
0601OWA7Y       20200101017500100000500000 0700408410002301   
0601OWA7Y       20200101018000100000500000 0700420330002303   
0601OWA7Y       20200101018500100000500000 0700432250002305   
0601OWA7Y       20200101019000100000500000 0700444190002307   
0601OWA7Y       20200101019500100000500000 0700456120002309   
0601OWA8Y       20200101000000100000040000 0800000030000000   
0601OWA8Y       20200101000040100000005000 0800000030000071   
0601OWA8Y       20200101000045100000005000 0800000030000063   
0601OWA8Y       20200101000050100000005000 0800000030000057   
0601OWA8Y       20200101000055100000005000 0800000030000052   
0601OWA8Y       20200101000060100000005000 0800000030000048   
0601OWA8Y       20200101000065100000005000 0800000030000044   
0601OWA8Y       20200101000070100000005000 0800000030000041   
0601OWA8Y       20200101000075100000005000 0800000030000039   
0601OWA8Y       20200101000080100000005000 0800000030000036   
0601OWA8Y       20200101000085100000005000 0800000030000034   
0601OWA8Y       20200101000090100000005000 0800000030000032   
0601OWA8Y       20200101000095100000005000 0800000030000031   
0601OWA8Y       20200101000100100000005000 0800000030000029   
0601OWA8Y       20200101000105100000005000 0800000030000028   
0601OWA8Y       20200101000110100000005000 0800000030000027   
0601OWA8Y       20200101000115100000005000 0800000030000026   
0601OWA8Y       20200101000120100000005000 0800000030000024   
0601OWA8Y       20200101000125100000005000 0800000030000024   
0601OWA8Y       20200101000130100000005000 0800000030000023   
0601OWA8Y       20200101000135100000005000 0800000030000022   
0601OWA8Y       20200101000140100000005000 0800000030000021   
0601OWA8Y       20200101000145100000005000 0800000030000020   
0601OWA8Y       20200101000150100000005000 0800000030000020   
0601OWA8Y       20200101000155100000005000 0800000030000019   
0601OWA8Y       20200101000160100000005000 0800000030000018   
0601OWA8Y       20200101000165100000005000 0800000030000018   
0601OWA8Y       20200101000170100000005000 0800000030000017   
0601OWA8Y       20200101000175100000005000 0800000030000017   
0601OWA8Y       20200101000180100000005000 0800000030000016   
0601OWA8Y       20200101000185100000005000 0800000030000016   
0601OWA8Y       20200101000190100000005000 0800000030000016   
0601OWA8Y       20200101000195100000005000 0800000030000015   
0601OWA8Y       20200101000200100000005000 0800000030000015   
0601OWA8Y       20200101000205100000005000 0800000030000014   
0601OWA8Y       20200101000210100000005000 0800000030000014   
0601OWA8Y       20200101000215100000005000 0800000030000014   
0601OWA8Y       20200101000220100000005000 0800000030000013   
0601OWA8Y       20200101000225100000005000 0800000030000013   
0601OWA8Y       20200101000230100000005000 0800000030000013   
0601OWA8Y       20200101000235100000005000 0800000030000013   
0601OWA8Y       20200101000240100000005000 0800000030000012   
0601OWA8Y       20200101000245100000005000 0800000030000012   
0601OWA8Y       20200101000250100000005000 0800000030000012   
0601OWA8Y       20200101000255100000005000 0800000030000012   
0601OWA8Y       20200101000260100000005000 0800000030000011   
0601OWA8Y       20200101000265100000005000 0800000030000011   
0601OWA8Y       20200101000270100000005000 0800000030000011   
0601OWA8Y       20200101000275100000005000 0800000030000011   
0601OWA8Y       20200101000280100000005000 0800000030000011   
0601OWA8Y       20200101000285100000005000 0800000030000010   
0601OWA8Y       20200101000290100000005000 0800000030000010   
0601OWA8Y       20200101000295100000005000 0800000030000010   
0601OWA8Y       20200101000300100000005000 0800000030000010   
0601OWA8Y       20200101000305100000005000 0800000030000010   
0601OWA8Y       20200101000310100000005000 0800000030000010   
0601OWA8Y       20200101000315100000005000 0800000030000009   
0601OWA8Y       20200101000320100000005000 0800000030000009   
0601OWA8Y       20200101000325100000005000 0800000030000009   
0601OWA8Y       20200101000330100000005000 0800000030000009   
0601OWA8Y       20200101000335100000005000 0800000030000009   
0601OWA8Y       20200101000340100000005000 0800000030000009   
0601OWA8Y       20200101000345100000005000 0800000030000009   
0601OWA8Y       20200101000350100000005000 0800000030000009   
0601OWA8Y       20200101000355100000005000 0800000030000008   
0601OWA8Y       20200101000360100000005000 0800000030000008   
0601OWA8Y       20200101000365100000005000 0800000030000008   
0601OWA8Y       20200101000370100000005000 0800000030000008   
0601OWA8Y       20200101000375100000005000 0800000030000008   
0601OWA8Y       20200101000380100000005000 0800000030000008   
0601OWA8Y       20200101000385100000005000 0800000030000008   
0601OWA8Y       20200101000390100000005000 0800000030000008   
0601OWA8Y       20200101000395100000005000 0800000030000008   
0601OWA8Y       20200101000400100000005000 0800000030000007   
0601OWA8Y       20200101000405100000005000 0800000030000007   
0601OWA8Y       20200101000410100000005000 0800000030000007   
0601OWA8Y       20200101000415100000005000 0800000030000007   
0601OWA8Y       20200101000420100000005000 0800000030000007   
0601OWA8Y       20200101000425100000005000 0800000030000007   
0601OWA8Y       20200101000430100000005000 0800000030000007   
0601OWA8Y       20200101000435100000005000 0800000030000007   
0601OWA8Y       20200101000440100000005000 0800000030000007   
0601OWA8Y       20200101000445100000005000 0800000030000007   
0601OWA8Y       20200101000450100000005000 0800000030000007   
0601OWA8Y       20200101000455100000005000 0800000030000007   
0601OWA8Y       20200101000460100000005000 0800000030000006   
0601OWA8Y       20200101000465100000005000 0800000030000006   
0601OWA8Y       20200101000470100000005000 0800000030000006   
0601OWA8Y       20200101000475100000005000 0800000030000006   
0601OWA8Y       20200101000480100000005000 0800000030000006   
0601OWA8Y       20200101000485100000005000 0800000030000006   
0601OWA8Y       20200101000490100000005000 0800000030000006   
0601OWA8Y       20200101000495100000005000 0800000030000006   
0601OWA8Y       20200101000500100000005000 0800000030000006   
0601OWA8Y       20200101000505100000005000 0800000030000006   
0601OWA8Y       20200101000510100000005000 0800000030000006   
0601OWA8Y       20200101000515100000005000 0800000030000006   
0601OWA8Y       20200101000520100000005000 0800000030000006   
0601OWA8Y       20200101000525100000005000 0800000030000006   
0601OWA8Y       20200101000530100000005000 0800000030000006   
0601OWA8Y       20200101000535100000005000 0800000030000006   
0601OWA8Y       20200101000540100000005000 0800000030000006   
0601OWA8Y       20200101000545100000005000 0800000030000005   
0601OWA8Y       20200101000550100000005000 0800000030000005   
0601OWA8Y       20200101000555100000005000 0800000030000005   
0601OWA8Y       20200101000560100000005000 0800000030000005   
0601OWA8Y       20200101000565100000005000 0800000030000005   
0601OWA8Y       20200101000570100000005000 0800000030000005   
0601OWA8Y       20200101000575100000005000 0800000030000005   
0601OWA8Y       20200101000580100000005000 0800000030000005   
0601OWA8Y       20200101000585100000005000 0800000030000005   
0601OWA8Y       20200101000590100000005000 0800000030000005   
0601OWA8Y       20200101000595100000005000 0800000030000005   
0601OWA8Y       20200101000600100000005000 0800000030000005   
0601OWA8Y       20200101000605100000005000 0800000030000005   
0601OWA8Y       20200101000610100000005000 0800000030000005   
0601OWA8Y       20200101000615100000005000 0800000030000005   
0601OWA8Y       20200101000620100000005000 0800000030000005   
0601OWA8Y       20200101000625100000005000 0800000030000005   
0601OWA8Y       20200101000630100000005000 0800000030000005   
0601OWA8Y       20200101000635100000005000 0800000030000005   
0601OWA8Y       20200101000640100000005000 0800000030000005   
0601OWA8Y       20200101000645100000005000 0800000030000005   
0601OWA8Y       20200101000650100000005000 0800000030000005   
0601OWA8Y       20200101000655100000005000 0800000030000005   
0601OWA8Y       20200101000660100000005000 0800000030000005   
0601OWA8Y       20200101000665100000005000 0800000030000004   
0601OWA8Y       20200101000670100000005000 0800000030000004   
0601OWA8Y       20200101000675100000005000 0800000030000004   
0601OWA8Y       20200101000680100000005000 0800000030000004   
0601OWA8Y       20200101000685100000005000 0800000030000004   
0601OWA8Y       20200101000690100000005000 0800000030000004   
0601OWA8Y       20200101000695100000005000 0800000030000004   
0601OWA8Y       20200101000700100000005000 0800000030000004   
0601OWA8Y       20200101000705100000005000 0800000030000004   
0601OWA8Y       20200101000710100000005000 0800000030000004   
0601OWA8Y       20200101000715100000005000 0800000030000004   
0601OWA8Y       20200101000720100000005000 0800000070000010   
0601OWA8Y       20200101000725100000005000 0800000140000019   
0601OWA8Y       20200101000730100000005000 0800000210000029   
0601OWA8Y       20200101000735100000005000 0800000280000038   
0601OWA8Y       20200101000740100000005000 0800000340000046   
0601OWA8Y       20200101000745100000005000 0800000410000055   
0601OWA8Y       20200101000750100000005000 0800000480000064   
0601OWA8Y       20200101000755100000005000 0800000550000073   
0601OWA8Y       20200101000760100000005000 0800000610000080   
0601OWA8Y       20200101000765100000005000 0800000670000087   
0601OWA8Y       20200101000770100000005000 0800000740000096   
0601OWA8Y       20200101000775100000005000 0800000820000105   
0601OWA8Y       20200101000780100000005000 0800000880000112   
0601OWA8Y       20200101000785100000005000 0800000940000119   
0601OWA8Y       20200101000790100000005000 0800001010000127   
0601OWA8Y       20200101000795100000005000 0800001090000137   
0601OWA8Y       20200101000800100000005000 0800001170000146   
0601OWA8Y       20200101000805100000005000 0800001240000154   
0601OWA8Y       20200101000810100000005000 0800001300000160   
0601OWA8Y       20200101000815100000005000 0800001370000168   
0601OWA8Y       20200101000820100000005000 0800001440000175   
0601OWA8Y       20200101000825100000005000 0800001520000184   
0601OWA8Y       20200101000830100000005000 0800001590000191   
0601OWA8Y       20200101000835100000005000 0800001650000197   
0601OWA8Y       20200101000840100000005000 0800001720000204   
0601OWA8Y       20200101000845100000005000 0800001800000212   
0601OWA8Y       20200101000850100000005000 0800001870000219   
0601OWA8Y       20200101000855100000005000 0800001930000225   
0601OWA8Y       20200101000860100000005000 0800002000000232   
0601OWA8Y       20200101000865100000005000 0800002070000239   
0601OWA8Y       20200101000870100000005000 0800002150000246   
0601OWA8Y       20200101000875100000005000 0800002220000253   
0601OWA8Y       20200101000880100000005000 0800002280000258   
0601OWA8Y       20200101000885100000005000 0800002350000265   
0601OWA8Y       20200101000890100000005000 0800002420000271   
0601OWA8Y       20200101000895100000005000 0800002500000279   
0601OWA8Y       20200101000900100000005000 0800002570000285   
0601OWA8Y       20200101000905100000005000 0800002630000290   
0601OWA8Y       20200101000910100000005000 0800002700000296   
0601OWA8Y       20200101000915100000005000 0800002770000302   
0601OWA8Y       20200101000920100000005000 0800002850000309   
0601OWA8Y       20200101000925100000005000 0800002920000315   
0601OWA8Y       20200101000930100000005000 0800002980000320   
0601OWA8Y       20200101000935100000005000 0800003050000325   
0601OWA8Y       20200101000940100000005000 0800003120000331   
0601OWA8Y       20200101000945100000005000 0800003200000338   
0601OWA8Y       20200101000950100000005000 0800003270000343   
0601OWA8Y       20200101000955100000005000 0800003330000348   
0601OWA8Y       20200101000960100000005000 0800003400000353   
0601OWA8Y       20200101000965100000005000 0800003480000360   
0601OWA8Y       20200101000970100000005000 0800003550000365   
0601OWA8Y       20200101000975100000005000 0800003620000370   
0601OWA8Y       20200101000980100000005000 0800003690000376   
0601OWA8Y       20200101000985100000005000 0800003750000380   
0601OWA8Y       20200101000990100000005000 0800003840000387   
0601OWA8Y       20200101000995100000005000 0800003900000391   
0601OWA8Y       20200101001000100000005000 0800003970000396   
0601OWA8Y       20200101001005100000005000 0800004040000401   
0601OWA8Y       20200101001010100000005000 0800004110000406   
0601OWA8Y       20200101001015100000005000 0800004190000412   
0601OWA8Y       20200101001020100000005000 0800004250000416   
0601OWA8Y       20200101001025100000005000 0800004320000420   
0601OWA8Y       20200101001030100000005000 0800004390000425   
0601OWA8Y       20200101001035100000005000 0800004460000430   
0601OWA8Y       20200101001040100000005000 0800004540000435   
0601OWA8Y       20200101001045100000005000 0800004620000441   
0601OWA8Y       20200101001050100000005000 0800004690000446   
0601OWA8Y       20200101001055100000005000 0800004770000451   
0601OWA8Y       20200101001060100000005000 0800004850000456   
0601OWA8Y       20200101001065100000005000 0800004930000462   
0601OWA8Y       20200101001070100000005000 0800005010000467   
0601OWA8Y       20200101001075100000005000 0800005080000471   
0601OWA8Y       20200101001080100000005000 0800005160000477   
0601OWA8Y       20200101001085100000005000 0800005240000482   
0601OWA8Y       20200101001090100000005000 0800005320000487   
0601OWA8Y       20200101001095100000005000 0800005390000491   
0601OWA8Y       20200101001100100000005000 0800005470000496   
0601OWA8Y       20200101001105100000005000 0800005550000501   
0601OWA8Y       20200101001110100000005000 0800005630000506   
0601OWA8Y       20200101001115100000005000 0800005710000511   
0601OWA8Y       20200101001120100000005000 0800005780000515   
0601OWA8Y       20200101001125100000005000 0800005860000520   
0601OWA8Y       20200101001130100000005000 0800005930000524   
0601OWA8Y       20200101001135100000005000 0800006020000529   
0601OWA8Y       20200101001140100000005000 0800006100000534   
0601OWA8Y       20200101001145100000005000 0800006170000538   
0601OWA8Y       20200101001150100000005000 0800006250000542   
0601OWA8Y       20200101001155100000005000 0800006330000547   
0601OWA8Y       20200101001160100000005000 0800006420000552   
0601OWA8Y       20200101001165100000005000 0800006490000556   
0601OWA8Y       20200101001170100000005000 0800006570000560   
0601OWA8Y       20200101001175100000005000 0800006640000564   
0601OWA8Y       20200101001180100000005000 0800006730000569   
0601OWA8Y       20200101001185100000005000 0800006810000573   
0601OWA8Y       20200101001190100000005000 0800006890000578   
0601OWA8Y       20200101001195100000005000 0800006960000581   
0601OWA8Y       20200101001200100000005000 0800007040000585   
0601OWA8Y       20200101001205100000005000 0800007130000590   
0601OWA8Y       20200101001210100000005000 0800007210000595   
0601OWA8Y       20200101001215100000005000 0800007280000598   
0601OWA8Y       20200101001220100000005000 0800007360000602   
0601OWA8Y       20200101001225100000005000 0800007440000606   
0601OWA8Y       20200101001230100000005000 0800007530000611   
0601OWA8Y       20200101001235100000005000 0800007610000615   
0601OWA8Y       20200101001240100000005000 0800007680000618   
0601OWA8Y       20200101001245100000005000 0800007770000623   
0601OWA8Y       20200101001250100000005000 0800007850000627   
0601OWA8Y       20200101001255100000005000 0800007930000631   
0601OWA8Y       20200101001260100000005000 0800008020000635   
0601OWA8Y       20200101001265100000005000 0800008090000638   
0601OWA8Y       20200101001270100000005000 0800008170000642   
0601OWA8Y       20200101001275100000005000 0800008250000646   
0601OWA8Y       20200101001280100000005000 0800008340000650   
0601OWA8Y       20200101001285100000005000 0800008420000654   
0601OWA8Y       20200101001290100000005000 0800008490000657   
0601OWA8Y       20200101001295100000005000 0800008580000661   
0601OWA8Y       20200101001300100000005000 0800008660000665   
0601OWA8Y       20200101001305100000005000 0800008740000668   
0601OWA8Y       20200101001310100000005000 0800008830000673   
0601OWA8Y       20200101001315100000005000 0800008910000676   
0601OWA8Y       20200101001320100000005000 0800008980000679   
0601OWA8Y       20200101001325100000005000 0800009070000683   
0601OWA8Y       20200101001330100000005000 0800009150000687   
0601OWA8Y       20200101001335100000005000 0800009230000690   
0601OWA8Y       20200101001340100000005000 0800009330000695   
0601OWA8Y       20200101001345100000005000 0800009420000699   
0601OWA8Y       20200101001350100000005000 0800009510000703   
0601OWA8Y       20200101001355100000005000 0800009610000708   
0601OWA8Y       20200101001360100000005000 0800009700000712   
0601OWA8Y       20200101001365100000005000 0800009790000716   
0601OWA8Y       20200101001370100000005000 0800009900000721   
0601OWA8Y       20200101001375100000005000 0800009990000725   
0601OWA8Y       20200101001380100000005000 0800010080000729   
0601OWA8Y       20200101001385100000005000 0800010180000734   
0601OWA8Y       20200101001390100000005000 0800010270000738   
0601OWA8Y       20200101001395100000005000 0800010360000741   
0601OWA8Y       20200101001400100000005000 0800010470000747   
0601OWA8Y       20200101001405100000005000 0800010560000750   
0601OWA8Y       20200101001410100000005000 0800010660000755   
