00AR               20191119                                                                                   
0601ARC6N       20200101001085100000005000 0600010310000948   
0601ARC6N       20200101001090100000005000 0600010410000953   
0601ARC6N       20200101001095100000005000 0600010510000958   
0601ARC6N       20200101001100100000005000 0600010610000962   
0601ARC6N       20200101001105100000005000 0600010710000967   
0601ARC6N       20200101001110100000005000 0600010820000973   
0601ARC6N       20200101001115100000005000 0600010920000977   
0601ARC6N       20200101001120100000005000 0600011020000981   
0601ARC6N       20200101001125100000005000 0600011110000986   
0601ARC6N       20200101001130100000005000 0600011210000990   
0601ARC6N       20200101001135100000005000 0600011320000995   
0601ARC6N       20200101001140100000005000 0600011420000999   
0601ARC6N       20200101001145100000005000 0600011510001003   
0601ARC6N       20200101001150100000005000 0600011610001008   
0601ARC6N       20200101001155100000005000 0600011710001012   
0601ARC6N       20200101001160100000005000 0600011820001017   
0601ARC6N       20200101001165100000005000 0600011920001021   
0601ARC6N       20200101001170100000005000 0600012020001025   
0601ARC6N       20200101001175100000005000 0600012120001029   
0601ARC6N       20200101001180100000005000 0600012230001034   
0601ARC6N       20200101001185100000005000 0600012330001038   
0601ARC6N       20200101001190100000005000 0600012430001042   
0601ARC6N       20200101001195100000005000 0600012530001046   
0601ARC6N       20200101001200100000005000 0600012640001051   
0601ARC6N       20200101001205100000005000 0600012750001056   
0601ARC6N       20200101001210100000005000 0600012850001060   
0601ARC6N       20200101001215100000005000 0600012950001064   
0601ARC6N       20200101001220100000005000 0600013050001068   
0601ARC6N       20200101001225100000005000 0600013160001072   
0601ARC6N       20200101001230100000005000 0600013270001077   
0601ARC6N       20200101001235100000005000 0600013370001081   
0601ARC6N       20200101001240100000005000 0600013470001084   
0601ARC6N       20200101001245100000005000 0600013590001090   
0601ARC6N       20200101001250100000005000 0600013690001093   
0601ARC6N       20200101001255100000005000 0600013800001097   
0601ARC6N       20200101001260100000005000 0600013910001102   
0601ARC6N       20200101001265100000005000 0600014020001106   
0601ARC6N       20200101001270100000005000 0600014120001109   
0601ARC6N       20200101001275100000005000 0600014220001113   
0601ARC6N       20200101001280100000005000 0600014340001118   
0601ARC6N       20200101001285100000005000 0600014440001122   
0601ARC6N       20200101001290100000005000 0600014550001126   
0601ARC6N       20200101001295100000005000 0600014670001131   
0601ARC6N       20200101001300100000005000 0600014780001134   
0601ARC6N       20200101001305100000005000 0600014890001139   
0601ARC6N       20200101001310100000005000 0600015000001143   
0601ARC6N       20200101001315100000005000 0600015110001147   
0601ARC6N       20200101001320100000005000 0600015220001151   
0601ARC6N       20200101001325100000005000 0600015340001156   
0601ARC6N       20200101001330100000005000 0600015450001159   
0601ARC6N       20200101001335100000005000 0600015560001163   
0601ARC6N       20200101001340100000005000 0600015680001168   
0601ARC6N       20200101001345100000005000 0600015780001171   
0601ARC6N       20200101001350100000005000 0600015890001175   
0601ARC6N       20200101001355100000005000 0600016010001180   
0601ARC6N       20200101001360100000005000 0600016120001183   
0601ARC6N       20200101001365100000005000 0600016230001187   
0601ARC6N       20200101001370100000005000 0600016350001191   
0601ARC6N       20200101001375100000005000 0600016460001195   
0601ARC6N       20200101001380100000005000 0600016580001199   
0601ARC6N       20200101001385100000005000 0600016700001203   
0601ARC6N       20200101001390100000005000 0600016810001207   
0601ARC6N       20200101001395100000005000 0600016920001211   
0601ARC6N       20200101001400100000005000 0600017050001215   
0601ARC6N       20200101001405100000005000 0600017160001219   
0601ARC6N       20200101001410100000005000 0600017270001223   
0601ARC6N       20200101001415100000005000 0600017400001227   
0601ARC6N       20200101001420100000005000 0600017510001231   
0601ARC6N       20200101001425100000005000 0600017620001234   
0601ARC6N       20200101001430100000005000 0600017750001239   
0601ARC6N       20200101001435100000005000 0600017860001242   
0601ARC6N       20200101001440100000005000 0600017970001246   
0601ARC6N       20200101001445100000005000 0600018090001250   
0601ARC6N       20200101001450100000005000 0600018210001254   
0601ARC6N       20200101001455100000005000 0600018330001258   
0601ARC6N       20200101001460100000005000 0600018450001262   
0601ARC6N       20200101001465100000005000 0600018580001266   
0601ARC6N       20200101001470100000005000 0600018700001270   
0601ARC6N       20200101001475100000005000 0600018810001273   
0601ARC6N       20200101001480100000005000 0600018940001278   
0601ARC6N       20200101001485100000005000 0600019060001281   
0601ARC6N       20200101001490100000005000 0600019180001285   
0601ARC6N       20200101001495100000005000 0600019310001289   
0601ARC6N       20200101001500100000005000 0600019430001293   
0601ARC6N       20200101001505100000005000 0600019550001297   
0601ARC6N       20200101001510100000005000 0600019680001301   
0601ARC6N       20200101001515100000005000 0600019810001305   
0601ARC6N       20200101001520100000005000 0600019930001309   
0601ARC6N       20200101001525100000005000 0600020060001313   
0601ARC6N       20200101001530100000005000 0600020180001317   
0601ARC6N       20200101001535100000005000 0600020310001321   
0601ARC6N       20200101001540100000005000 0600020440001325   
0601ARC6N       20200101001545100000005000 0600020570001329   
0601ARC6N       20200101001550100000005000 0600020700001333   
0601ARC6N       20200101001555100000005000 0600020840001338   
0601ARC6N       20200101001560100000005000 0600020970001342   
0601ARC6N       20200101001565100000005000 0600021090001346   
0601ARC6N       20200101001570100000005000 0600021240001351   
0601ARC6N       20200101001575100000005000 0600021380001355   
0601ARC6N       20200101001580100000005000 0600021510001359   
0601ARC6N       20200101001585100000005000 0600021650001364   
0601ARC6N       20200101001590100000005000 0600021790001368   
0601ARC6N       20200101001595100000005000 0600021920001372   
0601ARC6N       20200101001600100000005000 0600022070001377   
0601ARC6N       20200101001605100000005000 0600022200001381   
0601ARC6N       20200101001610100000005000 0600022330001385   
0601ARC6N       20200101001615100000005000 0600022470001389   
0601ARC6N       20200101001620100000005000 0600022620001394   
0601ARC6N       20200101001625100000005000 0600022750001398   
0601ARC6N       20200101001630100000005000 0600022880001402   
0601ARC6N       20200101001635100000005000 0600023030001407   
0601ARC6N       20200101001640100000005000 0600023170001411   
0601ARC6N       20200101001645100000005000 0600023300001415   
0601ARC6N       20200101001650100000005000 0600023460001420   
0601ARC6N       20200101001655100000005000 0600023590001423   
0601ARC6N       20200101001660100000005000 0600023730001427   
0601ARC6N       20200101001665100000005000 0600023870001432   
0601ARC6N       20200101001670100000005000 0600024020001436   
0601ARC6N       20200101001675100000005000 0600024150001440   
0601ARC6N       20200101001680100000005000 0600024300001444   
0601ARC6N       20200101001685100000005000 0600024440001448   
0601ARC6N       20200101001690100000005000 0600024580001452   
0601ARC6N       20200101001695100000005000 0600024720001457   
0601ARC6N       20200101001700100000005000 0600024870001460   
0601ARC6N       20200101001705100000005000 0600025000001464   
0601ARC6N       20200101001710100000005000 0600025150001469   
0601ARC6N       20200101001715100000005000 0600025290001472   
0601ARC6N       20200101001720100000005000 0600025430001476   
0601ARC6N       20200101001725100000005000 0600025580001480   
0601ARC6N       20200101001730100000005000 0600025720001484   
0601ARC6N       20200101001735100000005000 0600025850001488   
0601ARC6N       20200101001740100000005000 0600026000001492   
0601ARC6N       20200101001745100000005000 0600026140001496   
0601ARC6N       20200101001750100000005000 0600026280001499   
0601ARC6N       20200101001755100000005000 0600026430001504   
0601ARC6N       20200101001760100000005000 0600026570001507   
0601ARC6N       20200101001765100000005000 0600026700001511   
0601ARC6N       20200101001770100000005000 0600026860001515   
0601ARC6N       20200101001775100000005000 0600027000001519   
0601ARC6N       20200101001780100000005000 0600027130001522   
0601ARC6N       20200101001785100000005000 0600027270001526   
0601ARC6N       20200101001790100000005000 0600027420001530   
0601ARC6N       20200101001795100000005000 0600027560001533   
0601ARC6N       20200101001800100000005000 0600027700001537   
0601ARC6N       20200101001805100000005000 0600027850001541   
0601ARC6N       20200101001810100000005000 0600027990001544   
0601ARC6N       20200101001815100000005000 0600028130001548   
0601ARC6N       20200101001820100000005000 0600028280001552   
0601ARC6N       20200101001825100000005000 0600028420001555   
0601ARC6N       20200101001830100000005000 0600028550001558   
0601ARC6N       20200101001835100000005000 0600028710001562   
0601ARC6N       20200101001840100000005000 0600028840001566   
0601ARC6N       20200101001845100000005000 0600028980001569   
0601ARC6N       20200101001850100000005000 0600029140001573   
0601ARC6N       20200101001855100000005000 0600029270001576   
0601ARC6N       20200101001860100000005000 0600029410001579   
0601ARC6N       20200101001865100000005000 0600029570001583   
0601ARC6N       20200101001870100000005000 0600029700001586   
0601ARC6N       20200101001875100000005000 0600029840001589   
0601ARC6N       20200101001880100000005000 0600030000001593   
0601ARC6N       20200101001885100000005000 0600030130001596   
0601ARC6N       20200101001890100000005000 0600030270001600   
0601ARC6N       20200101001895100000005000 0600030430001604   
0601ARC6N       20200101001900100000005000 0600030560001606   
0601ARC6N       20200101001905100000005000 0600030700001609   
0601ARC6N       20200101001910100000005000 0600030860001613   
0601ARC6N       20200101001915100000005000 0600030990001616   
0601ARC6N       20200101001920100000005000 0600031130001619   
0601ARC6N       20200101001925100000005000 0600031290001623   
0601ARC6N       20200101001930100000005000 0600031430001626   
0601ARC6N       20200101001935100000005000 0600031560001629   
0601ARC6N       20200101001940100000005000 0600031720001633   
0601ARC6N       20200101001945100000005000 0600031860001636   
0601ARC6N       20200101001950100000005000 0600031990001639   
0601ARC6N       20200101001955100000005000 0600032140001642   
0601ARC6N       20200101001960100000005000 0600032290001645   
0601ARC6N       20200101001965100000005000 0600032420001648   
0601ARC6N       20200101001970100000005000 0600032570001651   
0601ARC6N       20200101001975100000005000 0600032720001655   
0601ARC6N       20200101001980100000005000 0600032860001657   
0601ARC6N       20200101001985100000005000 0600033000001660   
0601ARC6N       20200101001990100000005000 0600033150001664   
0601ARC6N       20200101001995100000005000 0600033290001666   
0601ARC6N       20200101002000100000005000 0600033430001670   
0601ARC6N       20200101002005100000005000 0600033580001673   
0601ARC6N       20200101002010100000005000 0600033720001676   
0601ARC6N       20200101002015100000005000 0600033870001679   
0601ARC6N       20200101002020100000005000 0600034020001682   
0601ARC6N       20200101002025100000005000 0600034150001684   
0601ARC6N       20200101002030100000005000 0600034300001687   
0601ARC6N       20200101002035100000005000 0600034450001691   
0601ARC6N       20200101002040100000005000 0600034590001693   
0601ARC6N       20200101002045100000005000 0600034730001696   
0601ARC6N       20200101002050100000005000 0600034880001699   
0601ARC6N       20200101002055100000005000 0600035020001702   
0601ARC6N       20200101002060100000005000 0600035160001705   
0601ARC6N       20200101002065100000005000 0600035320001708   
0601ARC6N       20200101002070100000005000 0600035450001711   
0601ARC6N       20200101002075100000005000 0600035590001713   
0601ARC6N       20200101002080100000005000 0600035750001717   
0601ARC6N       20200101002085100000005000 0600035890001719   
0601ARC6N       20200101002090100000005000 0600036030001722   
0601ARC6N       20200101002095100000005000 0600036180001725   
0601ARC6N       20200101002100100000005000 0600036320001727   
0601ARC6N       20200101002105100000005000 0600036460001730   
0601ARC6N       20200101002110100000005000 0600036620001733   
0601ARC6N       20200101002115100000005000 0600036750001736   
0601ARC6N       20200101002120100000005000 0600036900001738   
0601ARC6N       20200101002125100000005000 0600037040001741   
0601ARC6N       20200101002130100000005000 0600037190001744   
0601ARC6N       20200101002135100000005000 0600037330001746   
0601ARC6N       20200101002140100000005000 0600037470001749   
0601ARC6N       20200101002145100000005000 0600037620001752   
0601ARC6N       20200101002150100000005000 0600037770001754   
0601ARC6N       20200101002155100000005000 0600037910001757   
0601ARC6N       20200101002160100000005000 0600038060001760   
0601ARC6N       20200101002165100000005000 0600038200001762   
0601ARC6N       20200101002170100000005000 0600038340001765   
0601ARC6N       20200101002175100000005000 0600038490001768   
0601ARC6N       20200101002180100000005000 0600038640001770   
0601ARC6N       20200101002185100000005000 0600038780001773   
0601ARC6N       20200101002190100000005000 0600038930001775   
0601ARC6N       20200101002195100000005000 0600039070001778   
0601ARC6N       20200101002200100000005000 0600039210001780   
0601ARC6N       20200101002205100000005000 0600039360001783   
0601ARC6N       20200101002210100000005000 0600039510001786   
0601ARC6N       20200101002215100000005000 0600039650001788   
0601ARC6N       20200101002220100000005000 0600039800001791   
0601ARC6N       20200101002225100000005000 0600039940001793   
0601ARC6N       20200101002230100000005000 0600040080001795   
0601ARC6N       20200101002235100000005000 0600040230001798   
0601ARC6N       20200101002240100000005000 0600040380001801   
0601ARC6N       20200101002245100000005000 0600040520001803   
0601ARC6N       20200101002250100000005000 0600040670001806   
0601ARC6N       20200101002255100000005000 0600040810001808   
0601ARC6N       20200101002260100000005000 0600040950001810   
0601ARC6N       20200101002265100000005000 0600041110001813   
0601ARC6N       20200101002270100000005000 0600041250001815   
0601ARC6N       20200101002275100000005000 0600041390001817   
0601ARC6N       20200101002280100000005000 0600041540001820   
0601ARC6N       20200101002285100000005000 0600041690001822   
0601ARC6N       20200101002290100000005000 0600041820001824   
0601ARC6N       20200101002295100000005000 0600041970001827   
0601ARC6N       20200101002300100000005000 0600042120001829   
0601ARC6N       20200101002305100000005000 0600042260001831   
0601ARC6N       20200101002310100000005000 0600042400001834   
0601ARC6N       20200101002315100000005000 0600042560001836   
0601ARC6N       20200101002320100000005000 0600042700001838   
0601ARC6N       20200101002325100000005000 0600042840001841   
0601ARC6N       20200101002330100000005000 0600043000001843   
0601ARC6N       20200101002335100000005000 0600043130001845   
0601ARC6N       20200101002340100000005000 0600043280001847   
0601ARC6N       20200101002345100000005000 0600043430001850   
0601ARC6N       20200101002350100000005000 0600043570001852   
0601ARC6N       20200101002355100000005000 0600043710001854   
0601ARC6N       20200101002360100000005000 0600043870001857   
0601ARC6N       20200101002365100000005000 0600044010001859   
0601ARC6N       20200101002370100000005000 0600044150001861   
0601ARC6N       20200101002375100000005000 0600044300001863   
0601ARC6N       20200101002380100000005000 0600044450001865   
0601ARC6N       20200101002385100000005000 0600044590001868   
0601ARC6N       20200101002390100000005000 0600044740001870   
0601ARC6N       20200101002395100000005000 0600044880001872   
0601ARC6N       20200101002400100000005000 0600045020001874   
0601ARC6N       20200101002405100000005000 0600045180001877   
0601ARC6N       20200101002410100000005000 0600045320001879   
0601ARC6N       20200101002415100000005000 0600045460001880   
0601ARC6N       20200101002420100000005000 0600045620001883   
0601ARC6N       20200101002425100000005000 0600045760001885   
0601ARC6N       20200101002430100000005000 0600045900001887   
0601ARC6N       20200101002435100000005000 0600046050001889   
0601ARC6N       20200101002440100000005000 0600046200001891   
0601ARC6N       20200101002445100000005000 0600046340001893   
0601ARC6N       20200101002450100000005000 0600046490001896   
0601ARC6N       20200101002455100000005000 0600046640001898   
0601ARC6N       20200101002460100000005000 0600046770001899   
0601ARC6N       20200101002465100000005000 0600046920001901   
0601ARC6N       20200101002470100000005000 0600047070001904   
0601ARC6N       20200101002475100000005000 0600047210001906   
0601ARC6N       20200101002480100000005000 0600047350001907   
0601ARC6N       20200101002485100000005000 0600047510001910   
0601ARC6N       20200101002490100000005000 0600047650001912   
0601ARC6N       20200101002495100000005000 0600047790001914   
0601ARC6N       20200101002500100000500000 0600055190002007   
0601ARC6N       20200101003000100000500000 0600069910002151   
0601ARC6N       20200101003500100000500000 0600084680002258   
0601ARC6N       20200101004000100000500000 0600098680002322   
0601ARC6N       20200101004500100000500000 0600112630002371   
0601ARC7N       20200101000000100000115000 0700000030000026   
0601ARC7N       20200101000115100000005000 0700000030000026   
0601ARC7N       20200101000120100000005000 0700000030000024   
0601ARC7N       20200101000125100000005000 0700000030000024   
0601ARC7N       20200101000130100000005000 0700000030000023   
0601ARC7N       20200101000135100000005000 0700000030000022   
0601ARC7N       20200101000140100000005000 0700000030000021   
0601ARC7N       20200101000145100000005000 0700000030000020   
0601ARC7N       20200101000150100000005000 0700000030000020   
0601ARC7N       20200101000155100000005000 0700000030000019   
0601ARC7N       20200101000160100000005000 0700000030000018   
0601ARC7N       20200101000165100000005000 0700000030000018   
0601ARC7N       20200101000170100000005000 0700000030000017   
0601ARC7N       20200101000175100000005000 0700000030000017   
0601ARC7N       20200101000180100000005000 0700000030000016   
0601ARC7N       20200101000185100000005000 0700000030000016   
0601ARC7N       20200101000190100000005000 0700000030000016   
0601ARC7N       20200101000195100000005000 0700000030000015   
0601ARC7N       20200101000200100000005000 0700000030000015   
0601ARC7N       20200101000205100000005000 0700000030000014   
0601ARC7N       20200101000210100000005000 0700000030000014   
0601ARC7N       20200101000215100000005000 0700000030000014   
0601ARC7N       20200101000220100000005000 0700000030000013   
0601ARC7N       20200101000225100000005000 0700000030000013   
0601ARC7N       20200101000230100000005000 0700000030000013   
0601ARC7N       20200101000235100000005000 0700000030000013   
0601ARC7N       20200101000240100000005000 0700000030000012   
0601ARC7N       20200101000245100000005000 0700000030000012   
0601ARC7N       20200101000250100000005000 0700000030000012   
0601ARC7N       20200101000255100000005000 0700000030000012   
0601ARC7N       20200101000260100000005000 0700000030000011   
0601ARC7N       20200101000265100000005000 0700000030000011   
0601ARC7N       20200101000270100000005000 0700000030000011   
0601ARC7N       20200101000275100000005000 0700000030000011   
0601ARC7N       20200101000280100000005000 0700000030000011   
0601ARC7N       20200101000285100000005000 0700000030000010   
0601ARC7N       20200101000290100000005000 0700000030000010   
0601ARC7N       20200101000295100000005000 0700000030000010   
0601ARC7N       20200101000300100000005000 0700000030000010   
0601ARC7N       20200101000305100000005000 0700000030000010   
0601ARC7N       20200101000310100000005000 0700000030000010   
0601ARC7N       20200101000315100000005000 0700000030000009   
0601ARC7N       20200101000320100000005000 0700000030000009   
0601ARC7N       20200101000325100000005000 0700000030000009   
0601ARC7N       20200101000330100000005000 0700000030000009   
0601ARC7N       20200101000335100000005000 0700000030000009   
0601ARC7N       20200101000340100000005000 0700000030000009   
0601ARC7N       20200101000345100000005000 0700000030000009   
0601ARC7N       20200101000350100000005000 0700000030000009   
0601ARC7N       20200101000355100000005000 0700000030000008   
0601ARC7N       20200101000360100000005000 0700000030000008   
0601ARC7N       20200101000365100000005000 0700000030000008   
0601ARC7N       20200101000370100000005000 0700000030000008   
0601ARC7N       20200101000375100000005000 0700000030000008   
0601ARC7N       20200101000380100000005000 0700000030000008   
0601ARC7N       20200101000385100000005000 0700000050000013   
0601ARC7N       20200101000390100000005000 0700000080000020   
0601ARC7N       20200101000395100000005000 0700000110000027   
0601ARC7N       20200101000400100000005000 0700000140000036   
0601ARC7N       20200101000405100000005000 0700000180000045   
0601ARC7N       20200101000410100000005000 0700000230000055   
0601ARC7N       20200101000415100000005000 0700000270000065   
0601ARC7N       20200101000420100000005000 0700000310000074   
0601ARC7N       20200101000425100000005000 0700000360000085   
0601ARC7N       20200101000430100000005000 0700000420000096   
0601ARC7N       20200101000435100000005000 0700000470000107   
0601ARC7N       20200101000440100000005000 0700000520000118   
0601ARC7N       20200101000445100000005000 0700000570000128   
0601ARC7N       20200101000450100000005000 0700000630000138   
0601ARC7N       20200101000455100000005000 0700000670000147   
0601ARC7N       20200101000460100000005000 0700000720000157   
0601ARC7N       20200101000465100000005000 0700000780000166   
0601ARC7N       20200101000470100000005000 0700000830000176   
0601ARC7N       20200101000475100000005000 0700000890000186   
0601ARC7N       20200101000480100000005000 0700000950000197   
0601ARC7N       20200101000485100000005000 0700001010000207   
0601ARC7N       20200101000490100000005000 0700001070000217   
0601ARC7N       20200101000495100000005000 0700001130000226   
0601ARC7N       20200101000500100000005000 0700001180000236   
0601ARC7N       20200101000505100000005000 0700001240000244   
0601ARC7N       20200101000510100000005000 0700001300000253   
0601ARC7N       20200101000515100000005000 0700001360000262   
0601ARC7N       20200101000520100000005000 0700001420000271   
0601ARC7N       20200101000525100000005000 0700001480000280   
0601ARC7N       20200101000530100000005000 0700001530000288   
0601ARC7N       20200101000535100000005000 0700001590000296   
0601ARC7N       20200101000540100000005000 0700001650000305   
0601ARC7N       20200101000545100000005000 0700001700000310   
0601ARC7N       20200101000550100000005000 0700001750000316   
0601ARC7N       20200101000555100000005000 0700001800000323   
0601ARC7N       20200101000560100000005000 0700001860000331   
0601ARC7N       20200101000565100000005000 0700001920000337   
0601ARC7N       20200101000570100000005000 0700001970000344   
0601ARC7N       20200101000575100000005000 0700002020000350   
0601ARC7N       20200101000580100000005000 0700002080000356   
0601ARC7N       20200101000585100000005000 0700002140000364   
0601ARC7N       20200101000590100000005000 0700002190000370   
0601ARC7N       20200101000595100000005000 0700002250000376   
0601ARC7N       20200101000600100000005000 0700002300000382   
0601ARC7N       20200101000605100000005000 0700002360000388   
0601ARC7N       20200101000610100000005000 0700002420000395   
0601ARC7N       20200101000615100000005000 0700002470000401   
0601ARC7N       20200101000620100000005000 0700002530000406   
0601ARC7N       20200101000625100000005000 0700002590000413   
0601ARC7N       20200101000630100000005000 0700002650000419   
0601ARC7N       20200101000635100000005000 0700002710000425   
0601ARC7N       20200101000640100000005000 0700002760000430   
0601ARC7N       20200101000645100000005000 0700002820000436   
0601ARC7N       20200101000650100000005000 0700002880000441   
0601ARC7N       20200101000655100000005000 0700002950000448   
0601ARC7N       20200101000660100000005000 0700003000000453   
0601ARC7N       20200101000665100000005000 0700003060000458   
0601ARC7N       20200101000670100000005000 0700003120000463   
0601ARC7N       20200101000675100000005000 0700003180000469   
0601ARC7N       20200101000680100000005000 0700003240000475   
0601ARC7N       20200101000685100000005000 0700003300000480   
0601ARC7N       20200101000690100000005000 0700003360000485   
0601ARC7N       20200101000695100000005000 0700003420000491   
0601ARC7N       20200101000700100000005000 0700003490000497   
0601ARC7N       20200101000705100000005000 0700003560000504   
0601ARC7N       20200101000710100000005000 0700003630000509   
0601ARC7N       20200101000715100000005000 0700003690000515   
0601ARC7N       20200101000720100000005000 0700003760000521   
0601ARC7N       20200101000725100000005000 0700003830000526   
0601ARC7N       20200101000730100000005000 0700003900000533   
0601ARC7N       20200101000735100000005000 0700003970000538   
0601ARC7N       20200101000740100000005000 0700004030000543   
0601ARC7N       20200101000745100000005000 0700004100000549   
0601ARC7N       20200101000750100000005000 0700004180000555   
0601ARC7N       20200101000755100000005000 0700004240000560   
0601ARC7N       20200101000760100000005000 0700004310000565   
0601ARC7N       20200101000765100000005000 0700004380000570   
0601ARC7N       20200101000770100000005000 0700004450000576   
0601ARC7N       20200101000775100000005000 0700004520000582   
0601ARC7N       20200101000780100000005000 0700004590000587   
0601ARC7N       20200101000785100000005000 0700004660000592   
0601ARC7N       20200101000790100000005000 0700004730000596   
0601ARC7N       20200101000795100000005000 0700004800000602   
0601ARC7N       20200101000800100000005000 0700004870000607   
0601ARC7N       20200101000805100000005000 0700004940000612   
0601ARC7N       20200101000810100000005000 0700005010000617   
0601ARC7N       20200101000815100000005000 0700005080000621   
0601ARC7N       20200101000820100000005000 0700005150000626   
0601ARC7N       20200101000825100000005000 0700005230000632   
0601ARC7N       20200101000830100000005000 0700005300000636   
0601ARC7N       20200101000835100000005000 0700005360000640   
0601ARC7N       20200101000840100000005000 0700005440000645   
0601ARC7N       20200101000845100000005000 0700005510000651   
0601ARC7N       20200101000850100000005000 0700005580000655   
0601ARC7N       20200101000855100000005000 0700005650000659   
0601ARC7N       20200101000860100000005000 0700005720000663   
0601ARC7N       20200101000865100000005000 0700005790000668   
0601ARC7N       20200101000870100000005000 0700005870000673   
0601ARC7N       20200101000875100000005000 0700005940000677   
0601ARC7N       20200101000880100000005000 0700006010000681   
0601ARC7N       20200101000885100000005000 0700006080000686   
0601ARC7N       20200101000890100000005000 0700006160000690   
0601ARC7N       20200101000895100000005000 0700006250000696   
0601ARC7N       20200101000900100000005000 0700006320000700   
0601ARC7N       20200101000905100000005000 0700006400000705   
0601ARC7N       20200101000910100000005000 0700006470000709   
0601ARC7N       20200101000915100000005000 0700006550000714   
0601ARC7N       20200101000920100000005000 0700006630000719   
0601ARC7N       20200101000925100000005000 0700006710000723   
0601ARC7N       20200101000930100000005000 0700006780000727   
0601ARC7N       20200101000935100000005000 0700006860000732   
0601ARC7N       20200101000940100000005000 0700006940000736   
0601ARC7N       20200101000945100000005000 0700007020000741   
0601ARC7N       20200101000950100000005000 0700007100000745   
0601ARC7N       20200101000955100000005000 0700007170000749   
0601ARC7N       20200101000960100000005000 0700007250000754   
0601ARC7N       20200101000965100000005000 0700007340000759   
0601ARC7N       20200101000970100000005000 0700007420000763   
0601ARC7N       20200101000975100000005000 0700007490000766   
0601ARC7N       20200101000980100000005000 0700007570000770   
0601ARC7N       20200101000985100000005000 0700007650000774   
0601ARC7N       20200101000990100000005000 0700007730000779   
0601ARC7N       20200101000995100000005000 0700007810000783   
0601ARC7N       20200101001000100000005000 0700007890000787   
0601ARC7N       20200101001005100000005000 0700007960000790   
0601ARC7N       20200101001010100000005000 0700008040000794   
0601ARC7N       20200101001015100000005000 0700008130000799   
0601ARC7N       20200101001020100000005000 0700008210000803   
0601ARC7N       20200101001025100000005000 0700008280000806   
0601ARC7N       20200101001030100000005000 0700008370000811   
0601ARC7N       20200101001035100000005000 0700008470000816   
0601ARC7N       20200101001040100000005000 0700008570000822   
0601ARC7N       20200101001045100000005000 0700008660000827   
0601ARC7N       20200101001050100000005000 0700008750000832   
0601ARC7N       20200101001055100000005000 0700008850000837   
0601ARC7N       20200101001060100000005000 0700008950000842   
0601ARC7N       20200101001065100000005000 0700009040000847   
0601ARC7N       20200101001070100000005000 0700009140000852   
0601ARC7N       20200101001075100000005000 0700009230000857   
0601ARC7N       20200101001080100000005000 0700009330000861   
0601ARC7N       20200101001085100000005000 0700009430000867   
0601ARC7N       20200101001090100000005000 0700009520000871   
0601ARC7N       20200101001095100000005000 0700009610000876   
0601ARC7N       20200101001100100000005000 0700009710000880   
0601ARC7N       20200101001105100000005000 0700009800000885   
0601ARC7N       20200101001110100000005000 0700009910000891   
0601ARC7N       20200101001115100000005000 0700010000000895   
0601ARC7N       20200101001120100000005000 0700010100000899   
0601ARC7N       20200101001125100000005000 0700010190000904   
0601ARC7N       20200101001130100000005000 0700010300000909   
0601ARC7N       20200101001135100000005000 0700010410000915   
0601ARC7N       20200101001140100000005000 0700010510000920   
0601ARC7N       20200101001145100000005000 0700010610000925   
0601ARC7N       20200101001150100000005000 0700010710000930   
0601ARC7N       20200101001155100000005000 0700010810000934   
0601ARC7N       20200101001160100000005000 0700010920000939   
0601ARC7N       20200101001165100000005000 0700011020000944   
0601ARC7N       20200101001170100000005000 0700011120000948   
0601ARC7N       20200101001175100000005000 0700011220000953   
0601ARC7N       20200101001180100000005000 0700011320000958   
0601ARC7N       20200101001185100000005000 0700011420000962   
0601ARC7N       20200101001190100000005000 0700011520000966   
0601ARC7N       20200101001195100000005000 0700011620000970   
0601ARC7N       20200101001200100000005000 0700011720000975   
0601ARC7N       20200101001205100000005000 0700011830000980   
0601ARC7N       20200101001210100000005000 0700011930000984   
0601ARC7N       20200101001215100000005000 0700012030000988   
0601ARC7N       20200101001220100000005000 0700012120000992   
0601ARC7N       20200101001225100000005000 0700012220000996   
0601ARC7N       20200101001230100000005000 0700012340001001   
0601ARC7N       20200101001235100000005000 0700012430001005   
0601ARC7N       20200101001240100000005000 0700012530001008   
0601ARC7N       20200101001245100000005000 0700012650001014   
0601ARC7N       20200101001250100000005000 0700012750001018   
0601ARC7N       20200101001255100000005000 0700012850001022   
0601ARC7N       20200101001260100000005000 0700012970001027   
0601ARC7N       20200101001265100000005000 0700013070001031   
0601ARC7N       20200101001270100000005000 0700013170001035   
0601ARC7N       20200101001275100000005000 0700013280001040   
0601ARC7N       20200101001280100000005000 0700013390001044   
0601ARC7N       20200101001285100000005000 0700013500001048   
0601ARC7N       20200101001290100000005000 0700013600001053   
0601ARC7N       20200101001295100000005000 0700013720001057   
0601ARC7N       20200101001300100000005000 0700013820001061   
0601ARC7N       20200101001305100000005000 0700013930001065   
0601ARC7N       20200101001310100000005000 0700014040001070   
0601ARC7N       20200101001315100000005000 0700014150001074   
0601ARC7N       20200101001320100000005000 0700014250001078   
0601ARC7N       20200101001325100000005000 0700014370001082   
0601ARC7N       20200101001330100000005000 0700014470001086   
0601ARC7N       20200101001335100000005000 0700014580001090   
0601ARC7N       20200101001340100000005000 0700014690001094   
0601ARC7N       20200101001345100000005000 0700014800001098   
0601ARC7N       20200101001350100000005000 0700014910001102   
