00AR               20191119                                                                                   
0601ARA4N       20200101002355100000005000 0400045600001934   
0601ARA4N       20200101002360100000005000 0400045760001937   
0601ARA4N       20200101002365100000005000 0400045910001939   
0601ARA4N       20200101002370100000005000 0400046050001941   
0601ARA4N       20200101002375100000005000 0400046210001944   
0601ARA4N       20200101002380100000005000 0400046360001946   
0601ARA4N       20200101002385100000005000 0400046500001948   
0601ARA4N       20200101002390100000005000 0400046660001950   
0601ARA4N       20200101002395100000005000 0400046820001953   
0601ARA4N       20200101002400100000005000 0400046960001954   
0601ARA4N       20200101002405100000005000 0400047110001957   
0601ARA4N       20200101002410100000005000 0400047270001959   
0601ARA4N       20200101002415100000005000 0400047410001961   
0601ARA4N       20200101002420100000005000 0400047570001964   
0601ARA4N       20200101002425100000005000 0400047720001966   
0601ARA4N       20200101002430100000005000 0400047860001968   
0601ARA4N       20200101002435100000005000 0400048020001970   
0601ARA4N       20200101002440100000005000 0400048170001972   
0601ARA4N       20200101002445100000005000 0400048310001974   
0601ARA4N       20200101002450100000005000 0400048470001976   
0601ARA4N       20200101002455100000005000 0400048620001978   
0601ARA4N       20200101002460100000005000 0400048760001980   
0601ARA4N       20200101002465100000005000 0400048900001982   
0601ARA4N       20200101002470100000005000 0400049070001985   
0601ARA4N       20200101002475100000005000 0400049210001986   
0601ARA4N       20200101002480100000005000 0400049360001988   
0601ARA4N       20200101002485100000005000 0400049530001991   
0601ARA4N       20200101002490100000005000 0400049670001993   
0601ARA4N       20200101002495100000005000 0400049810001994   
0601ARA4N       20200101002500100000500000 0400057280002083   
0601ARA4N       20200101003000100000500000 0400071370002196   
0601ARA4N       20200101003500100000500000 0400085460002279   
0601ARA4N       20200101004000100000500000 0400099540002342   
0601ARA4N       20200101004500100000500000 0400113630002392   
0601ARA5N       20200101000000100000115000 0500000030000026   
0601ARA5N       20200101000115100000005000 0500000030000026   
0601ARA5N       20200101000120100000005000 0500000030000024   
0601ARA5N       20200101000125100000005000 0500000030000024   
0601ARA5N       20200101000130100000005000 0500000030000023   
0601ARA5N       20200101000135100000005000 0500000030000022   
0601ARA5N       20200101000140100000005000 0500000030000021   
0601ARA5N       20200101000145100000005000 0500000030000020   
0601ARA5N       20200101000150100000005000 0500000030000020   
0601ARA5N       20200101000155100000005000 0500000030000019   
0601ARA5N       20200101000160100000005000 0500000030000018   
0601ARA5N       20200101000165100000005000 0500000030000018   
0601ARA5N       20200101000170100000005000 0500000030000017   
0601ARA5N       20200101000175100000005000 0500000030000017   
0601ARA5N       20200101000180100000005000 0500000030000016   
0601ARA5N       20200101000185100000005000 0500000030000016   
0601ARA5N       20200101000190100000005000 0500000030000016   
0601ARA5N       20200101000195100000005000 0500000030000015   
0601ARA5N       20200101000200100000005000 0500000030000015   
0601ARA5N       20200101000205100000005000 0500000030000014   
0601ARA5N       20200101000210100000005000 0500000030000014   
0601ARA5N       20200101000215100000005000 0500000030000014   
0601ARA5N       20200101000220100000005000 0500000030000013   
0601ARA5N       20200101000225100000005000 0500000030000013   
0601ARA5N       20200101000230100000005000 0500000030000013   
0601ARA5N       20200101000235100000005000 0500000030000013   
0601ARA5N       20200101000240100000005000 0500000030000012   
0601ARA5N       20200101000245100000005000 0500000030000012   
0601ARA5N       20200101000250100000005000 0500000030000012   
0601ARA5N       20200101000255100000005000 0500000030000012   
0601ARA5N       20200101000260100000005000 0500000030000011   
0601ARA5N       20200101000265100000005000 0500000030000011   
0601ARA5N       20200101000270100000005000 0500000030000011   
0601ARA5N       20200101000275100000005000 0500000030000011   
0601ARA5N       20200101000280100000005000 0500000030000011   
0601ARA5N       20200101000285100000005000 0500000030000010   
0601ARA5N       20200101000290100000005000 0500000030000010   
0601ARA5N       20200101000295100000005000 0500000030000010   
0601ARA5N       20200101000300100000005000 0500000030000010   
0601ARA5N       20200101000305100000005000 0500000030000010   
0601ARA5N       20200101000310100000005000 0500000030000010   
0601ARA5N       20200101000315100000005000 0500000030000009   
0601ARA5N       20200101000320100000005000 0500000030000009   
0601ARA5N       20200101000325100000005000 0500000030000009   
0601ARA5N       20200101000330100000005000 0500000030000009   
0601ARA5N       20200101000335100000005000 0500000030000009   
0601ARA5N       20200101000340100000005000 0500000030000009   
0601ARA5N       20200101000345100000005000 0500000030000009   
0601ARA5N       20200101000350100000005000 0500000030000009   
0601ARA5N       20200101000355100000005000 0500000030000008   
0601ARA5N       20200101000360100000005000 0500000030000008   
0601ARA5N       20200101000365100000005000 0500000030000008   
0601ARA5N       20200101000370100000005000 0500000030000008   
0601ARA5N       20200101000375100000005000 0500000030000008   
0601ARA5N       20200101000380100000005000 0500000030000008   
0601ARA5N       20200101000385100000005000 0500000030000008   
0601ARA5N       20200101000390100000005000 0500000030000008   
0601ARA5N       20200101000395100000005000 0500000030000008   
0601ARA5N       20200101000400100000005000 0500000030000007   
0601ARA5N       20200101000405100000005000 0500000030000007   
0601ARA5N       20200101000410100000005000 0500000030000007   
0601ARA5N       20200101000415100000005000 0500000030000007   
0601ARA5N       20200101000420100000005000 0500000030000007   
0601ARA5N       20200101000425100000005000 0500000030000007   
0601ARA5N       20200101000430100000005000 0500000030000007   
0601ARA5N       20200101000435100000005000 0500000030000007   
0601ARA5N       20200101000440100000005000 0500000030000007   
0601ARA5N       20200101000445100000005000 0500000030000007   
0601ARA5N       20200101000450100000005000 0500000040000010   
0601ARA5N       20200101000455100000005000 0500000070000015   
0601ARA5N       20200101000460100000005000 0500000100000021   
0601ARA5N       20200101000465100000005000 0500000130000028   
0601ARA5N       20200101000470100000005000 0500000170000035   
0601ARA5N       20200101000475100000005000 0500000210000045   
0601ARA5N       20200101000480100000005000 0500000260000054   
0601ARA5N       20200101000485100000005000 0500000310000063   
0601ARA5N       20200101000490100000005000 0500000350000072   
0601ARA5N       20200101000495100000005000 0500000400000080   
0601ARA5N       20200101000500100000005000 0500000450000089   
0601ARA5N       20200101000505100000005000 0500000490000097   
0601ARA5N       20200101000510100000005000 0500000540000106   
0601ARA5N       20200101000515100000005000 0500000600000116   
0601ARA5N       20200101000520100000005000 0500000650000125   
0601ARA5N       20200101000525100000005000 0500000710000135   
0601ARA5N       20200101000530100000005000 0500000770000144   
0601ARA5N       20200101000535100000005000 0500000820000153   
0601ARA5N       20200101000540100000005000 0500000880000162   
0601ARA5N       20200101000545100000005000 0500000930000170   
0601ARA5N       20200101000550100000005000 0500000990000179   
0601ARA5N       20200101000555100000005000 0500001040000187   
0601ARA5N       20200101000560100000005000 0500001110000198   
0601ARA5N       20200101000565100000005000 0500001170000207   
0601ARA5N       20200101000570100000005000 0500001230000215   
0601ARA5N       20200101000575100000005000 0500001290000224   
0601ARA5N       20200101000580100000005000 0500001350000232   
0601ARA5N       20200101000585100000005000 0500001420000242   
0601ARA5N       20200101000590100000005000 0500001480000250   
0601ARA5N       20200101000595100000005000 0500001540000257   
0601ARA5N       20200101000600100000005000 0500001600000265   
0601ARA5N       20200101000605100000005000 0500001660000273   
0601ARA5N       20200101000610100000005000 0500001730000282   
0601ARA5N       20200101000615100000005000 0500001790000289   
0601ARA5N       20200101000620100000005000 0500001860000298   
0601ARA5N       20200101000625100000005000 0500001930000307   
0601ARA5N       20200101000630100000005000 0500002010000318   
0601ARA5N       20200101000635100000005000 0500002080000327   
0601ARA5N       20200101000640100000005000 0500002160000335   
0601ARA5N       20200101000645100000005000 0500002230000344   
0601ARA5N       20200101000650100000005000 0500002300000352   
0601ARA5N       20200101000655100000005000 0500002380000362   
0601ARA5N       20200101000660100000005000 0500002450000370   
0601ARA5N       20200101000665100000005000 0500002530000378   
0601ARA5N       20200101000670100000005000 0500002600000386   
0601ARA5N       20200101000675100000005000 0500002670000394   
0601ARA5N       20200101000680100000005000 0500002750000403   
0601ARA5N       20200101000685100000005000 0500002820000411   
0601ARA5N       20200101000690100000005000 0500002900000418   
0601ARA5N       20200101000695100000005000 0500002970000425   
0601ARA5N       20200101000700100000005000 0500003040000433   
0601ARA5N       20200101000705100000005000 0500003120000441   
0601ARA5N       20200101000710100000005000 0500003190000448   
0601ARA5N       20200101000715100000005000 0500003270000455   
0601ARA5N       20200101000720100000005000 0500003340000462   
0601ARA5N       20200101000725100000005000 0500003410000469   
0601ARA5N       20200101000730100000005000 0500003490000477   
0601ARA5N       20200101000735100000005000 0500003570000484   
0601ARA5N       20200101000740100000005000 0500003640000490   
0601ARA5N       20200101000745100000005000 0500003710000496   
0601ARA5N       20200101000750100000005000 0500003800000505   
0601ARA5N       20200101000755100000005000 0500003870000511   
0601ARA5N       20200101000760100000005000 0500003950000518   
0601ARA5N       20200101000765100000005000 0500004030000525   
0601ARA5N       20200101000770100000005000 0500004110000532   
0601ARA5N       20200101000775100000005000 0500004200000540   
0601ARA5N       20200101000780100000005000 0500004280000547   
0601ARA5N       20200101000785100000005000 0500004360000553   
0601ARA5N       20200101000790100000005000 0500004440000560   
0601ARA5N       20200101000795100000005000 0500004510000566   
0601ARA5N       20200101000800100000005000 0500004610000574   
0601ARA5N       20200101000805100000005000 0500004680000580   
0601ARA5N       20200101000810100000005000 0500004760000586   
0601ARA5N       20200101000815100000005000 0500004840000592   
0601ARA5N       20200101000820100000005000 0500004920000598   
0601ARA5N       20200101000825100000005000 0500005020000606   
0601ARA5N       20200101000830100000005000 0500005100000613   
0601ARA5N       20200101000835100000005000 0500005190000619   
0601ARA5N       20200101000840100000005000 0500005270000626   
0601ARA5N       20200101000845100000005000 0500005370000634   
0601ARA5N       20200101000850100000005000 0500005460000640   
0601ARA5N       20200101000855100000005000 0500005540000646   
0601ARA5N       20200101000860100000005000 0500005630000652   
0601ARA5N       20200101000865100000005000 0500005710000659   
0601ARA5N       20200101000870100000005000 0500005820000667   
0601ARA5N       20200101000875100000005000 0500005910000674   
0601ARA5N       20200101000880100000005000 0500006010000681   
0601ARA5N       20200101000885100000005000 0500006100000687   
0601ARA5N       20200101000890100000005000 0500006190000693   
0601ARA5N       20200101000895100000005000 0500006300000702   
0601ARA5N       20200101000900100000005000 0500006390000708   
0601ARA5N       20200101000905100000005000 0500006480000714   
0601ARA5N       20200101000910100000005000 0500006570000720   
0601ARA5N       20200101000915100000005000 0500006660000726   
0601ARA5N       20200101000920100000005000 0500006770000734   
0601ARA5N       20200101000925100000005000 0500006860000740   
0601ARA5N       20200101000930100000005000 0500006950000746   
0601ARA5N       20200101000935100000005000 0500007040000751   
0601ARA5N       20200101000940100000005000 0500007140000757   
0601ARA5N       20200101000945100000005000 0500007240000764   
0601ARA5N       20200101000950100000005000 0500007330000770   
0601ARA5N       20200101000955100000005000 0500007430000776   
0601ARA5N       20200101000960100000005000 0500007520000781   
0601ARA5N       20200101000965100000005000 0500007630000788   
0601ARA5N       20200101000970100000005000 0500007720000794   
0601ARA5N       20200101000975100000005000 0500007810000799   
0601ARA5N       20200101000980100000005000 0500007910000805   
0601ARA5N       20200101000985100000005000 0500008000000810   
0601ARA5N       20200101000990100000005000 0500008110000817   
0601ARA5N       20200101000995100000005000 0500008200000822   
0601ARA5N       20200101001000100000005000 0500008290000827   
0601ARA5N       20200101001005100000005000 0500008390000832   
0601ARA5N       20200101001010100000005000 0500008480000837   
0601ARA5N       20200101001015100000005000 0500008590000844   
0601ARA5N       20200101001020100000005000 0500008680000849   
0601ARA5N       20200101001025100000005000 0500008780000854   
0601ARA5N       20200101001030100000005000 0500008870000859   
0601ARA5N       20200101001035100000005000 0500008960000864   
0601ARA5N       20200101001040100000005000 0500009070000870   
0601ARA5N       20200101001045100000005000 0500009160000875   
0601ARA5N       20200101001050100000005000 0500009260000880   
0601ARA5N       20200101001055100000005000 0500009350000885   
0601ARA5N       20200101001060100000005000 0500009470000891   
0601ARA5N       20200101001065100000005000 0500009560000896   
0601ARA5N       20200101001070100000005000 0500009660000901   
0601ARA5N       20200101001075100000005000 0500009760000906   
0601ARA5N       20200101001080100000005000 0500009850000910   
0601ARA5N       20200101001085100000005000 0500009970000916   
0601ARA5N       20200101001090100000005000 0500010060000921   
0601ARA5N       20200101001095100000005000 0500010160000926   
0601ARA5N       20200101001100100000005000 0500010250000930   
0601ARA5N       20200101001105100000005000 0500010350000935   
0601ARA5N       20200101001110100000005000 0500010460000941   
0601ARA5N       20200101001115100000005000 0500010560000945   
0601ARA5N       20200101001120100000005000 0500010660000949   
0601ARA5N       20200101001125100000005000 0500010760000954   
0601ARA5N       20200101001130100000005000 0500010860000959   
0601ARA5N       20200101001135100000005000 0500010980000965   
0601ARA5N       20200101001140100000005000 0500011090000971   
0601ARA5N       20200101001145100000005000 0500011200000976   
0601ARA5N       20200101001150100000005000 0500011310000981   
0601ARA5N       20200101001155100000005000 0500011420000987   
0601ARA5N       20200101001160100000005000 0500011540000993   
0601ARA5N       20200101001165100000005000 0500011650000998   
0601ARA5N       20200101001170100000005000 0500011760001003   
0601ARA5N       20200101001175100000005000 0500011860001007   
0601ARA5N       20200101001180100000005000 0500011980001013   
0601ARA5N       20200101001185100000005000 0500012100001019   
0601ARA5N       20200101001190100000005000 0500012210001024   
0601ARA5N       20200101001195100000005000 0500012320001029   
0601ARA5N       20200101001200100000005000 0500012440001034   
0601ARA5N       20200101001205100000005000 0500012560001040   
0601ARA5N       20200101001210100000005000 0500012670001045   
0601ARA5N       20200101001215100000005000 0500012790001051   
0601ARA5N       20200101001220100000005000 0500012900001055   
0601ARA5N       20200101001225100000005000 0500013010001060   
0601ARA5N       20200101001230100000005000 0500013150001067   
0601ARA5N       20200101001235100000005000 0500013260001071   
0601ARA5N       20200101001240100000005000 0500013370001076   
0601ARA5N       20200101001245100000005000 0500013500001082   
0601ARA5N       20200101001250100000005000 0500013610001087   
0601ARA5N       20200101001255100000005000 0500013720001091   
0601ARA5N       20200101001260100000005000 0500013850001097   
0601ARA5N       20200101001265100000005000 0500013960001102   
0601ARA5N       20200101001270100000005000 0500014080001106   
0601ARA5N       20200101001275100000005000 0500014190001111   
0601ARA5N       20200101001280100000005000 0500014320001116   
0601ARA5N       20200101001285100000005000 0500014430001121   
0601ARA5N       20200101001290100000005000 0500014550001125   
0601ARA5N       20200101001295100000005000 0500014670001131   
0601ARA5N       20200101001300100000005000 0500014780001135   
0601ARA5N       20200101001305100000005000 0500014900001140   
0601ARA5N       20200101001310100000005000 0500015030001145   
0601ARA5N       20200101001315100000005000 0500015140001149   
0601ARA5N       20200101001320100000005000 0500015250001153   
0601ARA5N       20200101001325100000005000 0500015380001159   
0601ARA5N       20200101001330100000005000 0500015490001163   
0601ARA5N       20200101001335100000005000 0500015610001167   
0601ARA5N       20200101001340100000005000 0500015740001172   
0601ARA5N       20200101001345100000005000 0500015850001176   
0601ARA5N       20200101001350100000005000 0500015960001180   
0601ARA5N       20200101001355100000005000 0500016090001185   
0601ARA5N       20200101001360100000005000 0500016200001189   
0601ARA5N       20200101001365100000005000 0500016320001193   
0601ARA5N       20200101001370100000005000 0500016440001198   
0601ARA5N       20200101001375100000005000 0500016550001202   
0601ARA5N       20200101001380100000005000 0500016670001206   
0601ARA5N       20200101001385100000005000 0500016800001211   
0601ARA5N       20200101001390100000005000 0500016910001214   
0601ARA5N       20200101001395100000005000 0500017020001218   
0601ARA5N       20200101001400100000005000 0500017150001223   
0601ARA5N       20200101001405100000005000 0500017260001226   
0601ARA5N       20200101001410100000005000 0500017380001230   
0601ARA5N       20200101001415100000005000 0500017510001235   
0601ARA5N       20200101001420100000005000 0500017620001238   
0601ARA5N       20200101001425100000005000 0500017740001243   
0601ARA5N       20200101001430100000005000 0500017880001248   
0601ARA5N       20200101001435100000005000 0500018000001252   
0601ARA5N       20200101001440100000005000 0500018130001257   
0601ARA5N       20200101001445100000005000 0500018250001261   
0601ARA5N       20200101001450100000005000 0500018380001266   
0601ARA5N       20200101001455100000005000 0500018510001270   
0601ARA5N       20200101001460100000005000 0500018630001274   
0601ARA5N       20200101001465100000005000 0500018770001279   
0601ARA5N       20200101001470100000005000 0500018890001283   
0601ARA5N       20200101001475100000005000 0500019010001287   
0601ARA5N       20200101001480100000005000 0500019150001292   
0601ARA5N       20200101001485100000005000 0500019280001296   
0601ARA5N       20200101001490100000005000 0500019400001300   
0601ARA5N       20200101001495100000005000 0500019530001304   
0601ARA5N       20200101001500100000005000 0500019660001309   
0601ARA5N       20200101001505100000005000 0500019780001312   
0601ARA5N       20200101001510100000005000 0500019920001317   
0601ARA5N       20200101001515100000005000 0500020050001321   
0601ARA5N       20200101001520100000005000 0500020170001325   
0601ARA5N       20200101001525100000005000 0500020310001330   
0601ARA5N       20200101001530100000005000 0500020440001334   
0601ARA5N       20200101001535100000005000 0500020560001337   
0601ARA5N       20200101001540100000005000 0500020700001342   
0601ARA5N       20200101001545100000005000 0500020830001346   
0601ARA5N       20200101001550100000005000 0500020960001350   
0601ARA5N       20200101001555100000005000 0500021100001355   
0601ARA5N       20200101001560100000005000 0500021220001358   
0601ARA5N       20200101001565100000005000 0500021350001362   
0601ARA5N       20200101001570100000005000 0500021490001367   
0601ARA5N       20200101001575100000005000 0500021610001370   
0601ARA5N       20200101001580100000005000 0500021740001374   
0601ARA5N       20200101001585100000005000 0500021880001378   
0601ARA5N       20200101001590100000005000 0500022010001382   
0601ARA5N       20200101001595100000005000 0500022140001386   
0601ARA5N       20200101001600100000005000 0500022280001390   
0601ARA5N       20200101001605100000005000 0500022400001393   
0601ARA5N       20200101001610100000005000 0500022530001397   
0601ARA5N       20200101001615100000005000 0500022650001400   
0601ARA5N       20200101001620100000005000 0500022790001405   
0601ARA5N       20200101001625100000005000 0500022920001408   
0601ARA5N       20200101001630100000005000 0500023040001412   
0601ARA5N       20200101001635100000005000 0500023180001416   
0601ARA5N       20200101001640100000005000 0500023310001419   
0601ARA5N       20200101001645100000005000 0500023440001423   
0601ARA5N       20200101001650100000005000 0500023580001427   
0601ARA5N       20200101001655100000005000 0500023710001430   
0601ARA5N       20200101001660100000005000 0500023830001433   
0601ARA5N       20200101001665100000005000 0500023970001438   
0601ARA5N       20200101001670100000005000 0500024100001441   
0601ARA5N       20200101001675100000005000 0500024220001444   
0601ARA5N       20200101001680100000005000 0500024360001448   
0601ARA5N       20200101001685100000005000 0500024490001451   
0601ARA5N       20200101001690100000005000 0500024620001454   
0601ARA5N       20200101001695100000005000 0500024760001458   
0601ARA5N       20200101001700100000005000 0500024890001462   
0601ARA5N       20200101001705100000005000 0500025010001465   
0601ARA5N       20200101001710100000005000 0500025150001469   
0601ARA5N       20200101001715100000005000 0500025290001472   
0601ARA5N       20200101001720100000005000 0500025420001476   
0601ARA5N       20200101001725100000005000 0500025570001480   
0601ARA5N       20200101001730100000005000 0500025710001484   
0601ARA5N       20200101001735100000005000 0500025840001487   
0601ARA5N       20200101001740100000005000 0500025990001492   
0601ARA5N       20200101001745100000005000 0500026130001495   
0601ARA5N       20200101001750100000005000 0500026270001499   
0601ARA5N       20200101001755100000005000 0500026410001503   
0601ARA5N       20200101001760100000005000 0500026560001507   
0601ARA5N       20200101001765100000005000 0500026690001510   
0601ARA5N       20200101001770100000005000 0500026840001514   
0601ARA5N       20200101001775100000005000 0500026980001518   
0601ARA5N       20200101001780100000005000 0500027110001521   
0601ARA5N       20200101001785100000005000 0500027240001524   
0601ARA5N       20200101001790100000005000 0500027400001529   
0601ARA5N       20200101001795100000005000 0500027530001532   
0601ARA5N       20200101001800100000005000 0500027660001535   
0601ARA5N       20200101001805100000005000 0500027820001539   
0601ARA5N       20200101001810100000005000 0500027960001542   
0601ARA5N       20200101001815100000005000 0500028090001545   
0601ARA5N       20200101001820100000005000 0500028250001550   
0601ARA5N       20200101001825100000005000 0500028380001553   
0601ARA5N       20200101001830100000005000 0500028510001556   
0601ARA5N       20200101001835100000005000 0500028670001560   
0601ARA5N       20200101001840100000005000 0500028800001563   
0601ARA5N       20200101001845100000005000 0500028930001566   
0601ARA5N       20200101001850100000005000 0500029090001570   
0601ARA5N       20200101001855100000005000 0500029220001573   
0601ARA5N       20200101001860100000005000 0500029350001576   
0601ARA5N       20200101001865100000005000 0500029510001580   
0601ARA5N       20200101001870100000005000 0500029640001583   
0601ARA5N       20200101001875100000005000 0500029780001586   
0601ARA5N       20200101001880100000005000 0500029930001590   
0601ARA5N       20200101001885100000005000 0500030070001593   
0601ARA5N       20200101001890100000005000 0500030200001596   
0601ARA5N       20200101001895100000005000 0500030360001600   
0601ARA5N       20200101001900100000005000 0500030490001603   
0601ARA5N       20200101001905100000005000 0500030620001605   
0601ARA5N       20200101001910100000005000 0500030780001609   
0601ARA5N       20200101001915100000005000 0500030910001612   
0601ARA5N       20200101001920100000005000 0500031040001615   
0601ARA5N       20200101001925100000005000 0500031200001619   
0601ARA5N       20200101001930100000005000 0500031330001621   
0601ARA5N       20200101001935100000005000 0500031470001624   
0601ARA5N       20200101001940100000005000 0500031620001628   
0601ARA5N       20200101001945100000005000 0500031760001631   
0601ARA5N       20200101001950100000005000 0500031890001633   
0601ARA5N       20200101001955100000005000 0500032030001636   
0601ARA5N       20200101001960100000005000 0500032180001640   
0601ARA5N       20200101001965100000005000 0500032310001642   
0601ARA5N       20200101001970100000005000 0500032450001645   
0601ARA5N       20200101001975100000005000 0500032600001649   
0601ARA5N       20200101001980100000005000 0500032730001651   
0601ARA5N       20200101001985100000005000 0500032870001654   
0601ARA5N       20200101001990100000005000 0500033020001657   
0601ARA5N       20200101001995100000005000 0500033160001660   
0601ARA5N       20200101002000100000005000 0500033300001663   
0601ARA5N       20200101002005100000005000 0500033450001666   
0601ARA5N       20200101002010100000005000 0500033580001668   
0601ARA5N       20200101002015100000005000 0500033720001671   
0601ARA5N       20200101002020100000005000 0500033870001675   
0601ARA5N       20200101002025100000005000 0500034000001677   
0601ARA5N       20200101002030100000005000 0500034140001680   
0601ARA5N       20200101002035100000005000 0500034290001683   
0601ARA5N       20200101002040100000005000 0500034420001685   
0601ARA5N       20200101002045100000005000 0500034560001688   
0601ARA5N       20200101002050100000005000 0500034710001691   
0601ARA5N       20200101002055100000005000 0500034840001694   
0601ARA5N       20200101002060100000005000 0500034990001696   
0601ARA5N       20200101002065100000005000 0500035140001699   
0601ARA5N       20200101002070100000005000 0500035270001702   
0601ARA5N       20200101002075100000005000 0500035410001704   
0601ARA5N       20200101002080100000005000 0500035560001707   
0601ARA5N       20200101002085100000005000 0500035690001710   
0601ARA5N       20200101002090100000005000 0500035830001712   
0601ARA5N       20200101002095100000005000 0500035980001715   
0601ARA5N       20200101002100100000005000 0500036110001718   
0601ARA5N       20200101002105100000005000 0500036270001721   
0601ARA5N       20200101002110100000005000 0500036420001724   
0601ARA5N       20200101002115100000005000 0500036570001727   
0601ARA5N       20200101002120100000005000 0500036720001730   
0601ARA5N       20200101002125100000005000 0500036860001732   
0601ARA5N       20200101002130100000005000 0500037020001736   
0601ARA5N       20200101002135100000005000 0500037170001739   
0601ARA5N       20200101002140100000005000 0500037310001741   
0601ARA5N       20200101002145100000005000 0500037470001745   
0601ARA5N       20200101002150100000005000 0500037620001748   
0601ARA5N       20200101002155100000005000 0500037760001750   
0601ARA5N       20200101002160100000005000 0500037920001754   
0601ARA5N       20200101002165100000005000 0500038070001757   
0601ARA5N       20200101002170100000005000 0500038210001759   
0601ARA5N       20200101002175100000005000 0500038370001762   
0601ARA5N       20200101002180100000005000 0500038520001765   
0601ARA5N       20200101002185100000005000 0500038670001768   
0601ARA5N       20200101002190100000005000 0500038820001771   
0601ARA5N       20200101002195100000005000 0500038980001774   
0601ARA5N       20200101002200100000005000 0500039120001776   
0601ARA5N       20200101002205100000005000 0500039280001779   
0601ARA5N       20200101002210100000005000 0500039430001782   
0601ARA5N       20200101002215100000005000 0500039570001784   
0601ARA5N       20200101002220100000005000 0500039730001787   
0601ARA5N       20200101002225100000005000 0500039880001790   
0601ARA5N       20200101002230100000005000 0500040020001793   
0601ARA5N       20200101002235100000005000 0500040180001796   
0601ARA5N       20200101002240100000005000 0500040330001798   
0601ARA5N       20200101002245100000005000 0500040470001801   
0601ARA5N       20200101002250100000005000 0500040630001804   
0601ARA5N       20200101002255100000005000 0500040780001807   
0601ARA5N       20200101002260100000005000 0500040920001809   
0601ARA5N       20200101002265100000005000 0500041080001812   
0601ARA5N       20200101002270100000005000 0500041220001814   
0601ARA5N       20200101002275100000005000 0500041380001817   
0601ARA5N       20200101002280100000005000 0500041530001820   
0601ARA5N       20200101002285100000005000 0500041680001822   
0601ARA5N       20200101002290100000005000 0500041830001825   
0601ARA5N       20200101002295100000005000 0500041970001827   
0601ARA5N       20200101002300100000005000 0500042130001830   
0601ARA5N       20200101002305100000005000 0500042280001832   
0601ARA5N       20200101002310100000005000 0500042420001834   
0601ARA5N       20200101002315100000005000 0500042580001837   
0601ARA5N       20200101002320100000005000 0500042730001840   
0601ARA5N       20200101002325100000005000 0500042870001842   
0601ARA5N       20200101002330100000005000 0500043030001845   
0601ARA5N       20200101002335100000005000 0500043180001847   
0601ARA5N       20200101002340100000005000 0500043320001849   
0601ARA5N       20200101002345100000005000 0500043480001852   
0601ARA5N       20200101002350100000005000 0500043630001855   
0601ARA5N       20200101002355100000005000 0500043780001857   
0601ARA5N       20200101002360100000005000 0500043930001860   
0601ARA5N       20200101002365100000005000 0500044090001862   
0601ARA5N       20200101002370100000005000 0500044230001864   
0601ARA5N       20200101002375100000005000 0500044390001867   
0601ARA5N       20200101002380100000005000 0500044540001869   
0601ARA5N       20200101002385100000005000 0500044680001871   
0601ARA5N       20200101002390100000005000 0500044840001874   
0601ARA5N       20200101002395100000005000 0500044990001876   
0601ARA5N       20200101002400100000005000 0500045130001878   
0601ARA5N       20200101002405100000005000 0500045290001881   
0601ARA5N       20200101002410100000005000 0500045440001884   
0601ARA5N       20200101002415100000005000 0500045580001886   
0601ARA5N       20200101002420100000005000 0500045740001888   
0601ARA5N       20200101002425100000005000 0500045890001891   
0601ARA5N       20200101002430100000005000 0500046030001892   
0601ARA5N       20200101002435100000005000 0500046190001895   
0601ARA5N       20200101002440100000005000 0500046340001897   
0601ARA5N       20200101002445100000005000 0500046490001899   
0601ARA5N       20200101002450100000005000 0500046640001902   
0601ARA5N       20200101002455100000005000 0500046800001904   
0601ARA5N       20200101002460100000005000 0500046940001906   
0601ARA5N       20200101002465100000005000 0500047080001908   
0601ARA5N       20200101002470100000005000 0500047250001911   
0601ARA5N       20200101002475100000005000 0500047390001913   
0601ARA5N       20200101002480100000005000 0500047530001915   
0601ARA5N       20200101002485100000005000 0500047700001918   
0601ARA5N       20200101002490100000005000 0500047840001919   
0601ARA5N       20200101002495100000005000 0500047980001921   
0601ARA5N       20200101002500100000500000 0500055560002020   
0601ARA5N       20200101003000100000500000 0500069660002143   
0601ARA5N       20200101003500100000500000 0500083740002233   
0601ARA5N       20200101004000100000500000 0500097820002302   
0601ARA5N       20200101004500100000500000 0500111920002356   
0601ARA6N       20200101000000100000115000 0600000030000026   
0601ARA6N       20200101000115100000005000 0600000030000026   
0601ARA6N       20200101000120100000005000 0600000030000024   
0601ARA6N       20200101000125100000005000 0600000030000024   
0601ARA6N       20200101000130100000005000 0600000030000023   
0601ARA6N       20200101000135100000005000 0600000030000022   
0601ARA6N       20200101000140100000005000 0600000030000021   
0601ARA6N       20200101000145100000005000 0600000030000020   
0601ARA6N       20200101000150100000005000 0600000030000020   
0601ARA6N       20200101000155100000005000 0600000030000019   
0601ARA6N       20200101000160100000005000 0600000030000018   
0601ARA6N       20200101000165100000005000 0600000030000018   
0601ARA6N       20200101000170100000005000 0600000030000017   
0601ARA6N       20200101000175100000005000 0600000030000017   
0601ARA6N       20200101000180100000005000 0600000030000016   
0601ARA6N       20200101000185100000005000 0600000030000016   
0601ARA6N       20200101000190100000005000 0600000030000016   
0601ARA6N       20200101000195100000005000 0600000030000015   
0601ARA6N       20200101000200100000005000 0600000030000015   
0601ARA6N       20200101000205100000005000 0600000030000014   
