00VD               20191128                                                                                   
0601VDA2N       20200101008500100000050000 0200000000003861   
0601VDA2N       20200101008550100000050000 0200000000003863   
0601VDA2N       20200101008600100000050000 0200000000003865   
0601VDA2N       20200101008650100000050000 0200000000003868   
0601VDA2N       20200101008700100000050000 0200000000003869   
0601VDA2N       20200101008750100000050000 0200000000003872   
0601VDA2N       20200101008800100000050000 0200000000003873   
0601VDA2N       20200101008850100000050000 0200000000003875   
0601VDA2N       20200101008900100000050000 0200000000003877   
0601VDA2N       20200101008950100000050000 0200000000003880   
0601VDA2N       20200101009000100000050000 0200000000003881   
0601VDA2N       20200101009050100000050000 0200000000003883   
0601VDA2N       20200101009100100000050000 0200000000003885   
0601VDA2N       20200101009150100000050000 0200000000003886   
0601VDA2N       20200101009200100000050000 0200000000003888   
0601VDA2N       20200101009250100000050000 0200000000003890   
0601VDA2N       20200101009300100000050000 0200000000003892   
0601VDA2N       20200101009350100000050000 0200000000003894   
0601VDA2N       20200101009400100000050000 0200000000003896   
0601VDA2N       20200101009450100000050000 0200000000003897   
0601VDA2N       20200101009500100000050000 0200000000003899   
0601VDA2N       20200101009550100000050000 0200000000003900   
0601VDA2N       20200101009600100000050000 0200000000003902   
0601VDA2N       20200101009650100000050000 0200000000003904   
0601VDA2N       20200101009700100000050000 0200000000003906   
0601VDA2N       20200101009750100000050000 0200000000003907   
0601VDA2N       20200101009800100000050000 0200000000003908   
0601VDA2N       20200101009850100000050000 0200000000003910   
0601VDA2N       20200101009900100000050000 0200000000003911   
0601VDA2N       20200101009950100000050000 0200000000003913   
0601VDA2N       20200101010000100040000000 0200000000003913   
0601VDA3N       20200101000000100000385000 0300000000000000   
0601VDA3N       20200101000385100000005000 0300000000000005   
0601VDA3N       20200101000390100000005000 0300000000000009   
0601VDA3N       20200101000395100000005000 0300000000000013   
0601VDA3N       20200101000400100000005000 0300000000000016   
0601VDA3N       20200101000405100000005000 0300000000000020   
0601VDA3N       20200101000410100000005000 0300000000000028   
0601VDA3N       20200101000415100000005000 0300000000000033   
0601VDA3N       20200101000420100000005000 0300000000000041   
0601VDA3N       20200101000425100000005000 0300000000000048   
0601VDA3N       20200101000430100000005000 0300000000000054   
0601VDA3N       20200101000435100000005000 0300000000000063   
0601VDA3N       20200101000440100000005000 0300000000000072   
0601VDA3N       20200101000445100000005000 0300000000000081   
0601VDA3N       20200101000450100000005000 0300000000000098   
0601VDA3N       20200101000455100000005000 0300000000000107   
0601VDA3N       20200101000460100000005000 0300000000000118   
0601VDA3N       20200101000465100000005000 0300000000000130   
0601VDA3N       20200101000470100000005000 0300000000000143   
0601VDA3N       20200101000475100000005000 0300000000000154   
0601VDA3N       20200101000480100000005000 0300000000000165   
0601VDA3N       20200101000485100000005000 0300000000000176   
0601VDA3N       20200101000490100000005000 0300000000000187   
0601VDA3N       20200101000495100000005000 0300000000000200   
0601VDA3N       20200101000500100000005000 0300000000000210   
0601VDA3N       20200101000505100000005000 0300000000000220   
0601VDA3N       20200101000510100000005000 0300000000000233   
0601VDA3N       20200101000515100000005000 0300000000000245   
0601VDA3N       20200101000520100000005000 0300000000000258   
0601VDA3N       20200101000525100000005000 0300000000000273   
0601VDA3N       20200101000530100000005000 0300000000000282   
0601VDA3N       20200101000535100000005000 0300000000000296   
0601VDA3N       20200101000540100000005000 0300000000000308   
0601VDA3N       20200101000545100000005000 0300000000000319   
0601VDA3N       20200101000550100000005000 0300000000000330   
0601VDA3N       20200101000555100000005000 0300000000000340   
0601VDA3N       20200101000560100000005000 0300000000000352   
0601VDA3N       20200101000565100000005000 0300000000000364   
0601VDA3N       20200101000570100000005000 0300000000000377   
0601VDA3N       20200101000575100000005000 0300000000000388   
0601VDA3N       20200101000580100000005000 0300000000000402   
0601VDA3N       20200101000585100000005000 0300000000000413   
0601VDA3N       20200101000590100000005000 0300000000000425   
0601VDA3N       20200101000595100000005000 0300000000000436   
0601VDA3N       20200101000600100000005000 0300000000000447   
0601VDA3N       20200101000605100000005000 0300000000000458   
0601VDA3N       20200101000610100000005000 0300000000000473   
0601VDA3N       20200101000615100000005000 0300000000000487   
0601VDA3N       20200101000620100000005000 0300000000000499   
0601VDA3N       20200101000625100000005000 0300000000000513   
0601VDA3N       20200101000630100000005000 0300000000000525   
0601VDA3N       20200101000635100000005000 0300000000000537   
0601VDA3N       20200101000640100000005000 0300000000000549   
0601VDA3N       20200101000645100000005000 0300000000000561   
0601VDA3N       20200101000650100000005000 0300000000000573   
0601VDA3N       20200101000655100000005000 0300000000000585   
0601VDA3N       20200101000660100000005000 0300000000000595   
0601VDA3N       20200101000665100000005000 0300000000000607   
0601VDA3N       20200101000670100000005000 0300000000000617   
0601VDA3N       20200101000675100000005000 0300000000000629   
0601VDA3N       20200101000680100000005000 0300000000000639   
0601VDA3N       20200101000685100000005000 0300000000000651   
0601VDA3N       20200101000690100000005000 0300000000000662   
0601VDA3N       20200101000695100000005000 0300000000000674   
0601VDA3N       20200101000700100000005000 0300000000000684   
0601VDA3N       20200101000705100000005000 0300000000000696   
0601VDA3N       20200101000710100000005000 0300000000000706   
0601VDA3N       20200101000715100000005000 0300000000000717   
0601VDA3N       20200101000720100000005000 0300000000000728   
0601VDA3N       20200101000725100000005000 0300000000000738   
0601VDA3N       20200101000730100000005000 0300000000000748   
0601VDA3N       20200101000735100000005000 0300000000000758   
0601VDA3N       20200101000740100000005000 0300000000000768   
0601VDA3N       20200101000745100000005000 0300000000000781   
0601VDA3N       20200101000750100000005000 0300000000000793   
0601VDA3N       20200101000755100000005000 0300000000000804   
0601VDA3N       20200101000760100000005000 0300000000000816   
0601VDA3N       20200101000765100000005000 0300000000000827   
0601VDA3N       20200101000770100000005000 0300000000000839   
0601VDA3N       20200101000775100000005000 0300000000000849   
0601VDA3N       20200101000780100000005000 0300000000000860   
0601VDA3N       20200101000785100000005000 0300000000000870   
0601VDA3N       20200101000790100000005000 0300000000000881   
0601VDA3N       20200101000795100000005000 0300000000000890   
0601VDA3N       20200101000800100000005000 0300000000000901   
0601VDA3N       20200101000805100000005000 0300000000000910   
0601VDA3N       20200101000810100000005000 0300000000000921   
0601VDA3N       20200101000815100000005000 0300000000000930   
0601VDA3N       20200101000820100000005000 0300000000000941   
0601VDA3N       20200101000825100000005000 0300000000000949   
0601VDA3N       20200101000830100000005000 0300000000000960   
0601VDA3N       20200101000835100000005000 0300000000000969   
0601VDA3N       20200101000840100000005000 0300000000000979   
0601VDA3N       20200101000845100000005000 0300000000000988   
0601VDA3N       20200101000850100000005000 0300000000000998   
0601VDA3N       20200101000855100000005000 0300000000001006   
0601VDA3N       20200101000860100000005000 0300000000001015   
0601VDA3N       20200101000865100000005000 0300000000001024   
0601VDA3N       20200101000870100000005000 0300000000001030   
0601VDA3N       20200101000875100000005000 0300000000001035   
0601VDA3N       20200101000880100000005000 0300000000001040   
0601VDA3N       20200101000885100000005000 0300000000001044   
0601VDA3N       20200101000890100000005000 0300000000001049   
0601VDA3N       20200101000895100000005000 0300000000001053   
0601VDA3N       20200101000900100000005000 0300000000001057   
0601VDA3N       20200101000905100000005000 0300000000001061   
0601VDA3N       20200101000910100000005000 0300000000001065   
0601VDA3N       20200101000915100000005000 0300000000001069   
0601VDA3N       20200101000920100000005000 0300000000001073   
0601VDA3N       20200101000925100000005000 0300000000001077   
0601VDA3N       20200101000930100000005000 0300000000001081   
0601VDA3N       20200101000935100000005000 0300000000001083   
0601VDA3N       20200101000940100000005000 0300000000001087   
0601VDA3N       20200101000945100000005000 0300000000001091   
0601VDA3N       20200101000950100000005000 0300000000001095   
0601VDA3N       20200101000955100000005000 0300000000001099   
0601VDA3N       20200101000960100000005000 0300000000001102   
0601VDA3N       20200101000965100000005000 0300000000001106   
0601VDA3N       20200101000970100000005000 0300000000001109   
0601VDA3N       20200101000975100000005000 0300000000001112   
0601VDA3N       20200101000980100000005000 0300000000001116   
0601VDA3N       20200101000985100000005000 0300000000001119   
0601VDA3N       20200101000990100000005000 0300000000001123   
0601VDA3N       20200101000995100000005000 0300000000001128   
0601VDA3N       20200101001000100000005000 0300000000001132   
0601VDA3N       20200101001005100000005000 0300000000001137   
0601VDA3N       20200101001010100000005000 0300000000001141   
0601VDA3N       20200101001015100000005000 0300000000001147   
0601VDA3N       20200101001020100000005000 0300000000001151   
0601VDA3N       20200101001025100000005000 0300000000001155   
0601VDA3N       20200101001030100000005000 0300000000001160   
0601VDA3N       20200101001035100000005000 0300000000001164   
0601VDA3N       20200101001040100000005000 0300000000001168   
0601VDA3N       20200101001045100000005000 0300000000001173   
0601VDA3N       20200101001050100000005000 0300000000001177   
0601VDA3N       20200101001055100000005000 0300000000001181   
0601VDA3N       20200101001060100000005000 0300000000001185   
0601VDA3N       20200101001065100000005000 0300000000001190   
0601VDA3N       20200101001070100000005000 0300000000001194   
0601VDA3N       20200101001075100000005000 0300000000001200   
0601VDA3N       20200101001080100000005000 0300000000001205   
0601VDA3N       20200101001085100000005000 0300000000001210   
0601VDA3N       20200101001090100000005000 0300000000001215   
0601VDA3N       20200101001095100000005000 0300000000001220   
0601VDA3N       20200101001100100000005000 0300000000001225   
0601VDA3N       20200101001105100000005000 0300000000001231   
0601VDA3N       20200101001110100000005000 0300000000001236   
0601VDA3N       20200101001115100000005000 0300000000001241   
0601VDA3N       20200101001120100000005000 0300000000001245   
0601VDA3N       20200101001125100000005000 0300000000001252   
0601VDA3N       20200101001130100000005000 0300000000001257   
0601VDA3N       20200101001135100000005000 0300000000001262   
0601VDA3N       20200101001140100000005000 0300000000001268   
0601VDA3N       20200101001145100000005000 0300000000001272   
0601VDA3N       20200101001150100000005000 0300000000001276   
0601VDA3N       20200101001155100000005000 0300000000001282   
0601VDA3N       20200101001160100000005000 0300000000001286   
0601VDA3N       20200101001165100000005000 0300000000001291   
0601VDA3N       20200101001170100000005000 0300000000001297   
0601VDA3N       20200101001175100000005000 0300000000001302   
0601VDA3N       20200101001180100000005000 0300000000001305   
0601VDA3N       20200101001185100000005000 0300000000001311   
0601VDA3N       20200101001190100000005000 0300000000001315   
0601VDA3N       20200101001195100000005000 0300000000001319   
0601VDA3N       20200101001200100000005000 0300000000001325   
0601VDA3N       20200101001205100000005000 0300000000001330   
0601VDA3N       20200101001210100000005000 0300000000001334   
0601VDA3N       20200101001215100000005000 0300000000001339   
0601VDA3N       20200101001220100000005000 0300000000001343   
0601VDA3N       20200101001225100000005000 0300000000001347   
0601VDA3N       20200101001230100000005000 0300000000001352   
0601VDA3N       20200101001235100000005000 0300000000001355   
0601VDA3N       20200101001240100000005000 0300000000001359   
0601VDA3N       20200101001245100000005000 0300000000001365   
0601VDA3N       20200101001250100000005000 0300000000001369   
0601VDA3N       20200101001255100000005000 0300000000001372   
0601VDA3N       20200101001260100000005000 0300000000001377   
0601VDA3N       20200101001265100000005000 0300000000001381   
0601VDA3N       20200101001270100000005000 0300000000001385   
0601VDA3N       20200101001275100000005000 0300000000001391   
0601VDA3N       20200101001280100000005000 0300000000001394   
0601VDA3N       20200101001285100000005000 0300000000001397   
0601VDA3N       20200101001290100000005000 0300000000001404   
0601VDA3N       20200101001295100000005000 0300000000001408   
0601VDA3N       20200101001300100000005000 0300000000001412   
0601VDA3N       20200101001305100000005000 0300000000001420   
0601VDA3N       20200101001310100000005000 0300000000001424   
0601VDA3N       20200101001315100000005000 0300000000001428   
0601VDA3N       20200101001320100000005000 0300000000001433   
0601VDA3N       20200101001325100000005000 0300000000001438   
0601VDA3N       20200101001330100000005000 0300000000001442   
0601VDA3N       20200101001335100000005000 0300000000001447   
0601VDA3N       20200101001340100000005000 0300000000001451   
0601VDA3N       20200101001345100000005000 0300000000001456   
0601VDA3N       20200101001350100000005000 0300000000001462   
0601VDA3N       20200101001355100000005000 0300000000001466   
0601VDA3N       20200101001360100000005000 0300000000001469   
0601VDA3N       20200101001365100000005000 0300000000001476   
0601VDA3N       20200101001370100000005000 0300000000001480   
0601VDA3N       20200101001375100000005000 0300000000001483   
0601VDA3N       20200101001380100000005000 0300000000001490   
0601VDA3N       20200101001385100000005000 0300000000001493   
0601VDA3N       20200101001390100000005000 0300000000001497   
0601VDA3N       20200101001395100000005000 0300000000001501   
0601VDA3N       20200101001400100000005000 0300000000001507   
0601VDA3N       20200101001405100000005000 0300000000001510   
0601VDA3N       20200101001410100000005000 0300000000001515   
0601VDA3N       20200101001415100000005000 0300000000001519   
0601VDA3N       20200101001420100000005000 0300000000001523   
0601VDA3N       20200101001425100000005000 0300000000001528   
0601VDA3N       20200101001430100000005000 0300000000001531   
0601VDA3N       20200101001435100000005000 0300000000001534   
0601VDA3N       20200101001440100000005000 0300000000001541   
0601VDA3N       20200101001445100000005000 0300000000001545   
0601VDA3N       20200101001450100000005000 0300000000001548   
0601VDA3N       20200101001455100000005000 0300000000001554   
0601VDA3N       20200101001460100000005000 0300000000001559   
0601VDA3N       20200101001465100000005000 0300000000001563   
0601VDA3N       20200101001470100000005000 0300000000001569   
0601VDA3N       20200101001475100000005000 0300000000001573   
0601VDA3N       20200101001480100000005000 0300000000001577   
0601VDA3N       20200101001485100000005000 0300000000001583   
0601VDA3N       20200101001490100000005000 0300000000001586   
0601VDA3N       20200101001495100000005000 0300000000001591   
0601VDA3N       20200101001500100000005000 0300000000001596   
0601VDA3N       20200101001505100000005000 0300000000001599   
0601VDA3N       20200101001510100000005000 0300000000001603   
0601VDA3N       20200101001515100000005000 0300000000001609   
0601VDA3N       20200101001520100000005000 0300000000001612   
0601VDA3N       20200101001525100000005000 0300000000001616   
0601VDA3N       20200101001530100000005000 0300000000001623   
0601VDA3N       20200101001535100000005000 0300000000001626   
0601VDA3N       20200101001540100000005000 0300000000001629   
0601VDA3N       20200101001545100000005000 0300000000001633   
0601VDA3N       20200101001550100000005000 0300000000001639   
0601VDA3N       20200101001555100000005000 0300000000001642   
0601VDA3N       20200101001560100000005000 0300000000001645   
0601VDA3N       20200101001565100000005000 0300000000001650   
0601VDA3N       20200101001570100000005000 0300000000001655   
0601VDA3N       20200101001575100000005000 0300000000001658   
0601VDA3N       20200101001580100000005000 0300000000001663   
0601VDA3N       20200101001585100000005000 0300000000001666   
0601VDA3N       20200101001590100000005000 0300000000001671   
0601VDA3N       20200101001595100000005000 0300000000001677   
0601VDA3N       20200101001600100000005000 0300000000001681   
0601VDA3N       20200101001605100000005000 0300000000001684   
0601VDA3N       20200101001610100000005000 0300000000001691   
0601VDA3N       20200101001615100000005000 0300000000001696   
0601VDA3N       20200101001620100000005000 0300000000001698   
0601VDA3N       20200101001625100000005000 0300000000001706   
0601VDA3N       20200101001630100000005000 0300000000001709   
0601VDA3N       20200101001635100000005000 0300000000001713   
0601VDA3N       20200101001640100000005000 0300000000001719   
0601VDA3N       20200101001645100000005000 0300000000001723   
0601VDA3N       20200101001650100000005000 0300000000001726   
0601VDA3N       20200101001655100000005000 0300000000001733   
0601VDA3N       20200101001660100000005000 0300000000001736   
0601VDA3N       20200101001665100000005000 0300000000001740   
0601VDA3N       20200101001670100000005000 0300000000001745   
0601VDA3N       20200101001675100000005000 0300000000001750   
0601VDA3N       20200101001680100000005000 0300000000001753   
0601VDA3N       20200101001685100000005000 0300000000001759   
0601VDA3N       20200101001690100000005000 0300000000001763   
0601VDA3N       20200101001695100000005000 0300000000001766   
0601VDA3N       20200101001700100000005000 0300000000001772   
0601VDA3N       20200101001705100000005000 0300000000001775   
0601VDA3N       20200101001710100000005000 0300000000001780   
0601VDA3N       20200101001715100000005000 0300000000001785   
0601VDA3N       20200101001720100000005000 0300000000001788   
0601VDA3N       20200101001725100000005000 0300000000001791   
0601VDA3N       20200101001730100000005000 0300000000001796   
0601VDA3N       20200101001735100000005000 0300000000001800   
0601VDA3N       20200101001740100000005000 0300000000001802   
0601VDA3N       20200101001745100000005000 0300000000001806   
0601VDA3N       20200101001750100000005000 0300000000001810   
0601VDA3N       20200101001755100000005000 0300000000001813   
0601VDA3N       20200101001760100000005000 0300000000001817   
0601VDA3N       20200101001765100000005000 0300000000001820   
0601VDA3N       20200101001770100000005000 0300000000001823   
0601VDA3N       20200101001775100000005000 0300000000001828   
0601VDA3N       20200101001780100000005000 0300000000001830   
0601VDA3N       20200101001785100000005000 0300000000001833   
0601VDA3N       20200101001790100000005000 0300000000001837   
0601VDA3N       20200101001795100000005000 0300000000001840   
0601VDA3N       20200101001800100000005000 0300000000001844   
0601VDA3N       20200101001805100000005000 0300000000001848   
0601VDA3N       20200101001810100000005000 0300000000001852   
0601VDA3N       20200101001815100000005000 0300000000001855   
0601VDA3N       20200101001820100000005000 0300000000001859   
0601VDA3N       20200101001825100000005000 0300000000001863   
0601VDA3N       20200101001830100000005000 0300000000001866   
0601VDA3N       20200101001835100000005000 0300000000001870   
0601VDA3N       20200101001840100000005000 0300000000001873   
0601VDA3N       20200101001845100000005000 0300000000001877   
0601VDA3N       20200101001850100000005000 0300000000001882   
0601VDA3N       20200101001855100000005000 0300000000001885   
0601VDA3N       20200101001860100000005000 0300000000001888   
0601VDA3N       20200101001865100000005000 0300000000001892   
0601VDA3N       20200101001870100000005000 0300000000001896   
0601VDA3N       20200101001875100000005000 0300000000001898   
0601VDA3N       20200101001880100000005000 0300000000001904   
0601VDA3N       20200101001885100000005000 0300000000001906   
0601VDA3N       20200101001890100000005000 0300000000001909   
0601VDA3N       20200101001895100000005000 0300000000001913   
0601VDA3N       20200101001900100000005000 0300000000001916   
0601VDA3N       20200101001905100000005000 0300000000001920   
0601VDA3N       20200101001910100000005000 0300000000001924   
0601VDA3N       20200101001915100000005000 0300000000001927   
0601VDA3N       20200101001920100000005000 0300000000001929   
0601VDA3N       20200101001925100000005000 0300000000001934   
0601VDA3N       20200101001930100000005000 0300000000001937   
0601VDA3N       20200101001935100000005000 0300000000001940   
0601VDA3N       20200101001940100000005000 0300000000001944   
0601VDA3N       20200101001945100000005000 0300000000001946   
0601VDA3N       20200101001950100000005000 0300000000001950   
0601VDA3N       20200101001955100000005000 0300000000001954   
0601VDA3N       20200101001960100000005000 0300000000001956   
0601VDA3N       20200101001965100000005000 0300000000001960   
0601VDA3N       20200101001970100000005000 0300000000001964   
0601VDA3N       20200101001975100000005000 0300000000001968   
0601VDA3N       20200101001980100000005000 0300000000001970   
0601VDA3N       20200101001985100000005000 0300000000001975   
0601VDA3N       20200101001990100000005000 0300000000001978   
0601VDA3N       20200101001995100000005000 0300000000001981   
0601VDA3N       20200101002000100000050000 0300000000002000   
0601VDA3N       20200101002050100000050000 0300000000002033   
0601VDA3N       20200101002100100000050000 0300000000002068   
0601VDA3N       20200101002150100000050000 0300000000002098   
0601VDA3N       20200101002200100000050000 0300000000002132   
0601VDA3N       20200101002250100000050000 0300000000002165   
0601VDA3N       20200101002300100000050000 0300000000002197   
0601VDA3N       20200101002350100000050000 0300000000002227   
0601VDA3N       20200101002400100000050000 0300000000002255   
0601VDA3N       20200101002450100000050000 0300000000002291   
0601VDA3N       20200101002500100000050000 0300000000002338   
0601VDA3N       20200101002550100000050000 0300000000002383   
0601VDA3N       20200101002600100000050000 0300000000002426   
0601VDA3N       20200101002650100000050000 0300000000002464   
0601VDA3N       20200101002700100000050000 0300000000002500   
0601VDA3N       20200101002750100000050000 0300000000002539   
0601VDA3N       20200101002800100000050000 0300000000002574   
0601VDA3N       20200101002850100000050000 0300000000002606   
0601VDA3N       20200101002900100000050000 0300000000002638   
0601VDA3N       20200101002950100000050000 0300000000002668   
0601VDA3N       20200101003000100000050000 0300000000002698   
0601VDA3N       20200101003050100000050000 0300000000002728   
0601VDA3N       20200101003100100000050000 0300000000002757   
0601VDA3N       20200101003150100000050000 0300000000002783   
0601VDA3N       20200101003200100000050000 0300000000002808   
0601VDA3N       20200101003250100000050000 0300000000002835   
0601VDA3N       20200101003300100000050000 0300000000002860   
0601VDA3N       20200101003350100000050000 0300000000002885   
0601VDA3N       20200101003400100000050000 0300000000002909   
0601VDA3N       20200101003450100000050000 0300000000002931   
0601VDA3N       20200101003500100000050000 0300000000002953   
0601VDA3N       20200101003550100000050000 0300000000002977   
0601VDA3N       20200101003600100000050000 0300000000002998   
0601VDA3N       20200101003650100000050000 0300000000003019   
0601VDA3N       20200101003700100000050000 0300000000003039   
0601VDA3N       20200101003750100000050000 0300000000003059   
0601VDA3N       20200101003800100000050000 0300000000003079   
0601VDA3N       20200101003850100000050000 0300000000003099   
0601VDA3N       20200101003900100000050000 0300000000003119   
0601VDA3N       20200101003950100000050000 0300000000003137   
0601VDA3N       20200101004000100000050000 0300000000003155   
0601VDA3N       20200101004050100000050000 0300000000003173   
0601VDA3N       20200101004100100000050000 0300000000003191   
0601VDA3N       20200101004150100000050000 0300000000003209   
0601VDA3N       20200101004200100000050000 0300000000003227   
0601VDA3N       20200101004250100000050000 0300000000003243   
0601VDA3N       20200101004300100000050000 0300000000003260   
0601VDA3N       20200101004350100000050000 0300000000003277   
0601VDA3N       20200101004400100000050000 0300000000003291   
0601VDA3N       20200101004450100000050000 0300000000003306   
0601VDA3N       20200101004500100000050000 0300000000003320   
0601VDA3N       20200101004550100000050000 0300000000003335   
0601VDA3N       20200101004600100000050000 0300000000003349   
0601VDA3N       20200101004650100000050000 0300000000003363   
0601VDA3N       20200101004700100000050000 0300000000003376   
0601VDA3N       20200101004750100000050000 0300000000003388   
0601VDA3N       20200101004800100000050000 0300000000003400   
0601VDA3N       20200101004850100000050000 0300000000003412   
0601VDA3N       20200101004900100000050000 0300000000003424   
0601VDA3N       20200101004950100000050000 0300000000003435   
0601VDA3N       20200101005000100000050000 0300000000003447   
0601VDA3N       20200101005050100000050000 0300000000003458   
0601VDA3N       20200101005100100000050000 0300000000003468   
0601VDA3N       20200101005150100000050000 0300000000003478   
0601VDA3N       20200101005200100000050000 0300000000003489   
0601VDA3N       20200101005250100000050000 0300000000003499   
0601VDA3N       20200101005300100000050000 0300000000003507   
0601VDA3N       20200101005350100000050000 0300000000003518   
0601VDA3N       20200101005400100000050000 0300000000003526   
0601VDA3N       20200101005450100000050000 0300000000003536   
0601VDA3N       20200101005500100000050000 0300000000003544   
0601VDA3N       20200101005550100000050000 0300000000003552   
0601VDA3N       20200101005600100000050000 0300000000003561   
0601VDA3N       20200101005650100000050000 0300000000003570   
0601VDA3N       20200101005700100000050000 0300000000003577   
0601VDA3N       20200101005750100000050000 0300000000003585   
0601VDA3N       20200101005800100000050000 0300000000003594   
0601VDA3N       20200101005850100000050000 0300000000003601   
0601VDA3N       20200101005900100000050000 0300000000003608   
0601VDA3N       20200101005950100000050000 0300000000003615   
0601VDA3N       20200101006000100000050000 0300000000003622   
0601VDA3N       20200101006050100000050000 0300000000003629   
0601VDA3N       20200101006100100000050000 0300000000003636   
0601VDA3N       20200101006150100000050000 0300000000003643   
0601VDA3N       20200101006200100000050000 0300000000003649   
0601VDA3N       20200101006250100000050000 0300000000003655   
0601VDA3N       20200101006300100000050000 0300000000003662   
0601VDA3N       20200101006350100000050000 0300000000003668   
0601VDA3N       20200101006400100000050000 0300000000003674   
0601VDA3N       20200101006450100000050000 0300000000003680   
0601VDA3N       20200101006500100000050000 0300000000003686   
0601VDA3N       20200101006550100000050000 0300000000003692   
0601VDA3N       20200101006600100000050000 0300000000003697   
0601VDA3N       20200101006650100000050000 0300000000003703   
0601VDA3N       20200101006700100000050000 0300000000003709   
0601VDA3N       20200101006750100000050000 0300000000003713   
0601VDA3N       20200101006800100000050000 0300000000003719   
0601VDA3N       20200101006850100000050000 0300000000003724   
0601VDA3N       20200101006900100000050000 0300000000003729   
0601VDA3N       20200101006950100000050000 0300000000003734   
0601VDA3N       20200101007000100000050000 0300000000003739   
0601VDA3N       20200101007050100000050000 0300000000003743   
0601VDA3N       20200101007100100000050000 0300000000003749   
0601VDA3N       20200101007150100000050000 0300000000003753   
0601VDA3N       20200101007200100000050000 0300000000003757   
0601VDA3N       20200101007250100000050000 0300000000003762   
0601VDA3N       20200101007300100000050000 0300000000003767   
0601VDA3N       20200101007350100000050000 0300000000003771   
0601VDA3N       20200101007400100000050000 0300000000003775   
0601VDA3N       20200101007450100000050000 0300000000003779   
0601VDA3N       20200101007500100000050000 0300000000003782   
0601VDA3N       20200101007550100000050000 0300000000003784   
0601VDA3N       20200101007600100000050000 0300000000003789   
0601VDA3N       20200101007650100000050000 0300000000003791   
0601VDA3N       20200101007700100000050000 0300000000003794   
0601VDA3N       20200101007750100000050000 0300000000003797   
0601VDA3N       20200101007800100000050000 0300000000003800   
0601VDA3N       20200101007850100000050000 0300000000003803   
0601VDA3N       20200101007900100000050000 0300000000003806   
0601VDA3N       20200101007950100000050000 0300000000003808   
0601VDA3N       20200101008000100000050000 0300000000003811   
0601VDA3N       20200101008050100000050000 0300000000003814   
0601VDA3N       20200101008100100000050000 0300000000003816   
0601VDA3N       20200101008150100000050000 0300000000003819   
0601VDA3N       20200101008200100000050000 0300000000003822   
0601VDA3N       20200101008250100000050000 0300000000003825   
0601VDA3N       20200101008300100000050000 0300000000003827   
0601VDA3N       20200101008350100000050000 0300000000003829   
0601VDA3N       20200101008400100000050000 0300000000003832   
0601VDA3N       20200101008450100000050000 0300000000003834   
0601VDA3N       20200101008500100000050000 0300000000003837   
0601VDA3N       20200101008550100000050000 0300000000003839   
0601VDA3N       20200101008600100000050000 0300000000003841   
0601VDA3N       20200101008650100000050000 0300000000003844   
0601VDA3N       20200101008700100000050000 0300000000003846   
0601VDA3N       20200101008750100000050000 0300000000003848   
0601VDA3N       20200101008800100000050000 0300000000003850   
0601VDA3N       20200101008850100000050000 0300000000003852   
0601VDA3N       20200101008900100000050000 0300000000003855   
0601VDA3N       20200101008950100000050000 0300000000003857   
0601VDA3N       20200101009000100000050000 0300000000003859   
0601VDA3N       20200101009050100000050000 0300000000003861   
0601VDA3N       20200101009100100000050000 0300000000003862   
0601VDA3N       20200101009150100000050000 0300000000003865   
0601VDA3N       20200101009200100000050000 0300000000003867   
0601VDA3N       20200101009250100000050000 0300000000003869   
0601VDA3N       20200101009300100000050000 0300000000003871   
0601VDA3N       20200101009350100000050000 0300000000003873   
0601VDA3N       20200101009400100000050000 0300000000003875   
0601VDA3N       20200101009450100000050000 0300000000003877   
0601VDA3N       20200101009500100000050000 0300000000003878   
0601VDA3N       20200101009550100000050000 0300000000003880   
0601VDA3N       20200101009600100000050000 0300000000003882   
0601VDA3N       20200101009650100000050000 0300000000003883   
0601VDA3N       20200101009700100000050000 0300000000003886   
0601VDA3N       20200101009750100000050000 0300000000003888   
0601VDA3N       20200101009800100000050000 0300000000003889   
0601VDA3N       20200101009850100000050000 0300000000003891   
0601VDA3N       20200101009900100000050000 0300000000003892   
0601VDA3N       20200101009950100000050000 0300000000003894   
0601VDA3N       20200101010000100040000000 0300000000003895   
0601VDA4N       20200101000000100000435000 0400000000000000   
0601VDA4N       20200101000435100000005000 0400000000000004   
0601VDA4N       20200101000440100000005000 0400000000000007   
0601VDA4N       20200101000445100000005000 0400000000000011   
0601VDA4N       20200101000450100000005000 0400000000000014   
0601VDA4N       20200101000455100000005000 0400000000000017   
0601VDA4N       20200101000460100000005000 0400000000000020   
0601VDA4N       20200101000465100000005000 0400000000000026   
0601VDA4N       20200101000470100000005000 0400000000000033   
0601VDA4N       20200101000475100000005000 0400000000000039   
0601VDA4N       20200101000480100000005000 0400000000000044   
0601VDA4N       20200101000485100000005000 0400000000000050   
0601VDA4N       20200101000490100000005000 0400000000000055   
0601VDA4N       20200101000495100000005000 0400000000000064   
0601VDA4N       20200101000500100000005000 0400000000000073   
0601VDA4N       20200101000505100000005000 0400000000000080   
0601VDA4N       20200101000510100000005000 0400000000000088   
0601VDA4N       20200101000515100000005000 0400000000000095   
0601VDA4N       20200101000520100000005000 0400000000000108   
0601VDA4N       20200101000525100000005000 0400000000000119   
0601VDA4N       20200101000530100000005000 0400000000000128   
