00VD               20191128                                                                                   
0601VDC9N       20200101002800100000050000 0900000000001874   
0601VDC9N       20200101002850100000050000 0900000000001892   
0601VDC9N       20200101002900100000050000 0900000000001910   
0601VDC9N       20200101002950100000050000 0900000000001927   
0601VDC9N       20200101003000100000050000 0900000000001946   
0601VDC9N       20200101003050100000050000 0900000000001965   
0601VDC9N       20200101003100100000050000 0900000000001983   
0601VDC9N       20200101003150100000050000 0900000000002001   
0601VDC9N       20200101003200100000050000 0900000000002019   
0601VDC9N       20200101003250100000050000 0900000000002036   
0601VDC9N       20200101003300100000050000 0900000000002052   
0601VDC9N       20200101003350100000050000 0900000000002077   
0601VDC9N       20200101003400100000050000 0900000000002110   
0601VDC9N       20200101003450100000050000 0900000000002139   
0601VDC9N       20200101003500100000050000 0900000000002167   
0601VDC9N       20200101003550100000050000 0900000000002201   
0601VDC9N       20200101003600100000050000 0900000000002232   
0601VDC9N       20200101003650100000050000 0900000000002260   
0601VDC9N       20200101003700100000050000 0900000000002288   
0601VDC9N       20200101003750100000050000 0900000000002314   
0601VDC9N       20200101003800100000050000 0900000000002344   
0601VDC9N       20200101003850100000050000 0900000000002372   
0601VDC9N       20200101003900100000050000 0900000000002400   
0601VDC9N       20200101003950100000050000 0900000000002427   
0601VDC9N       20200101004000100000050000 0900000000002451   
0601VDC9N       20200101004050100000050000 0900000000002476   
0601VDC9N       20200101004100100000050000 0900000000002503   
0601VDC9N       20200101004150100000050000 0900000000002525   
0601VDC9N       20200101004200100000050000 0900000000002550   
0601VDC9N       20200101004250100000050000 0900000000002571   
0601VDC9N       20200101004300100000050000 0900000000002592   
0601VDC9N       20200101004350100000050000 0900000000002614   
0601VDC9N       20200101004400100000050000 0900000000002633   
0601VDC9N       20200101004450100000050000 0900000000002650   
0601VDC9N       20200101004500100000050000 0900000000002671   
0601VDC9N       20200101004550100000050000 0900000000002690   
0601VDC9N       20200101004600100000050000 0900000000002709   
0601VDC9N       20200101004650100000050000 0900000000002727   
0601VDC9N       20200101004700100000050000 0900000000002745   
0601VDC9N       20200101004750100000050000 0900000000002762   
0601VDC9N       20200101004800100000050000 0900000000002778   
0601VDC9N       20200101004850100000050000 0900000000002793   
0601VDC9N       20200101004900100000050000 0900000000002809   
0601VDC9N       20200101004950100000050000 0900000000002825   
0601VDC9N       20200101005000100000050000 0900000000002842   
0601VDC9N       20200101005050100000050000 0900000000002857   
0601VDC9N       20200101005100100000050000 0900000000002872   
0601VDC9N       20200101005150100000050000 0900000000002887   
0601VDC9N       20200101005200100000050000 0900000000002901   
0601VDC9N       20200101005250100000050000 0900000000002914   
0601VDC9N       20200101005300100000050000 0900000000002927   
0601VDC9N       20200101005350100000050000 0900000000002941   
0601VDC9N       20200101005400100000050000 0900000000002955   
0601VDC9N       20200101005450100000050000 0900000000002968   
0601VDC9N       20200101005500100000050000 0900000000002982   
0601VDC9N       20200101005550100000050000 0900000000002995   
0601VDC9N       20200101005600100000050000 0900000000003007   
0601VDC9N       20200101005650100000050000 0900000000003020   
0601VDC9N       20200101005700100000050000 0900000000003033   
0601VDC9N       20200101005750100000050000 0900000000003044   
0601VDC9N       20200101005800100000050000 0900000000003056   
0601VDC9N       20200101005850100000050000 0900000000003066   
0601VDC9N       20200101005900100000050000 0900000000003079   
0601VDC9N       20200101005950100000050000 0900000000003090   
0601VDC9N       20200101006000100000050000 0900000000003103   
0601VDC9N       20200101006050100000050000 0900000000003114   
0601VDC9N       20200101006100100000050000 0900000000003124   
0601VDC9N       20200101006150100000050000 0900000000003136   
0601VDC9N       20200101006200100000050000 0900000000003147   
0601VDC9N       20200101006250100000050000 0900000000003156   
0601VDC9N       20200101006300100000050000 0900000000003168   
0601VDC9N       20200101006350100000050000 0900000000003178   
0601VDC9N       20200101006400100000050000 0900000000003187   
0601VDC9N       20200101006450100000050000 0900000000003198   
0601VDC9N       20200101006500100000050000 0900000000003208   
0601VDC9N       20200101006550100000050000 0900000000003219   
0601VDC9N       20200101006600100000050000 0900000000003229   
0601VDC9N       20200101006650100000050000 0900000000003239   
0601VDC9N       20200101006700100000050000 0900000000003248   
0601VDC9N       20200101006750100000050000 0900000000003258   
0601VDC9N       20200101006800100000050000 0900000000003267   
0601VDC9N       20200101006850100000050000 0900000000003277   
0601VDC9N       20200101006900100000050000 0900000000003284   
0601VDC9N       20200101006950100000050000 0900000000003294   
0601VDC9N       20200101007000100000050000 0900000000003304   
0601VDC9N       20200101007050100000050000 0900000000003313   
0601VDC9N       20200101007100100000050000 0900000000003323   
0601VDC9N       20200101007150100000050000 0900000000003331   
0601VDC9N       20200101007200100000050000 0900000000003340   
0601VDC9N       20200101007250100000050000 0900000000003349   
0601VDC9N       20200101007300100000050000 0900000000003357   
0601VDC9N       20200101007350100000050000 0900000000003366   
0601VDC9N       20200101007400100000050000 0900000000003375   
0601VDC9N       20200101007450100000050000 0900000000003382   
0601VDC9N       20200101007500100000050000 0900000000003391   
0601VDC9N       20200101007550100000050000 0900000000003398   
0601VDC9N       20200101007600100000050000 0900000000003406   
0601VDC9N       20200101007650100000050000 0900000000003413   
0601VDC9N       20200101007700100000050000 0900000000003421   
0601VDC9N       20200101007750100000050000 0900000000003428   
0601VDC9N       20200101007800100000050000 0900000000003436   
0601VDC9N       20200101007850100000050000 0900000000003443   
0601VDC9N       20200101007900100000050000 0900000000003450   
0601VDC9N       20200101007950100000050000 0900000000003457   
0601VDC9N       20200101008000100000050000 0900000000003463   
0601VDC9N       20200101008050100000050000 0900000000003470   
0601VDC9N       20200101008100100000050000 0900000000003477   
0601VDC9N       20200101008150100000050000 0900000000003483   
0601VDC9N       20200101008200100000050000 0900000000003490   
0601VDC9N       20200101008250100000050000 0900000000003496   
0601VDC9N       20200101008300100000050000 0900000000003502   
0601VDC9N       20200101008350100000050000 0900000000003507   
0601VDC9N       20200101008400100000050000 0900000000003514   
0601VDC9N       20200101008450100000050000 0900000000003520   
0601VDC9N       20200101008500100000050000 0900000000003525   
0601VDC9N       20200101008550100000050000 0900000000003531   
0601VDC9N       20200101008600100000050000 0900000000003537   
0601VDC9N       20200101008650100000050000 0900000000003543   
0601VDC9N       20200101008700100000050000 0900000000003548   
0601VDC9N       20200101008750100000050000 0900000000003553   
0601VDC9N       20200101008800100000050000 0900000000003558   
0601VDC9N       20200101008850100000050000 0900000000003562   
0601VDC9N       20200101008900100000050000 0900000000003568   
0601VDC9N       20200101008950100000050000 0900000000003572   
0601VDC9N       20200101009000100000050000 0900000000003576   
0601VDC9N       20200101009050100000050000 0900000000003581   
0601VDC9N       20200101009100100000050000 0900000000003584   
0601VDC9N       20200101009150100000050000 0900000000003589   
0601VDC9N       20200101009200100000050000 0900000000003593   
0601VDC9N       20200101009250100000050000 0900000000003596   
0601VDC9N       20200101009300100000050000 0900000000003601   
0601VDC9N       20200101009350100000050000 0900000000003605   
0601VDC9N       20200101009400100000050000 0900000000003608   
0601VDC9N       20200101009450100000050000 0900000000003613   
0601VDC9N       20200101009500100000050000 0900000000003616   
0601VDC9N       20200101009550100000050000 0900000000003619   
0601VDC9N       20200101009600100000050000 0900000000003624   
0601VDC9N       20200101009650100000050000 0900000000003627   
0601VDC9N       20200101009700100000050000 0900000000003630   
0601VDC9N       20200101009750100000050000 0900000000003634   
0601VDC9N       20200101009800100000050000 0900000000003638   
0601VDC9N       20200101009850100000050000 0900000000003641   
0601VDC9N       20200101009900100000050000 0900000000003645   
0601VDC9N       20200101009950100000050000 0900000000003648   
0601VDC9N       20200101010000100040000000 0900000000003649   
0601VDC0Y       20200101000000100000185000 0000000000000000   
0601VDC0Y       20200101000185100000005000 0000000000000011   
0601VDC0Y       20200101000190100000005000 0000000000000021   
0601VDC0Y       20200101000195100000005000 0000000000000037   
0601VDC0Y       20200101000200100000005000 0000000000000055   
0601VDC0Y       20200101000205100000005000 0000000000000077   
0601VDC0Y       20200101000210100000005000 0000000000000102   
0601VDC0Y       20200101000215100000005000 0000000000000124   
0601VDC0Y       20200101000220100000005000 0000000000000149   
0601VDC0Y       20200101000225100000005000 0000000000000175   
0601VDC0Y       20200101000230100000005000 0000000000000204   
0601VDC0Y       20200101000235100000005000 0000000000000231   
0601VDC0Y       20200101000240100000005000 0000000000000258   
0601VDC0Y       20200101000245100000005000 0000000000000284   
0601VDC0Y       20200101000250100000005000 0000000000000313   
0601VDC0Y       20200101000255100000005000 0000000000000343   
0601VDC0Y       20200101000260100000005000 0000000000000372   
0601VDC0Y       20200101000265100000005000 0000000000000405   
0601VDC0Y       20200101000270100000005000 0000000000000432   
0601VDC0Y       20200101000275100000005000 0000000000000466   
0601VDC0Y       20200101000280100000005000 0000000000000493   
0601VDC0Y       20200101000285100000005000 0000000000000521   
0601VDC0Y       20200101000290100000005000 0000000000000553   
0601VDC0Y       20200101000295100000005000 0000000000000576   
0601VDC0Y       20200101000300100000005000 0000000000000608   
0601VDC0Y       20200101000305100000005000 0000000000000630   
0601VDC0Y       20200101000310100000005000 0000000000000657   
0601VDC0Y       20200101000315100000005000 0000000000000687   
0601VDC0Y       20200101000320100000005000 0000000000000712   
0601VDC0Y       20200101000325100000005000 0000000000000743   
0601VDC0Y       20200101000330100000005000 0000000000000766   
0601VDC0Y       20200101000335100000005000 0000000000000792   
0601VDC0Y       20200101000340100000005000 0000000000000818   
0601VDC0Y       20200101000345100000005000 0000000000000842   
0601VDC0Y       20200101000350100000005000 0000000000000866   
0601VDC0Y       20200101000355100000005000 0000000000000889   
0601VDC0Y       20200101000360100000005000 0000000000000908   
0601VDC0Y       20200101000365100000005000 0000000000000918   
0601VDC0Y       20200101000370100000005000 0000000000000928   
0601VDC0Y       20200101000375100000005000 0000000000000937   
0601VDC0Y       20200101000380100000005000 0000000000000949   
0601VDC0Y       20200101000385100000005000 0000000000000959   
0601VDC0Y       20200101000390100000005000 0000000000000968   
0601VDC0Y       20200101000395100000005000 0000000000000976   
0601VDC0Y       20200101000400100000005000 0000000000000985   
0601VDC0Y       20200101000405100000005000 0000000000000997   
0601VDC0Y       20200101000410100000005000 0000000000001007   
0601VDC0Y       20200101000415100000005000 0000000000001015   
0601VDC0Y       20200101000420100000005000 0000000000001025   
0601VDC0Y       20200101000425100000005000 0000000000001039   
0601VDC0Y       20200101000430100000005000 0000000000001048   
0601VDC0Y       20200101000435100000005000 0000000000001059   
0601VDC0Y       20200101000440100000005000 0000000000001070   
0601VDC0Y       20200101000445100000005000 0000000000001080   
0601VDC0Y       20200101000450100000005000 0000000000001094   
0601VDC0Y       20200101000455100000005000 0000000000001103   
0601VDC0Y       20200101000460100000005000 0000000000001113   
0601VDC0Y       20200101000465100000005000 0000000000001122   
0601VDC0Y       20200101000470100000005000 0000000000001136   
0601VDC0Y       20200101000475100000005000 0000000000001144   
0601VDC0Y       20200101000480100000005000 0000000000001153   
0601VDC0Y       20200101000485100000005000 0000000000001162   
0601VDC0Y       20200101000490100000005000 0000000000001170   
0601VDC0Y       20200101000495100000005000 0000000000001182   
0601VDC0Y       20200101000500100000005000 0000000000001189   
0601VDC0Y       20200101000505100000005000 0000000000001198   
0601VDC0Y       20200101000510100000005000 0000000000001206   
0601VDC0Y       20200101000515100000005000 0000000000001214   
0601VDC0Y       20200101000520100000005000 0000000000001225   
0601VDC0Y       20200101000525100000005000 0000000000001232   
0601VDC0Y       20200101000530100000005000 0000000000001241   
0601VDC0Y       20200101000535100000005000 0000000000001250   
0601VDC0Y       20200101000540100000005000 0000000000001259   
0601VDC0Y       20200101000545100000005000 0000000000001264   
0601VDC0Y       20200101000550100000005000 0000000000001269   
0601VDC0Y       20200101000555100000005000 0000000000001273   
0601VDC0Y       20200101000560100000005000 0000000000001277   
0601VDC0Y       20200101000565100000005000 0000000000001282   
0601VDC0Y       20200101000570100000005000 0000000000001287   
0601VDC0Y       20200101000575100000005000 0000000000001291   
0601VDC0Y       20200101000580100000005000 0000000000001296   
0601VDC0Y       20200101000585100000005000 0000000000001301   
0601VDC0Y       20200101000590100000005000 0000000000001306   
0601VDC0Y       20200101000595100000005000 0000000000001311   
0601VDC0Y       20200101000600100000005000 0000000000001317   
0601VDC0Y       20200101000605100000005000 0000000000001322   
0601VDC0Y       20200101000610100000005000 0000000000001329   
0601VDC0Y       20200101000615100000005000 0000000000001333   
0601VDC0Y       20200101000620100000005000 0000000000001338   
0601VDC0Y       20200101000625100000005000 0000000000001344   
0601VDC0Y       20200101000630100000005000 0000000000001348   
0601VDC0Y       20200101000635100000005000 0000000000001352   
0601VDC0Y       20200101000640100000005000 0000000000001358   
0601VDC0Y       20200101000645100000005000 0000000000001362   
0601VDC0Y       20200101000650100000005000 0000000000001368   
0601VDC0Y       20200101000655100000005000 0000000000001372   
0601VDC0Y       20200101000660100000005000 0000000000001376   
0601VDC0Y       20200101000665100000005000 0000000000001382   
0601VDC0Y       20200101000670100000005000 0000000000001386   
0601VDC0Y       20200101000675100000005000 0000000000001391   
0601VDC0Y       20200101000680100000005000 0000000000001395   
0601VDC0Y       20200101000685100000005000 0000000000001399   
0601VDC0Y       20200101000690100000005000 0000000000001403   
0601VDC0Y       20200101000695100000005000 0000000000001409   
0601VDC0Y       20200101000700100000005000 0000000000001412   
0601VDC0Y       20200101000705100000005000 0000000000001416   
0601VDC0Y       20200101000710100000005000 0000000000001421   
0601VDC0Y       20200101000715100000005000 0000000000001425   
0601VDC0Y       20200101000720100000005000 0000000000001429   
0601VDC0Y       20200101000725100000005000 0000000000001433   
0601VDC0Y       20200101000730100000005000 0000000000001438   
0601VDC0Y       20200101000735100000005000 0000000000001442   
0601VDC0Y       20200101000740100000005000 0000000000001446   
0601VDC0Y       20200101000745100000005000 0000000000001453   
0601VDC0Y       20200101000750100000005000 0000000000001457   
0601VDC0Y       20200101000755100000005000 0000000000001460   
0601VDC0Y       20200101000760100000005000 0000000000001465   
0601VDC0Y       20200101000765100000005000 0000000000001468   
0601VDC0Y       20200101000770100000005000 0000000000001473   
0601VDC0Y       20200101000775100000005000 0000000000001477   
0601VDC0Y       20200101000780100000005000 0000000000001480   
0601VDC0Y       20200101000785100000005000 0000000000001485   
0601VDC0Y       20200101000790100000005000 0000000000001488   
0601VDC0Y       20200101000795100000005000 0000000000001493   
0601VDC0Y       20200101000800100000005000 0000000000001497   
0601VDC0Y       20200101000805100000005000 0000000000001501   
0601VDC0Y       20200101000810100000005000 0000000000001507   
0601VDC0Y       20200101000815100000005000 0000000000001510   
0601VDC0Y       20200101000820100000005000 0000000000001515   
0601VDC0Y       20200101000825100000005000 0000000000001518   
0601VDC0Y       20200101000830100000005000 0000000000001521   
0601VDC0Y       20200101000835100000005000 0000000000001528   
0601VDC0Y       20200101000840100000005000 0000000000001531   
0601VDC0Y       20200101000845100000005000 0000000000001534   
0601VDC0Y       20200101000850100000005000 0000000000001539   
0601VDC0Y       20200101000855100000005000 0000000000001542   
0601VDC0Y       20200101000860100000005000 0000000000001546   
0601VDC0Y       20200101000865100000005000 0000000000001552   
0601VDC0Y       20200101000870100000005000 0000000000001556   
0601VDC0Y       20200101000875100000005000 0000000000001563   
0601VDC0Y       20200101000880100000005000 0000000000001567   
0601VDC0Y       20200101000885100000005000 0000000000001571   
0601VDC0Y       20200101000890100000005000 0000000000001576   
0601VDC0Y       20200101000895100000005000 0000000000001582   
0601VDC0Y       20200101000900100000005000 0000000000001587   
0601VDC0Y       20200101000905100000005000 0000000000001591   
0601VDC0Y       20200101000910100000005000 0000000000001595   
0601VDC0Y       20200101000915100000005000 0000000000001599   
0601VDC0Y       20200101000920100000005000 0000000000001604   
0601VDC0Y       20200101000925100000005000 0000000000001607   
0601VDC0Y       20200101000930100000005000 0000000000001612   
0601VDC0Y       20200101000935100000005000 0000000000001618   
0601VDC0Y       20200101000940100000005000 0000000000001621   
0601VDC0Y       20200101000945100000005000 0000000000001626   
0601VDC0Y       20200101000950100000005000 0000000000001629   
0601VDC0Y       20200101000955100000005000 0000000000001636   
0601VDC0Y       20200101000960100000005000 0000000000001639   
0601VDC0Y       20200101000965100000005000 0000000000001644   
0601VDC0Y       20200101000970100000005000 0000000000001647   
0601VDC0Y       20200101000975100000005000 0000000000001652   
0601VDC0Y       20200101000980100000005000 0000000000001657   
0601VDC0Y       20200101000985100000005000 0000000000001659   
0601VDC0Y       20200101000990100000005000 0000000000001664   
0601VDC0Y       20200101000995100000005000 0000000000001671   
0601VDC0Y       20200101001000100000005000 0000000000001673   
0601VDC0Y       20200101001005100000005000 0000000000001679   
0601VDC0Y       20200101001010100000005000 0000000000001682   
0601VDC0Y       20200101001015100000005000 0000000000001688   
0601VDC0Y       20200101001020100000005000 0000000000001692   
0601VDC0Y       20200101001025100000005000 0000000000001695   
0601VDC0Y       20200101001030100000005000 0000000000001699   
0601VDC0Y       20200101001035100000005000 0000000000001703   
0601VDC0Y       20200101001040100000005000 0000000000001707   
0601VDC0Y       20200101001045100000005000 0000000000001711   
0601VDC0Y       20200101001050100000005000 0000000000001716   
0601VDC0Y       20200101001055100000005000 0000000000001720   
0601VDC0Y       20200101001060100000005000 0000000000001724   
0601VDC0Y       20200101001065100000005000 0000000000001728   
0601VDC0Y       20200101001070100000005000 0000000000001733   
0601VDC0Y       20200101001075100000005000 0000000000001737   
0601VDC0Y       20200101001080100000005000 0000000000001741   
0601VDC0Y       20200101001085100000005000 0000000000001744   
0601VDC0Y       20200101001090100000005000 0000000000001750   
0601VDC0Y       20200101001095100000005000 0000000000001753   
0601VDC0Y       20200101001100100000005000 0000000000001757   
0601VDC0Y       20200101001105100000005000 0000000000001761   
0601VDC0Y       20200101001110100000005000 0000000000001766   
0601VDC0Y       20200101001115100000005000 0000000000001771   
0601VDC0Y       20200101001120100000005000 0000000000001775   
0601VDC0Y       20200101001125100000005000 0000000000001779   
0601VDC0Y       20200101001130100000005000 0000000000001786   
0601VDC0Y       20200101001135100000005000 0000000000001791   
0601VDC0Y       20200101001140100000005000 0000000000001796   
0601VDC0Y       20200101001145100000005000 0000000000001802   
0601VDC0Y       20200101001150100000005000 0000000000001807   
0601VDC0Y       20200101001155100000005000 0000000000001813   
0601VDC0Y       20200101001160100000005000 0000000000001819   
0601VDC0Y       20200101001165100000005000 0000000000001822   
0601VDC0Y       20200101001170100000005000 0000000000001830   
0601VDC0Y       20200101001175100000005000 0000000000001836   
0601VDC0Y       20200101001180100000005000 0000000000001840   
0601VDC0Y       20200101001185100000005000 0000000000001847   
0601VDC0Y       20200101001190100000005000 0000000000001852   
0601VDC0Y       20200101001195100000005000 0000000000001857   
0601VDC0Y       20200101001200100000005000 0000000000001863   
0601VDC0Y       20200101001205100000005000 0000000000001867   
0601VDC0Y       20200101001210100000005000 0000000000001874   
0601VDC0Y       20200101001215100000005000 0000000000001879   
0601VDC0Y       20200101001220100000005000 0000000000001883   
0601VDC0Y       20200101001225100000005000 0000000000001889   
0601VDC0Y       20200101001230100000005000 0000000000001894   
0601VDC0Y       20200101001235100000005000 0000000000001900   
0601VDC0Y       20200101001240100000005000 0000000000001905   
0601VDC0Y       20200101001245100000005000 0000000000001911   
0601VDC0Y       20200101001250100000005000 0000000000001915   
0601VDC0Y       20200101001255100000005000 0000000000001921   
0601VDC0Y       20200101001260100000005000 0000000000001927   
0601VDC0Y       20200101001265100000005000 0000000000001931   
0601VDC0Y       20200101001270100000005000 0000000000001936   
0601VDC0Y       20200101001275100000005000 0000000000001941   
0601VDC0Y       20200101001280100000005000 0000000000001946   
0601VDC0Y       20200101001285100000005000 0000000000001951   
0601VDC0Y       20200101001290100000005000 0000000000001956   
0601VDC0Y       20200101001295100000005000 0000000000001960   
0601VDC0Y       20200101001300100000005000 0000000000001965   
0601VDC0Y       20200101001305100000005000 0000000000001971   
0601VDC0Y       20200101001310100000005000 0000000000001975   
0601VDC0Y       20200101001315100000005000 0000000000001980   
0601VDC0Y       20200101001320100000005000 0000000000001985   
0601VDC0Y       20200101001325100000005000 0000000000001989   
0601VDC0Y       20200101001330100000005000 0000000000001994   
0601VDC0Y       20200101001335100000005000 0000000000002000   
0601VDC0Y       20200101001340100000005000 0000000000002003   
0601VDC0Y       20200101001345100000005000 0000000000002008   
0601VDC0Y       20200101001350100000005000 0000000000002013   
0601VDC0Y       20200101001355100000005000 0000000000002017   
0601VDC0Y       20200101001360100000005000 0000000000002022   
0601VDC0Y       20200101001365100000005000 0000000000002026   
0601VDC0Y       20200101001370100000005000 0000000000002030   
0601VDC0Y       20200101001375100000005000 0000000000002035   
0601VDC0Y       20200101001380100000005000 0000000000002040   
0601VDC0Y       20200101001385100000005000 0000000000002044   
0601VDC0Y       20200101001390100000005000 0000000000002049   
0601VDC0Y       20200101001395100000005000 0000000000002053   
0601VDC0Y       20200101001400100000005000 0000000000002057   
0601VDC0Y       20200101001405100000005000 0000000000002063   
0601VDC0Y       20200101001410100000005000 0000000000002068   
0601VDC0Y       20200101001415100000005000 0000000000002072   
0601VDC0Y       20200101001420100000005000 0000000000002077   
0601VDC0Y       20200101001425100000005000 0000000000002081   
0601VDC0Y       20200101001430100000005000 0000000000002085   
0601VDC0Y       20200101001435100000005000 0000000000002090   
0601VDC0Y       20200101001440100000005000 0000000000002095   
0601VDC0Y       20200101001445100000005000 0000000000002099   
0601VDC0Y       20200101001450100000005000 0000000000002103   
0601VDC0Y       20200101001455100000005000 0000000000002108   
0601VDC0Y       20200101001460100000005000 0000000000002111   
0601VDC0Y       20200101001465100000005000 0000000000002116   
0601VDC0Y       20200101001470100000005000 0000000000002121   
0601VDC0Y       20200101001475100000005000 0000000000002124   
0601VDC0Y       20200101001480100000005000 0000000000002129   
0601VDC0Y       20200101001485100000005000 0000000000002133   
0601VDC0Y       20200101001490100000005000 0000000000002137   
0601VDC0Y       20200101001495100000005000 0000000000002141   
0601VDC0Y       20200101001500100000005000 0000000000002146   
0601VDC0Y       20200101001505100000005000 0000000000002149   
0601VDC0Y       20200101001510100000005000 0000000000002154   
0601VDC0Y       20200101001515100000005000 0000000000002158   
0601VDC0Y       20200101001520100000005000 0000000000002162   
0601VDC0Y       20200101001525100000005000 0000000000002167   
0601VDC0Y       20200101001530100000005000 0000000000002170   
0601VDC0Y       20200101001535100000005000 0000000000002174   
0601VDC0Y       20200101001540100000005000 0000000000002178   
0601VDC0Y       20200101001545100000005000 0000000000002182   
0601VDC0Y       20200101001550100000005000 0000000000002186   
0601VDC0Y       20200101001555100000005000 0000000000002191   
0601VDC0Y       20200101001560100000005000 0000000000002194   
0601VDC0Y       20200101001565100000005000 0000000000002198   
0601VDC0Y       20200101001570100000005000 0000000000002201   
0601VDC0Y       20200101001575100000005000 0000000000002206   
0601VDC0Y       20200101001580100000005000 0000000000002209   
0601VDC0Y       20200101001585100000005000 0000000000002213   
0601VDC0Y       20200101001590100000005000 0000000000002218   
0601VDC0Y       20200101001595100000005000 0000000000002220   
0601VDC0Y       20200101001600100000005000 0000000000002225   
0601VDC0Y       20200101001605100000005000 0000000000002229   
0601VDC0Y       20200101001610100000005000 0000000000002231   
0601VDC0Y       20200101001615100000005000 0000000000002236   
0601VDC0Y       20200101001620100000005000 0000000000002240   
0601VDC0Y       20200101001625100000005000 0000000000002242   
0601VDC0Y       20200101001630100000005000 0000000000002247   
0601VDC0Y       20200101001635100000005000 0000000000002251   
0601VDC0Y       20200101001640100000005000 0000000000002253   
0601VDC0Y       20200101001645100000005000 0000000000002258   
0601VDC0Y       20200101001650100000005000 0000000000002261   
0601VDC0Y       20200101001655100000005000 0000000000002264   
0601VDC0Y       20200101001660100000005000 0000000000002269   
0601VDC0Y       20200101001665100000005000 0000000000002271   
0601VDC0Y       20200101001670100000005000 0000000000002275   
0601VDC0Y       20200101001675100000005000 0000000000002279   
0601VDC0Y       20200101001680100000005000 0000000000002281   
0601VDC0Y       20200101001685100000005000 0000000000002286   
0601VDC0Y       20200101001690100000005000 0000000000002289   
0601VDC0Y       20200101001695100000005000 0000000000002292   
0601VDC0Y       20200101001700100000005000 0000000000002296   
0601VDC0Y       20200101001705100000005000 0000000000002299   
0601VDC0Y       20200101001710100000005000 0000000000002302   
0601VDC0Y       20200101001715100000005000 0000000000002306   
0601VDC0Y       20200101001720100000005000 0000000000002310   
0601VDC0Y       20200101001725100000005000 0000000000002312   
0601VDC0Y       20200101001730100000005000 0000000000002316   
0601VDC0Y       20200101001735100000005000 0000000000002319   
0601VDC0Y       20200101001740100000005000 0000000000002323   
0601VDC0Y       20200101001745100000005000 0000000000002325   
0601VDC0Y       20200101001750100000005000 0000000000002329   
0601VDC0Y       20200101001755100000005000 0000000000002332   
0601VDC0Y       20200101001760100000005000 0000000000002335   
0601VDC0Y       20200101001765100000005000 0000000000002339   
0601VDC0Y       20200101001770100000005000 0000000000002342   
0601VDC0Y       20200101001775100000005000 0000000000002344   
0601VDC0Y       20200101001780100000005000 0000000000002349   
0601VDC0Y       20200101001785100000005000 0000000000002351   
0601VDC0Y       20200101001790100000005000 0000000000002355   
0601VDC0Y       20200101001795100000005000 0000000000002358   
0601VDC0Y       20200101001800100000005000 0000000000002360   
0601VDC0Y       20200101001805100000005000 0000000000002364   
0601VDC0Y       20200101001810100000005000 0000000000002367   
0601VDC0Y       20200101001815100000005000 0000000000002370   
0601VDC0Y       20200101001820100000005000 0000000000002373   
0601VDC0Y       20200101001825100000005000 0000000000002376   
0601VDC0Y       20200101001830100000005000 0000000000002379   
0601VDC0Y       20200101001835100000005000 0000000000002382   
0601VDC0Y       20200101001840100000005000 0000000000002386   
0601VDC0Y       20200101001845100000005000 0000000000002389   
0601VDC0Y       20200101001850100000005000 0000000000002393   
0601VDC0Y       20200101001855100000005000 0000000000002396   
0601VDC0Y       20200101001860100000005000 0000000000002398   
0601VDC0Y       20200101001865100000005000 0000000000002402   
0601VDC0Y       20200101001870100000005000 0000000000002405   
0601VDC0Y       20200101001875100000005000 0000000000002408   
0601VDC0Y       20200101001880100000005000 0000000000002411   
0601VDC0Y       20200101001885100000005000 0000000000002415   
0601VDC0Y       20200101001890100000005000 0000000000002417   
0601VDC0Y       20200101001895100000005000 0000000000002420   
0601VDC0Y       20200101001900100000005000 0000000000002424   
0601VDC0Y       20200101001905100000005000 0000000000002426   
0601VDC0Y       20200101001910100000005000 0000000000002430   
0601VDC0Y       20200101001915100000005000 0000000000002432   
0601VDC0Y       20200101001920100000005000 0000000000002435   
0601VDC0Y       20200101001925100000005000 0000000000002438   
0601VDC0Y       20200101001930100000005000 0000000000002441   
0601VDC0Y       20200101001935100000005000 0000000000002445   
0601VDC0Y       20200101001940100000005000 0000000000002447   
0601VDC0Y       20200101001945100000005000 0000000000002449   
0601VDC0Y       20200101001950100000005000 0000000000002452   
0601VDC0Y       20200101001955100000005000 0000000000002456   
0601VDC0Y       20200101001960100000005000 0000000000002458   
0601VDC0Y       20200101001965100000005000 0000000000002461   
0601VDC0Y       20200101001970100000005000 0000000000002465   
0601VDC0Y       20200101001975100000005000 0000000000002467   
0601VDC0Y       20200101001980100000005000 0000000000002470   
0601VDC0Y       20200101001985100000005000 0000000000002473   
0601VDC0Y       20200101001990100000005000 0000000000002475   
0601VDC0Y       20200101001995100000005000 0000000000002479   
0601VDC0Y       20200101002000100000050000 0000000000002492   
0601VDC0Y       20200101002050100000050000 0000000000002520   
0601VDC0Y       20200101002100100000050000 0000000000002545   
0601VDC0Y       20200101002150100000050000 0000000000002570   
0601VDC0Y       20200101002200100000050000 0000000000002594   
0601VDC0Y       20200101002250100000050000 0000000000002617   
0601VDC0Y       20200101002300100000050000 0000000000002642   
0601VDC0Y       20200101002350100000050000 0000000000002665   
0601VDC0Y       20200101002400100000050000 0000000000002687   
0601VDC0Y       20200101002450100000050000 0000000000002708   
0601VDC0Y       20200101002500100000050000 0000000000002730   
0601VDC0Y       20200101002550100000050000 0000000000002749   
0601VDC0Y       20200101002600100000050000 0000000000002769   
0601VDC0Y       20200101002650100000050000 0000000000002787   
