00LU               20181210                                                                                   
0601LUC1N       20190101000445100000005000 0100002760000617   
0601LUC1N       20190101000450100000005000 0100002850000630   
0601LUC1N       20190101000455100000005000 0100002920000638   
0601LUC1N       20190101000460100000005000 0100003000000649   
0601LUC1N       20190101000465100000005000 0100003080000659   
0601LUC1N       20190101000470100000005000 0100003170000671   
0601LUC1N       20190101000475100000005000 0100003250000681   
0601LUC1N       20190101000480100000005000 0100003330000690   
0601LUC1N       20190101000485100000005000 0100003410000699   
0601LUC1N       20190101000490100000005000 0100003490000709   
0601LUC1N       20190101000495100000005000 0100003580000720   
0601LUC1N       20190101000500100000005000 0100003660000728   
0601LUC1N       20190101000505100000005000 0100003740000737   
0601LUC1N       20190101000510100000005000 0100003820000745   
0601LUC1N       20190101000515100000005000 0100003900000754   
0601LUC1N       20190101000520100000005000 0100003990000764   
0601LUC1N       20190101000525100000005000 0100004070000772   
0601LUC1N       20190101000530100000005000 0100004150000779   
0601LUC1N       20190101000535100000005000 0100004230000787   
0601LUC1N       20190101000540100000005000 0100004320000796   
0601LUC1N       20190101000545100000005000 0100004390000802   
0601LUC1N       20190101000550100000005000 0100004450000805   
0601LUC1N       20190101000555100000005000 0100004520000811   
0601LUC1N       20190101000560100000005000 0100004590000816   
0601LUC1N       20190101000565100000005000 0100004660000821   
0601LUC1N       20190101000570100000005000 0100004720000824   
0601LUC1N       20190101000575100000005000 0100004790000829   
0601LUC1N       20190101000580100000005000 0100004860000834   
0601LUC1N       20190101000585100000005000 0100004930000839   
0601LUC1N       20190101000590100000005000 0100005000000844   
0601LUC1N       20190101000595100000005000 0100005070000849   
0601LUC1N       20190101000600100000005000 0100005140000853   
0601LUC1N       20190101000605100000005000 0100005210000858   
0601LUC1N       20190101000610100000005000 0100005290000864   
0601LUC1N       20190101000615100000005000 0100005360000868   
0601LUC1N       20190101000620100000005000 0100005430000872   
0601LUC1N       20190101000625100000005000 0100005500000876   
0601LUC1N       20190101000630100000005000 0100005570000881   
0601LUC1N       20190101000635100000005000 0100005640000885   
0601LUC1N       20190101000640100000005000 0100005720000890   
0601LUC1N       20190101000645100000005000 0100005790000894   
0601LUC1N       20190101000650100000005000 0100005870000900   
0601LUC1N       20190101000655100000005000 0100005940000903   
0601LUC1N       20190101000660100000005000 0100006020000909   
0601LUC1N       20190101000665100000005000 0100006090000912   
0601LUC1N       20190101000670100000005000 0100006170000917   
0601LUC1N       20190101000675100000005000 0100006240000921   
0601LUC1N       20190101000680100000005000 0100006320000926   
0601LUC1N       20190101000685100000005000 0100006400000931   
0601LUC1N       20190101000690100000005000 0100006470000934   
0601LUC1N       20190101000695100000005000 0100006550000939   
0601LUC1N       20190101000700100000005000 0100006630000944   
0601LUC1N       20190101000705100000005000 0100006710000948   
0601LUC1N       20190101000710100000005000 0100006790000953   
0601LUC1N       20190101000715100000005000 0100006860000956   
0601LUC1N       20190101000720100000005000 0100006940000961   
0601LUC1N       20190101000725100000005000 0100007020000965   
0601LUC1N       20190101000730100000005000 0100007100000969   
0601LUC1N       20190101000735100000005000 0100007190000975   
0601LUC1N       20190101000740100000005000 0100007270000979   
0601LUC1N       20190101000745100000005000 0100007360000985   
0601LUC1N       20190101000750100000005000 0100007440000989   
0601LUC1N       20190101000755100000005000 0100007520000993   
0601LUC1N       20190101000760100000005000 0100007600000997   
0601LUC1N       20190101000765100000005000 0100007680001001   
0601LUC1N       20190101000770100000005000 0100007760001005   
0601LUC1N       20190101000775100000005000 0100007840001008   
0601LUC1N       20190101000780100000005000 0100007930001013   
0601LUC1N       20190101000785100000005000 0100008010001017   
0601LUC1N       20190101000790100000005000 0100008090001021   
0601LUC1N       20190101000795100000005000 0100008170001024   
0601LUC1N       20190101000800100000005000 0100008250001028   
0601LUC1N       20190101000805100000005000 0100008330001032   
0601LUC1N       20190101000810100000005000 0100008420001036   
0601LUC1N       20190101000815100000005000 0100008500001040   
0601LUC1N       20190101000820100000005000 0100008580001043   
0601LUC1N       20190101000825100000005000 0100008660001047   
0601LUC1N       20190101000830100000005000 0100008750001051   
0601LUC1N       20190101000835100000005000 0100008830001054   
0601LUC1N       20190101000840100000005000 0100008920001059   
0601LUC1N       20190101000845100000005000 0100009000001062   
0601LUC1N       20190101000850100000005000 0100009090001066   
0601LUC1N       20190101000855100000005000 0100009170001069   
0601LUC1N       20190101000860100000005000 0100009260001074   
0601LUC1N       20190101000865100000005000 0100009350001078   
0601LUC1N       20190101000870100000005000 0100009440001082   
0601LUC1N       20190101000875100000005000 0100009520001085   
0601LUC1N       20190101000880100000005000 0100009620001090   
0601LUC1N       20190101000885100000005000 0100009710001094   
0601LUC1N       20190101000890100000005000 0100009790001097   
0601LUC1N       20190101000895100000005000 0100009880001101   
0601LUC1N       20190101000900100000005000 0100009970001105   
0601LUC1N       20190101000905100000005000 0100010050001107   
0601LUC1N       20190101000910100000005000 0100010140001111   
0601LUC1N       20190101000915100000005000 0100010230001115   
0601LUC1N       20190101000920100000005000 0100010320001119   
0601LUC1N       20190101000925100000005000 0100010400001121   
0601LUC1N       20190101000930100000005000 0100010490001125   
0601LUC1N       20190101000935100000005000 0100010580001129   
0601LUC1N       20190101000940100000005000 0100010670001132   
0601LUC1N       20190101000945100000005000 0100010760001136   
0601LUC1N       20190101000950100000005000 0100010850001139   
0601LUC1N       20190101000955100000005000 0100010940001143   
0601LUC1N       20190101000960100000005000 0100011030001146   
0601LUC1N       20190101000965100000005000 0100011120001149   
0601LUC1N       20190101000970100000005000 0100011210001153   
0601LUC1N       20190101000975100000005000 0100011300001156   
0601LUC1N       20190101000980100000005000 0100011390001159   
0601LUC1N       20190101000985100000005000 0100011480001163   
0601LUC1N       20190101000990100000005000 0100011570001166   
0601LUC1N       20190101000995100000005000 0100011670001170   
0601LUC1N       20190101001000100000005000 0100011760001173   
0601LUC1N       20190101001005100000005000 0100011860001177   
0601LUC1N       20190101001010100000005000 0100011960001181   
0601LUC1N       20190101001015100000005000 0100012070001186   
0601LUC1N       20190101001020100000005000 0100012160001189   
0601LUC1N       20190101001025100000005000 0100012260001193   
0601LUC1N       20190101001030100000005000 0100012360001197   
0601LUC1N       20190101001035100000005000 0100012460001201   
0601LUC1N       20190101001040100000005000 0100012560001205   
0601LUC1N       20190101001045100000005000 0100012660001209   
0601LUC1N       20190101001050100000005000 0100012760001212   
0601LUC1N       20190101001055100000005000 0100012860001216   
0601LUC1N       20190101001060100000005000 0100012960001220   
0601LUC1N       20190101001065100000005000 0100013060001223   
0601LUC1N       20190101001070100000005000 0100013160001227   
0601LUC1N       20190101001075100000005000 0100013280001232   
0601LUC1N       20190101001080100000005000 0100013380001236   
0601LUC1N       20190101001085100000005000 0100013480001240   
0601LUC1N       20190101001090100000005000 0100013590001244   
0601LUC1N       20190101001095100000005000 0100013690001247   
0601LUC1N       20190101001100100000005000 0100013790001251   
0601LUC1N       20190101001105100000005000 0100013910001256   
0601LUC1N       20190101001110100000005000 0100014020001260   
0601LUC1N       20190101001115100000005000 0100014120001264   
0601LUC1N       20190101001120100000005000 0100014230001268   
0601LUC1N       20190101001125100000005000 0100014350001273   
0601LUC1N       20190101001130100000005000 0100014460001277   
0601LUC1N       20190101001135100000005000 0100014560001280   
0601LUC1N       20190101001140100000005000 0100014690001286   
0601LUC1N       20190101001145100000005000 0100014790001289   
0601LUC1N       20190101001150100000005000 0100014900001293   
0601LUC1N       20190101001155100000005000 0100015030001298   
0601LUC1N       20190101001160100000005000 0100015130001302   
0601LUC1N       20190101001165100000005000 0100015240001305   
0601LUC1N       20190101001170100000005000 0100015370001311   
0601LUC1N       20190101001175100000005000 0100015480001315   
0601LUC1N       20190101001180100000005000 0100015590001318   
0601LUC1N       20190101001185100000005000 0100015720001324   
0601LUC1N       20190101001190100000005000 0100015830001327   
0601LUC1N       20190101001195100000005000 0100015940001331   
0601LUC1N       20190101001200100000005000 0100016080001337   
0601LUC1N       20190101001205100000005000 0100016200001342   
0601LUC1N       20190101001210100000005000 0100016310001345   
0601LUC1N       20190101001215100000005000 0100016460001352   
0601LUC1N       20190101001220100000005000 0100016580001356   
0601LUC1N       20190101001225100000005000 0100016700001360   
0601LUC1N       20190101001230100000005000 0100016840001366   
0601LUC1N       20190101001235100000005000 0100016960001371   
0601LUC1N       20190101001240100000005000 0100017090001375   
0601LUC1N       20190101001245100000005000 0100017230001381   
0601LUC1N       20190101001250100000005000 0100017360001386   
0601LUC1N       20190101001255100000005000 0100017480001390   
0601LUC1N       20190101001260100000005000 0100017630001396   
0601LUC1N       20190101001265100000005000 0100017750001400   
0601LUC1N       20190101001270100000005000 0100017870001404   
0601LUC1N       20190101001275100000005000 0100018020001411   
0601LUC1N       20190101001280100000005000 0100018150001415   
0601LUC1N       20190101001285100000005000 0100018270001419   
0601LUC1N       20190101001290100000005000 0100018420001425   
0601LUC1N       20190101001295100000005000 0100018540001429   
0601LUC1N       20190101001300100000005000 0100018670001433   
0601LUC1N       20190101001305100000005000 0100018820001439   
0601LUC1N       20190101001310100000005000 0100018940001443   
0601LUC1N       20190101001315100000005000 0100019070001447   
0601LUC1N       20190101001320100000005000 0100019210001453   
0601LUC1N       20190101001325100000005000 0100019340001457   
0601LUC1N       20190101001330100000005000 0100019460001460   
0601LUC1N       20190101001335100000005000 0100019610001466   
0601LUC1N       20190101001340100000005000 0100019740001470   
0601LUC1N       20190101001345100000005000 0100019860001474   
0601LUC1N       20190101001350100000005000 0100020010001479   
0601LUC1N       20190101001355100000005000 0100020140001484   
0601LUC1N       20190101001360100000005000 0100020270001488   
0601LUC1N       20190101001365100000005000 0100020420001493   
0601LUC1N       20190101001370100000005000 0100020540001497   
0601LUC1N       20190101001375100000005000 0100020670001501   
0601LUC1N       20190101001380100000005000 0100020820001506   
0601LUC1N       20190101001385100000005000 0100020940001509   
0601LUC1N       20190101001390100000005000 0100021070001513   
0601LUC1N       20190101001395100000005000 0100021220001518   
0601LUC1N       20190101001400100000005000 0100021350001522   
0601LUC1N       20190101001405100000005000 0100021470001525   
0601LUC1N       20190101001410100000005000 0100021620001531   
0601LUC1N       20190101001415100000005000 0100021750001534   
0601LUC1N       20190101001420100000005000 0100021880001538   
0601LUC1N       20190101001425100000005000 0100022030001543   
0601LUC1N       20190101001430100000005000 0100022160001547   
0601LUC1N       20190101001435100000005000 0100022280001550   
0601LUC1N       20190101001440100000005000 0100022430001555   
0601LUC1N       20190101001445100000005000 0100022560001559   
0601LUC1N       20190101001450100000005000 0100022690001562   
0601LUC1N       20190101001455100000005000 0100022840001567   
0601LUC1N       20190101001460100000005000 0100022970001571   
0601LUC1N       20190101001465100000005000 0100023100001574   
0601LUC1N       20190101001470100000005000 0100023250001579   
0601LUC1N       20190101001475100000005000 0100023370001582   
0601LUC1N       20190101001480100000005000 0100023500001585   
0601LUC1N       20190101001485100000005000 0100023660001591   
0601LUC1N       20190101001490100000005000 0100023780001593   
0601LUC1N       20190101001495100000005000 0100023910001597   
0601LUC1N       20190101001500100000005000 0100024060001601   
0601LUC1N       20190101001505100000005000 0100024190001605   
0601LUC1N       20190101001510100000005000 0100024320001608   
0601LUC1N       20190101001515100000005000 0100024470001613   
0601LUC1N       20190101001520100000005000 0100024600001616   
0601LUC1N       20190101001525100000005000 0100024730001619   
0601LUC1N       20190101001530100000005000 0100024880001623   
0601LUC1N       20190101001535100000005000 0100025010001627   
0601LUC1N       20190101001540100000005000 0100025140001630   
0601LUC1N       20190101001545100000005000 0100025290001634   
0601LUC1N       20190101001550100000005000 0100025420001637   
0601LUC1N       20190101001555100000005000 0100025550001640   
0601LUC1N       20190101001560100000005000 0100025690001644   
0601LUC1N       20190101001565100000005000 0100025830001648   
0601LUC1N       20190101001570100000005000 0100025960001651   
0601LUC1N       20190101001575100000005000 0100026100001655   
0601LUC1N       20190101001580100000005000 0100026240001658   
0601LUC1N       20190101001585100000005000 0100026370001661   
0601LUC1N       20190101001590100000005000 0100026510001665   
0601LUC1N       20190101001595100000005000 0100026660001669   
0601LUC1N       20190101001600100000005000 0100026790001672   
0601LUC1N       20190101001605100000005000 0100026930001675   
0601LUC1N       20190101001610100000005000 0100027070001679   
0601LUC1N       20190101001615100000005000 0100027200001682   
0601LUC1N       20190101001620100000005000 0100027340001685   
0601LUC1N       20190101001625100000005000 0100027480001688   
0601LUC1N       20190101001630100000005000 0100027610001691   
0601LUC1N       20190101001635100000005000 0100027750001695   
0601LUC1N       20190101001640100000005000 0100027900001699   
0601LUC1N       20190101001645100000005000 0100028030001701   
0601LUC1N       20190101001650100000005000 0100028170001705   
0601LUC1N       20190101001655100000005000 0100028310001708   
0601LUC1N       20190101001660100000005000 0100028440001711   
0601LUC1N       20190101001665100000005000 0100028570001713   
0601LUC1N       20190101001670100000005000 0100028730001718   
0601LUC1N       20190101001675100000005000 0100028860001720   
0601LUC1N       20190101001680100000005000 0100028990001723   
0601LUC1N       20190101001685100000005000 0100029140001727   
0601LUC1N       20190101001690100000005000 0100029270001729   
0601LUC1N       20190101001695100000005000 0100029400001732   
0601LUC1N       20190101001700100000005000 0100029560001736   
0601LUC1N       20190101001705100000005000 0100029690001739   
0601LUC1N       20190101001710100000005000 0100029820001741   
0601LUC1N       20190101001715100000005000 0100029980001746   
0601LUC1N       20190101001720100000005000 0100030110001748   
0601LUC1N       20190101001725100000005000 0100030240001751   
0601LUC1N       20190101001730100000005000 0100030390001754   
0601LUC1N       20190101001735100000005000 0100030520001757   
0601LUC1N       20190101001740100000005000 0100030650001759   
0601LUC1N       20190101001745100000005000 0100030810001763   
0601LUC1N       20190101001750100000005000 0100030940001765   
0601LUC1N       20190101001755100000005000 0100031070001768   
0601LUC1N       20190101001760100000005000 0100031230001772   
0601LUC1N       20190101001765100000005000 0100031360001774   
0601LUC1N       20190101001770100000005000 0100031490001777   
0601LUC1N       20190101001775100000005000 0100031650001781   
0601LUC1N       20190101001780100000005000 0100031780001783   
0601LUC1N       20190101001785100000005000 0100031910001785   
0601LUC1N       20190101001790100000005000 0100032070001789   
0601LUC1N       20190101001795100000005000 0100032200001791   
0601LUC1N       20190101001800100000005000 0100032330001794   
0601LUC1N       20190101001805100000005000 0100032490001798   
0601LUC1N       20190101001810100000005000 0100032620001800   
0601LUC1N       20190101001815100000005000 0100032750001802   
0601LUC1N       20190101001820100000005000 0100032900001805   
0601LUC1N       20190101001825100000005000 0100033040001808   
0601LUC1N       20190101001830100000005000 0100033170001810   
0601LUC1N       20190101001835100000005000 0100033330001814   
0601LUC1N       20190101001840100000005000 0100033460001816   
0601LUC1N       20190101001845100000005000 0100033590001818   
0601LUC1N       20190101001850100000005000 0100033750001822   
0601LUC1N       20190101001855100000005000 0100033880001824   
0601LUC1N       20190101001860100000005000 0100034010001826   
0601LUC1N       20190101001865100000005000 0100034170001830   
0601LUC1N       20190101001870100000005000 0100034300001832   
0601LUC1N       20190101001875100000005000 0100034430001834   
0601LUC1N       20190101001880100000005000 0100034590001837   
0601LUC1N       20190101001885100000005000 0100034720001839   
0601LUC1N       20190101001890100000005000 0100034850001841   
0601LUC1N       20190101001895100000005000 0100035010001845   
0601LUC1N       20190101001900100000005000 0100035140001847   
0601LUC1N       20190101001905100000005000 0100035270001849   
0601LUC1N       20190101001910100000005000 0100035430001853   
0601LUC1N       20190101001915100000005000 0100035560001854   
0601LUC1N       20190101001920100000005000 0100035700001857   
0601LUC1N       20190101001925100000005000 0100035850001860   
0601LUC1N       20190101001930100000005000 0100035990001862   
0601LUC1N       20190101001935100000005000 0100036120001864   
0601LUC1N       20190101001940100000005000 0100036280001868   
0601LUC1N       20190101001945100000005000 0100036410001870   
0601LUC1N       20190101001950100000005000 0100036540001871   
0601LUC1N       20190101001955100000005000 0100036700001875   
0601LUC1N       20190101001960100000005000 0100036830001877   
0601LUC1N       20190101001965100000005000 0100036970001879   
0601LUC1N       20190101001970100000005000 0100037120001882   
0601LUC1N       20190101001975100000005000 0100037260001884   
0601LUC1N       20190101001980100000005000 0100037390001886   
0601LUC1N       20190101001985100000005000 0100037550001889   
0601LUC1N       20190101001990100000005000 0100037680001891   
0601LUC1N       20190101001995100000005000 0100037810001893   
0601LUC1N       20190101002000100000005000 0100037970001896   
0601LUC1N       20190101002005100000005000 0100038100001898   
0601LUC1N       20190101002010100000005000 0100038240001900   
0601LUC1N       20190101002015100000005000 0100038400001903   
0601LUC1N       20190101002020100000005000 0100038530001905   
0601LUC1N       20190101002025100000005000 0100038660001907   
0601LUC1N       20190101002030100000005000 0100038820001910   
0601LUC1N       20190101002035100000005000 0100038950001912   
0601LUC1N       20190101002040100000005000 0100039090001914   
0601LUC1N       20190101002045100000005000 0100039250001917   
0601LUC1N       20190101002050100000005000 0100039380001919   
0601LUC1N       20190101002055100000005000 0100039510001920   
0601LUC1N       20190101002060100000005000 0100039670001923   
0601LUC1N       20190101002065100000005000 0100039800001925   
0601LUC1N       20190101002070100000005000 0100039940001927   
0601LUC1N       20190101002075100000005000 0100040100001930   
0601LUC1N       20190101002080100000005000 0100040230001932   
0601LUC1N       20190101002085100000005000 0100040360001933   
0601LUC1N       20190101002090100000005000 0100040520001936   
0601LUC1N       20190101002095100000005000 0100040660001938   
0601LUC1N       20190101002100100000005000 0100040790001940   
0601LUC1N       20190101002105100000005000 0100040950001943   
0601LUC1N       20190101002110100000005000 0100041080001945   
0601LUC1N       20190101002115100000005000 0100041220001947   
0601LUC1N       20190101002120100000005000 0100041370001949   
0601LUC1N       20190101002125100000005000 0100041510001951   
0601LUC1N       20190101002130100000005000 0100041640001953   
0601LUC1N       20190101002135100000005000 0100041800001956   
0601LUC1N       20190101002140100000005000 0100041940001958   
0601LUC1N       20190101002145100000005000 0100042070001959   
0601LUC1N       20190101002150100000005000 0100042230001962   
0601LUC1N       20190101002155100000005000 0100042360001963   
0601LUC1N       20190101002160100000005000 0100042500001965   
0601LUC1N       20190101002165100000005000 0100042660001968   
0601LUC1N       20190101002170100000005000 0100042790001970   
0601LUC1N       20190101002175100000005000 0100042920001971   
0601LUC1N       20190101002180100000005000 0100043080001974   
0601LUC1N       20190101002185100000005000 0100043220001976   
0601LUC1N       20190101002190100000005000 0100043350001977   
0601LUC1N       20190101002195100000005000 0100043510001980   
0601LUC1N       20190101002200100000005000 0100043640001981   
0601LUC1N       20190101002205100000005000 0100043780001983   
0601LUC1N       20190101002210100000005000 0100043940001986   
0601LUC1N       20190101002215100000005000 0100044070001987   
0601LUC1N       20190101002220100000005000 0100044210001989   
0601LUC1N       20190101002225100000005000 0100044370001992   
0601LUC1N       20190101002230100000005000 0100044500001993   
0601LUC1N       20190101002235100000005000 0100044640001995   
0601LUC1N       20190101002240100000005000 0100044800001998   
0601LUC1N       20190101002245100000005000 0100044930001999   
0601LUC1N       20190101002250100000005000 0100045060002000   
0601LUC1N       20190101002255100000005000 0100045220002003   
0601LUC1N       20190101002260100000005000 0100045360002005   
0601LUC1N       20190101002265100000005000 0100045490002006   
0601LUC1N       20190101002270100000005000 0100045640002008   
0601LUC1N       20190101002275100000005000 0100045790002011   
0601LUC1N       20190101002280100000005000 0100045920002012   
0601LUC1N       20190101002285100000005000 0100046070002014   
0601LUC1N       20190101002290100000005000 0100046220002016   
0601LUC1N       20190101002295100000005000 0100046350002017   
0601LUC1N       20190101002300100000005000 0100046500002020   
0601LUC1N       20190101002305100000005000 0100046650002022   
0601LUC1N       20190101002310100000005000 0100046780002023   
0601LUC1N       20190101002315100000005000 0100046930002025   
0601LUC1N       20190101002320100000005000 0100047070002027   
0601LUC1N       20190101002325100000005000 0100047210002028   
0601LUC1N       20190101002330100000005000 0100047360002030   
0601LUC1N       20190101002335100000005000 0100047500002032   
0601LUC1N       20190101002340100000005000 0100047640002034   
0601LUC1N       20190101002345100000005000 0100047790002036   
0601LUC1N       20190101002350100000005000 0100047930002037   
0601LUC1N       20190101002355100000005000 0100048070002039   
0601LUC1N       20190101002360100000005000 0100048220002041   
0601LUC1N       20190101002365100000005000 0100048360002043   
0601LUC1N       20190101002370100000005000 0100048500002044   
0601LUC1N       20190101002375100000005000 0100048630002045   
0601LUC1N       20190101002380100000005000 0100048800002048   
0601LUC1N       20190101002385100000005000 0100048930002049   
0601LUC1N       20190101002390100000005000 0100049060002051   
0601LUC1N       20190101002395100000005000 0100049230002053   
0601LUC1N       20190101002400100000005000 0100049360002055   
0601LUC1N       20190101002405100000005000 0100049500002056   
0601LUC1N       20190101002410100000005000 0100049660002058   
0601LUC1N       20190101002415100000005000 0100049790002060   
0601LUC1N       20190101002420100000005000 0100049930002061   
0601LUC1N       20190101002425100000005000 0100050090002063   
0601LUC1N       20190101002430100000005000 0100050220002065   
0601LUC1N       20190101002435100000005000 0100050360002066   
0601LUC1N       20190101002440100000005000 0100050520002068   
0601LUC1N       20190101002445100000005000 0100050650002069   
0601LUC1N       20190101002450100000005000 0100050790002071   
0601LUC1N       20190101002455100000005000 0100050950002073   
0601LUC1N       20190101002460100000005000 0100051080002074   
0601LUC1N       20190101002465100000005000 0100051220002076   
0601LUC1N       20190101002470100000005000 0100051380002078   
0601LUC1N       20190101002475100000005000 0100051520002080   
0601LUC1N       20190101002480100000005000 0100051650002081   
0601LUC1N       20190101002485100000005000 0100051810002083   
0601LUC1N       20190101002490100000005000 0100051950002084   
0601LUC1N       20190101002495100000005000 0100052080002085   
0601LUC1N       20190101002500100000005000 0100052240002088   
0601LUC1N       20190101002505100000005000 0100052380002089   
0601LUC1N       20190101002510100000005000 0100052520002090   
0601LUC1N       20190101002515100000005000 0100052680002093   
0601LUC1N       20190101002520100000005000 0100052810002094   
0601LUC1N       20190101002525100000005000 0100052950002095   
0601LUC1N       20190101002530100000005000 0100053110002097   
0601LUC1N       20190101002535100000005000 0100053240002098   
0601LUC1N       20190101002540100000005000 0100053380002100   
0601LUC1N       20190101002545100000005000 0100053540002102   
0601LUC1N       20190101002550100000005000 0100053680002103   
0601LUC1N       20190101002555100000005000 0100053810002104   
0601LUC1N       20190101002560100000005000 0100053970002106   
0601LUC1N       20190101002565100000005000 0100054110002107   
0601LUC1N       20190101002570100000005000 0100054240002108   
0601LUC1N       20190101002575100000005000 0100054410002111   
0601LUC1N       20190101002580100000005000 0100054540002112   
0601LUC1N       20190101002585100000005000 0100054680002113   
0601LUC1N       20190101002590100000005000 0100054840002115   
0601LUC1N       20190101002595100000005000 0100054970002116   
0601LUC1N       20190101002600100000005000 0100055110002118   
0601LUC1N       20190101002605100000005000 0100055270002120   
0601LUC1N       20190101002610100000005000 0100055410002121   
0601LUC1N       20190101002615100000005000 0100055540002122   
0601LUC1N       20190101002620100000005000 0100055710002124   
0601LUC1N       20190101002625100000005000 0100055840002125   
0601LUC1N       20190101002630100000005000 0100055980002126   
0601LUC1N       20190101002635100000005000 0100056140002129   
0601LUC1N       20190101002640100000005000 0100056270002129   
0601LUC1N       20190101002645100000005000 0100056410002131   
0601LUC1N       20190101002650100000005000 0100056570002133   
0601LUC1N       20190101002655100000005000 0100056710002134   
0601LUC1N       20190101002660100000005000 0100056840002135   
0601LUC1N       20190101002665100000005000 0100057000002137   
0601LUC1N       20190101002670100000005000 0100057140002138   
0601LUC1N       20190101002675100000005000 0100057280002139   
0601LUC1N       20190101002680100000005000 0100057440002141   
0601LUC1N       20190101002685100000005000 0100057570002142   
0601LUC1N       20190101002690100000005000 0100057710002143   
0601LUC1N       20190101002695100000005000 0100057870002145   
0601LUC1N       20190101002700100000005000 0100058010002147   
0601LUC1N       20190101002705100000005000 0100058140002147   
0601LUC1N       20190101002710100000005000 0100058310002150   
0601LUC1N       20190101002715100000005000 0100058440002151   
0601LUC1N       20190101002720100000005000 0100058580002152   
0601LUC1N       20190101002725100000005000 0100058740002154   
0601LUC1N       20190101002730100000005000 0100058880002155   
0601LUC1N       20190101002735100000005000 0100059010002156   
0601LUC1N       20190101002740100000005000 0100059170002158   
0601LUC1N       20190101002745100000005000 0100059310002159   
0601LUC1N       20190101002750100000005000 0100059450002160   
0601LUC1N       20190101002755100000005000 0100059610002162   
0601LUC1N       20190101002760100000005000 0100059740002163   
0601LUC1N       20190101002765100000005000 0100059880002164   
0601LUC1N       20190101002770100000005000 0100060040002166   
0601LUC1N       20190101002775100000005000 0100060180002167   
0601LUC1N       20190101002780100000005000 0100060320002168   
0601LUC1N       20190101002785100000005000 0100060480002170   
0601LUC1N       20190101002790100000005000 0100060610002170   
0601LUC1N       20190101002795100000005000 0100060750002172   
0601LUC1N       20190101002800100000005000 0100060910002173   
0601LUC1N       20190101002805100000005000 0100061050002175   
0601LUC1N       20190101002810100000005000 0100061180002175   
0601LUC1N       20190101002815100000005000 0100061350002177   
0601LUC1N       20190101002820100000005000 0100061480002178   
0601LUC1N       20190101002825100000005000 0100061620002179   
0601LUC1N       20190101002830100000005000 0100061780002181   
0601LUC1N       20190101002835100000005000 0100061920002182   
0601LUC1N       20190101002840100000005000 0100062050002183   
0601LUC1N       20190101002845100000005000 0100062220002185   
0601LUC1N       20190101002850100000005000 0100062350002186   
0601LUC1N       20190101002855100000005000 0100062490002187   
0601LUC1N       20190101002860100000005000 0100062650002189   
0601LUC1N       20190101002865100000005000 0100062790002190   
0601LUC1N       20190101002870100000005000 0100062930002191   
0601LUC1N       20190101002875100000005000 0100063090002193   
0601LUC1N       20190101002880100000005000 0100063220002193   
0601LUC1N       20190101002885100000005000 0100063360002194   
0601LUC1N       20190101002890100000005000 0100063520002196   
0601LUC1N       20190101002895100000005000 0100063660002197   
0601LUC1N       20190101002900100000005000 0100063800002198   
0601LUC1N       20190101002905100000005000 0100063960002200   
0601LUC1N       20190101002910100000005000 0100064100002201   
0601LUC1N       20190101002915100000005000 0100064230002202   
0601LUC1N       20190101002920100000005000 0100064390002203   
0601LUC1N       20190101002925100000005000 0100064530002204   
0601LUC1N       20190101002930100000005000 0100064670002205   
0601LUC1N       20190101002935100000005000 0100064830002207   
0601LUC1N       20190101002940100000005000 0100064970002208   
0601LUC1N       20190101002945100000005000 0100065100002209   
0601LUC1N       20190101002950100000005000 0100065270002211   
0601LUC1N       20190101002955100000005000 0100065400002211   
0601LUC1N       20190101002960100000005000 0100065540002212   
0601LUC1N       20190101002965100000005000 0100065700002214   
0601LUC1N       20190101002970100000005000 0100065840002215   
0601LUC1N       20190101002975100000005000 0100065970002216   
0601LUC1N       20190101002980100000005000 0100066140002218   
0601LUC1N       20190101002985100000005000 0100066270002218   
0601LUC1N       20190101002990100000005000 0100066410002219   
0601LUC1N       20190101002995100000005000 0100066560002221   
0601LUC1N       20190101003000100000005000 0100066710002222   
0601LUC1N       20190101003005100000005000 0100066850002223   
0601LUC1N       20190101003010100000005000 0100067000002224   
0601LUC1N       20190101003015100000005000 0100067150002225   
0601LUC1N       20190101003020100000005000 0100067280002226   
0601LUC1N       20190101003025100000005000 0100067430002227   
0601LUC1N       20190101003030100000005000 0100067580002229   
0601LUC1N       20190101003035100000005000 0100067720002229   
0601LUC1N       20190101003040100000005000 0100067870002231   
0601LUC1N       20190101003045100000005000 0100068020002232   
0601LUC1N       20190101003050100000005000 0100068160002233   
0601LUC1N       20190101003055100000005000 0100068300002234   
0601LUC1N       20190101003060100000005000 0100068460002235   
0601LUC1N       20190101003065100000005000 0100068590002236   
0601LUC1N       20190101003070100000005000 0100068740002237   
0601LUC1N       20190101003075100000005000 0100068890002239   
0601LUC1N       20190101003080100000005000 0100069030002239   
0601LUC1N       20190101003085100000005000 0100069170002240   
0601LUC1N       20190101003090100000005000 0100069330002242   
0601LUC1N       20190101003095100000005000 0100069470002243   
0601LUC1N       20190101003100100000005000 0100069600002243   
0601LUC1N       20190101003105100000005000 0100069770002245   
0601LUC1N       20190101003110100000005000 0100069900002246   
0601LUC1N       20190101003115100000005000 0100070040002247   
0601LUC1N       20190101003120100000005000 0100070200002248   
0601LUC1N       20190101003125100000005000 0100070340002249   
