00LU               20181210                                                                                   
0601LUA3N       20190101003895100000005000 0300090620002325   
0601LUA3N       20190101003900100000005000 0300090760002326   
0601LUA3N       20190101003905100000005000 0300090920002327   
0601LUA3N       20190101003910100000005000 0300091070002328   
0601LUA3N       20190101003915100000005000 0300091210002328   
0601LUA3N       20190101003920100000005000 0300091370002329   
0601LUA3N       20190101003925100000005000 0300091510002330   
0601LUA3N       20190101003930100000005000 0300091660002331   
0601LUA3N       20190101003935100000005000 0300091820002332   
0601LUA3N       20190101003940100000005000 0300091960002333   
0601LUA3N       20190101003945100000005000 0300092100002333   
0601LUA3N       20190101003950100000005000 0300092270002334   
0601LUA3N       20190101003955100000005000 0300092410002335   
0601LUA3N       20190101003960100000005000 0300092550002336   
0601LUA3N       20190101003965100000005000 0300092720002337   
0601LUA3N       20190101003970100000005000 0300092860002338   
0601LUA3N       20190101003975100000005000 0300093000002338   
0601LUA3N       20190101003980100000005000 0300093170002339   
0601LUA3N       20190101003985100000005000 0300093310002340   
0601LUA3N       20190101003990100000005000 0300093450002341   
0601LUA3N       20190101003995100000005000 0300093620002342   
0601LUA3N       20190101004000100002000000 0300123650002473   
0601LUA3N       20190101006000100002000000 0300183540002622   
0601LUA3N       20190101008000100002000000 0300241010002678   
0601LUA4N       20190101000000100000120000 0400000130000000   
0601LUA4N       20190101000120100000005000 0400000130000106   
0601LUA4N       20190101000125100000005000 0400000130000102   
0601LUA4N       20190101000130100000005000 0400000130000098   
0601LUA4N       20190101000135100000005000 0400000130000095   
0601LUA4N       20190101000140100000005000 0400000130000091   
0601LUA4N       20190101000145100000005000 0400000130000088   
0601LUA4N       20190101000150100000005000 0400000130000085   
0601LUA4N       20190101000155100000005000 0400000130000083   
0601LUA4N       20190101000160100000005000 0400000130000080   
0601LUA4N       20190101000165100000005000 0400000130000078   
0601LUA4N       20190101000170100000005000 0400000130000075   
0601LUA4N       20190101000175100000005000 0400000130000073   
0601LUA4N       20190101000180100000005000 0400000130000071   
0601LUA4N       20190101000185100000005000 0400000130000069   
0601LUA4N       20190101000190100000005000 0400000130000068   
0601LUA4N       20190101000195100000005000 0400000130000066   
0601LUA4N       20190101000200100000005000 0400000130000064   
0601LUA4N       20190101000205100000005000 0400000130000063   
0601LUA4N       20190101000210100000005000 0400000130000061   
0601LUA4N       20190101000215100000005000 0400000130000060   
0601LUA4N       20190101000220100000005000 0400000130000058   
0601LUA4N       20190101000225100000005000 0400000130000057   
0601LUA4N       20190101000230100000005000 0400000130000056   
0601LUA4N       20190101000235100000005000 0400000130000055   
0601LUA4N       20190101000240100000005000 0400000130000054   
0601LUA4N       20190101000245100000005000 0400000130000053   
0601LUA4N       20190101000250100000005000 0400000130000051   
0601LUA4N       20190101000255100000005000 0400000130000050   
0601LUA4N       20190101000260100000005000 0400000130000050   
0601LUA4N       20190101000265100000005000 0400000130000049   
0601LUA4N       20190101000270100000005000 0400000130000048   
0601LUA4N       20190101000275100000005000 0400000130000047   
0601LUA4N       20190101000280100000005000 0400000130000046   
0601LUA4N       20190101000285100000005000 0400000130000045   
0601LUA4N       20190101000290100000005000 0400000130000044   
0601LUA4N       20190101000295100000005000 0400000130000044   
0601LUA4N       20190101000300100000005000 0400000130000043   
0601LUA4N       20190101000305100000005000 0400000130000042   
0601LUA4N       20190101000310100000005000 0400000130000042   
0601LUA4N       20190101000315100000005000 0400000130000041   
0601LUA4N       20190101000320100000005000 0400000130000040   
0601LUA4N       20190101000325100000005000 0400000130000040   
0601LUA4N       20190101000330100000005000 0400000130000039   
0601LUA4N       20190101000335100000005000 0400000130000039   
0601LUA4N       20190101000340100000005000 0400000130000038   
0601LUA4N       20190101000345100000005000 0400000130000037   
0601LUA4N       20190101000350100000005000 0400000130000037   
0601LUA4N       20190101000355100000005000 0400000130000036   
0601LUA4N       20190101000360100000005000 0400000130000036   
0601LUA4N       20190101000365100000005000 0400000130000035   
0601LUA4N       20190101000370100000005000 0400000130000035   
0601LUA4N       20190101000375100000005000 0400000130000034   
0601LUA4N       20190101000380100000005000 0400000130000034   
0601LUA4N       20190101000385100000005000 0400000130000034   
0601LUA4N       20190101000390100000005000 0400000130000033   
0601LUA4N       20190101000395100000005000 0400000130000033   
0601LUA4N       20190101000400100000005000 0400000130000032   
0601LUA4N       20190101000405100000005000 0400000130000032   
0601LUA4N       20190101000410100000005000 0400000130000032   
0601LUA4N       20190101000415100000005000 0400000130000031   
0601LUA4N       20190101000420100000005000 0400000130000031   
0601LUA4N       20190101000425100000005000 0400000130000030   
0601LUA4N       20190101000430100000005000 0400000130000030   
0601LUA4N       20190101000435100000005000 0400000130000030   
0601LUA4N       20190101000440100000005000 0400000130000029   
0601LUA4N       20190101000445100000005000 0400000130000029   
0601LUA4N       20190101000450100000005000 0400000130000029   
0601LUA4N       20190101000455100000005000 0400000140000031   
0601LUA4N       20190101000460100000005000 0400000150000032   
0601LUA4N       20190101000465100000005000 0400000160000034   
0601LUA4N       20190101000470100000005000 0400000170000036   
0601LUA4N       20190101000475100000005000 0400000190000040   
0601LUA4N       20190101000480100000005000 0400000200000041   
0601LUA4N       20190101000485100000005000 0400000210000043   
0601LUA4N       20190101000490100000005000 0400000230000047   
0601LUA4N       20190101000495100000005000 0400000250000050   
0601LUA4N       20190101000500100000005000 0400000280000056   
0601LUA4N       20190101000505100000005000 0400000310000061   
0601LUA4N       20190101000510100000005000 0400000350000068   
0601LUA4N       20190101000515100000005000 0400000400000077   
0601LUA4N       20190101000520100000005000 0400000460000088   
0601LUA4N       20190101000525100000005000 0400000520000099   
0601LUA4N       20190101000530100000005000 0400000580000109   
0601LUA4N       20190101000535100000005000 0400000640000119   
0601LUA4N       20190101000540100000005000 0400000710000131   
0601LUA4N       20190101000545100000005000 0400000770000141   
0601LUA4N       20190101000550100000005000 0400000840000152   
0601LUA4N       20190101000555100000005000 0400000910000163   
0601LUA4N       20190101000560100000005000 0400000980000174   
0601LUA4N       20190101000565100000005000 0400001050000185   
0601LUA4N       20190101000570100000005000 0400001110000194   
0601LUA4N       20190101000575100000005000 0400001170000203   
0601LUA4N       20190101000580100000005000 0400001240000213   
0601LUA4N       20190101000585100000005000 0400001310000223   
0601LUA4N       20190101000590100000005000 0400001380000233   
0601LUA4N       20190101000595100000005000 0400001460000244   
0601LUA4N       20190101000600100000005000 0400001540000256   
0601LUA4N       20190101000605100000005000 0400001610000265   
0601LUA4N       20190101000610100000005000 0400001680000274   
0601LUA4N       20190101000615100000005000 0400001750000283   
0601LUA4N       20190101000620100000005000 0400001830000294   
0601LUA4N       20190101000625100000005000 0400001910000304   
0601LUA4N       20190101000630100000005000 0400001980000313   
0601LUA4N       20190101000635100000005000 0400002060000323   
0601LUA4N       20190101000640100000005000 0400002140000333   
0601LUA4N       20190101000645100000005000 0400002200000340   
0601LUA4N       20190101000650100000005000 0400002280000349   
0601LUA4N       20190101000655100000005000 0400002350000357   
0601LUA4N       20190101000660100000005000 0400002430000367   
0601LUA4N       20190101000665100000005000 0400002510000376   
0601LUA4N       20190101000670100000005000 0400002590000385   
0601LUA4N       20190101000675100000005000 0400002660000393   
0601LUA4N       20190101000680100000005000 0400002730000400   
0601LUA4N       20190101000685100000005000 0400002800000407   
0601LUA4N       20190101000690100000005000 0400002880000416   
0601LUA4N       20190101000695100000005000 0400002960000424   
0601LUA4N       20190101000700100000005000 0400003040000433   
0601LUA4N       20190101000705100000005000 0400003110000440   
0601LUA4N       20190101000710100000005000 0400003190000448   
0601LUA4N       20190101000715100000005000 0400003270000456   
0601LUA4N       20190101000720100000005000 0400003350000464   
0601LUA4N       20190101000725100000005000 0400003420000470   
0601LUA4N       20190101000730100000005000 0400003500000478   
0601LUA4N       20190101000735100000005000 0400003580000485   
0601LUA4N       20190101000740100000005000 0400003650000492   
0601LUA4N       20190101000745100000005000 0400003750000502   
0601LUA4N       20190101000750100000005000 0400003820000508   
0601LUA4N       20190101000755100000005000 0400003910000516   
0601LUA4N       20190101000760100000005000 0400003990000523   
0601LUA4N       20190101000765100000005000 0400004080000532   
0601LUA4N       20190101000770100000005000 0400004160000539   
0601LUA4N       20190101000775100000005000 0400004250000547   
0601LUA4N       20190101000780100000005000 0400004330000553   
0601LUA4N       20190101000785100000005000 0400004420000561   
0601LUA4N       20190101000790100000005000 0400004500000568   
0601LUA4N       20190101000795100000005000 0400004590000576   
0601LUA4N       20190101000800100000005000 0400004670000582   
0601LUA4N       20190101000805100000005000 0400004760000589   
0601LUA4N       20190101000810100000005000 0400004840000596   
0601LUA4N       20190101000815100000005000 0400004930000603   
0601LUA4N       20190101000820100000005000 0400005010000609   
0601LUA4N       20190101000825100000005000 0400005090000615   
0601LUA4N       20190101000830100000005000 0400005180000622   
0601LUA4N       20190101000835100000005000 0400005260000628   
0601LUA4N       20190101000840100000005000 0400005350000635   
0601LUA4N       20190101000845100000005000 0400005430000641   
0601LUA4N       20190101000850100000005000 0400005520000648   
0601LUA4N       20190101000855100000005000 0400005600000653   
0601LUA4N       20190101000860100000005000 0400005690000660   
0601LUA4N       20190101000865100000005000 0400005770000665   
0601LUA4N       20190101000870100000005000 0400005860000672   
0601LUA4N       20190101000875100000005000 0400005940000677   
0601LUA4N       20190101000880100000005000 0400006040000684   
0601LUA4N       20190101000885100000005000 0400006130000691   
0601LUA4N       20190101000890100000005000 0400006210000696   
0601LUA4N       20190101000895100000005000 0400006300000702   
0601LUA4N       20190101000900100000005000 0400006390000708   
0601LUA4N       20190101000905100000005000 0400006470000713   
0601LUA4N       20190101000910100000005000 0400006560000719   
0601LUA4N       20190101000915100000005000 0400006640000724   
0601LUA4N       20190101000920100000005000 0400006730000730   
0601LUA4N       20190101000925100000005000 0400006820000735   
0601LUA4N       20190101000930100000005000 0400006900000740   
0601LUA4N       20190101000935100000005000 0400006990000746   
0601LUA4N       20190101000940100000005000 0400007070000750   
0601LUA4N       20190101000945100000005000 0400007160000756   
0601LUA4N       20190101000950100000005000 0400007250000761   
0601LUA4N       20190101000955100000005000 0400007330000766   
0601LUA4N       20190101000960100000005000 0400007420000771   
0601LUA4N       20190101000965100000005000 0400007500000775   
0601LUA4N       20190101000970100000005000 0400007590000780   
0601LUA4N       20190101000975100000005000 0400007680000786   
0601LUA4N       20190101000980100000005000 0400007760000790   
0601LUA4N       20190101000985100000005000 0400007850000795   
0601LUA4N       20190101000990100000005000 0400007930000799   
0601LUA4N       20190101000995100000005000 0400008020000804   
0601LUA4N       20190101001000100000005000 0400008110000809   
0601LUA4N       20190101001005100000005000 0400008190000813   
0601LUA4N       20190101001010100000005000 0400008280000818   
0601LUA4N       20190101001015100000005000 0400008380000824   
0601LUA4N       20190101001020100000005000 0400008470000828   
0601LUA4N       20190101001025100000005000 0400008550000832   
0601LUA4N       20190101001030100000005000 0400008640000837   
0601LUA4N       20190101001035100000005000 0400008730000841   
0601LUA4N       20190101001040100000005000 0400008810000845   
0601LUA4N       20190101001045100000005000 0400008900000850   
0601LUA4N       20190101001050100000005000 0400008980000853   
0601LUA4N       20190101001055100000005000 0400009070000858   
0601LUA4N       20190101001060100000005000 0400009160000862   
0601LUA4N       20190101001065100000005000 0400009260000867   
0601LUA4N       20190101001070100000005000 0400009360000873   
0601LUA4N       20190101001075100000005000 0400009470000879   
0601LUA4N       20190101001080100000005000 0400009570000884   
0601LUA4N       20190101001085100000005000 0400009670000889   
0601LUA4N       20190101001090100000005000 0400009770000894   
0601LUA4N       20190101001095100000005000 0400009870000899   
0601LUA4N       20190101001100100000005000 0400009970000904   
0601LUA4N       20190101001105100000005000 0400010080000910   
0601LUA4N       20190101001110100000005000 0400010180000915   
0601LUA4N       20190101001115100000005000 0400010280000920   
0601LUA4N       20190101001120100000005000 0400010380000925   
0601LUA4N       20190101001125100000005000 0400010500000931   
0601LUA4N       20190101001130100000005000 0400010600000936   
0601LUA4N       20190101001135100000005000 0400010710000942   
0601LUA4N       20190101001140100000005000 0400010830000948   
0601LUA4N       20190101001145100000005000 0400010930000953   
0601LUA4N       20190101001150100000005000 0400011030000957   
0601LUA4N       20190101001155100000005000 0400011150000963   
0601LUA4N       20190101001160100000005000 0400011250000968   
0601LUA4N       20190101001165100000005000 0400011350000972   
0601LUA4N       20190101001170100000005000 0400011470000978   
0601LUA4N       20190101001175100000005000 0400011580000983   
0601LUA4N       20190101001180100000005000 0400011680000988   
0601LUA4N       20190101001185100000005000 0400011800000994   
0601LUA4N       20190101001190100000005000 0400011900000998   
0601LUA4N       20190101001195100000005000 0400012000001002   
0601LUA4N       20190101001200100000005000 0400012120001008   
0601LUA4N       20190101001205100000005000 0400012220001012   
0601LUA4N       20190101001210100000005000 0400012320001016   
0601LUA4N       20190101001215100000005000 0400012450001023   
0601LUA4N       20190101001220100000005000 0400012550001027   
0601LUA4N       20190101001225100000005000 0400012650001031   
0601LUA4N       20190101001230100000005000 0400012770001036   
0601LUA4N       20190101001235100000005000 0400012870001040   
0601LUA4N       20190101001240100000005000 0400012970001044   
0601LUA4N       20190101001245100000005000 0400013090001049   
0601LUA4N       20190101001250100000005000 0400013190001053   
0601LUA4N       20190101001255100000005000 0400013300001058   
0601LUA4N       20190101001260100000005000 0400013420001063   
0601LUA4N       20190101001265100000005000 0400013520001067   
0601LUA4N       20190101001270100000005000 0400013620001070   
0601LUA4N       20190101001275100000005000 0400013740001076   
0601LUA4N       20190101001280100000005000 0400013840001079   
0601LUA4N       20190101001285100000005000 0400013940001083   
0601LUA4N       20190101001290100000005000 0400014060001088   
0601LUA4N       20190101001295100000005000 0400014170001092   
0601LUA4N       20190101001300100000005000 0400014270001096   
0601LUA4N       20190101001305100000005000 0400014390001101   
0601LUA4N       20190101001310100000005000 0400014490001104   
0601LUA4N       20190101001315100000005000 0400014590001107   
0601LUA4N       20190101001320100000005000 0400014710001112   
0601LUA4N       20190101001325100000005000 0400014810001116   
0601LUA4N       20190101001330100000005000 0400014910001119   
0601LUA4N       20190101001335100000005000 0400015040001124   
0601LUA4N       20190101001340100000005000 0400015140001128   
0601LUA4N       20190101001345100000005000 0400015240001131   
0601LUA4N       20190101001350100000005000 0400015360001136   
0601LUA4N       20190101001355100000005000 0400015470001140   
0601LUA4N       20190101001360100000005000 0400015580001143   
0601LUA4N       20190101001365100000005000 0400015710001149   
0601LUA4N       20190101001370100000005000 0400015820001153   
0601LUA4N       20190101001375100000005000 0400015930001156   
0601LUA4N       20190101001380100000005000 0400016070001162   
0601LUA4N       20190101001385100000005000 0400016180001166   
0601LUA4N       20190101001390100000005000 0400016300001171   
0601LUA4N       20190101001395100000005000 0400016430001176   
0601LUA4N       20190101001400100000005000 0400016550001180   
0601LUA4N       20190101001405100000005000 0400016660001184   
0601LUA4N       20190101001410100000005000 0400016800001189   
0601LUA4N       20190101001415100000005000 0400016910001193   
0601LUA4N       20190101001420100000005000 0400017030001197   
0601LUA4N       20190101001425100000005000 0400017160001202   
0601LUA4N       20190101001430100000005000 0400017280001206   
0601LUA4N       20190101001435100000005000 0400017390001210   
0601LUA4N       20190101001440100000005000 0400017530001215   
0601LUA4N       20190101001445100000005000 0400017640001219   
0601LUA4N       20190101001450100000005000 0400017760001223   
0601LUA4N       20190101001455100000005000 0400017890001227   
0601LUA4N       20190101001460100000005000 0400018010001231   
0601LUA4N       20190101001465100000005000 0400018120001235   
0601LUA4N       20190101001470100000005000 0400018260001240   
0601LUA4N       20190101001475100000005000 0400018370001243   
0601LUA4N       20190101001480100000005000 0400018490001247   
0601LUA4N       20190101001485100000005000 0400018620001252   
0601LUA4N       20190101001490100000005000 0400018740001256   
0601LUA4N       20190101001495100000005000 0400018850001259   
0601LUA4N       20190101001500100000005000 0400018990001264   
0601LUA4N       20190101001505100000005000 0400019100001267   
0601LUA4N       20190101001510100000005000 0400019210001270   
0601LUA4N       20190101001515100000005000 0400019350001275   
0601LUA4N       20190101001520100000005000 0400019470001279   
0601LUA4N       20190101001525100000005000 0400019580001282   
0601LUA4N       20190101001530100000005000 0400019720001287   
0601LUA4N       20190101001535100000005000 0400019830001290   
0601LUA4N       20190101001540100000005000 0400019940001293   
0601LUA4N       20190101001545100000005000 0400020080001298   
0601LUA4N       20190101001550100000005000 0400020200001301   
0601LUA4N       20190101001555100000005000 0400020310001304   
0601LUA4N       20190101001560100000005000 0400020420001307   
0601LUA4N       20190101001565100000005000 0400020560001312   
0601LUA4N       20190101001570100000005000 0400020670001314   
0601LUA4N       20190101001575100000005000 0400020790001318   
0601LUA4N       20190101001580100000005000 0400020920001322   
0601LUA4N       20190101001585100000005000 0400021040001325   
0601LUA4N       20190101001590100000005000 0400021150001328   
0601LUA4N       20190101001595100000005000 0400021290001333   
0601LUA4N       20190101001600100000005000 0400021400001335   
0601LUA4N       20190101001605100000005000 0400021520001339   
0601LUA4N       20190101001610100000005000 0400021650001343   
0601LUA4N       20190101001615100000005000 0400021770001346   
0601LUA4N       20190101001620100000005000 0400021880001349   
0601LUA4N       20190101001625100000005000 0400022020001353   
0601LUA4N       20190101001630100000005000 0400022130001356   
0601LUA4N       20190101001635100000005000 0400022250001359   
0601LUA4N       20190101001640100000005000 0400022380001363   
0601LUA4N       20190101001645100000005000 0400022500001366   
0601LUA4N       20190101001650100000005000 0400022630001369   
0601LUA4N       20190101001655100000005000 0400022770001374   
0601LUA4N       20190101001660100000005000 0400022900001377   
0601LUA4N       20190101001665100000005000 0400023020001381   
0601LUA4N       20190101001670100000005000 0400023170001385   
0601LUA4N       20190101001675100000005000 0400023290001388   
0601LUA4N       20190101001680100000005000 0400023410001391   
0601LUA4N       20190101001685100000005000 0400023560001396   
0601LUA4N       20190101001690100000005000 0400023680001399   
0601LUA4N       20190101001695100000005000 0400023810001403   
0601LUA4N       20190101001700100000005000 0400023960001407   
0601LUA4N       20190101001705100000005000 0400024080001410   
0601LUA4N       20190101001710100000005000 0400024200001413   
0601LUA4N       20190101001715100000005000 0400024350001418   
0601LUA4N       20190101001720100000005000 0400024470001421   
0601LUA4N       20190101001725100000005000 0400024600001424   
0601LUA4N       20190101001730100000005000 0400024740001428   
0601LUA4N       20190101001735100000005000 0400024870001431   
0601LUA4N       20190101001740100000005000 0400024990001434   
0601LUA4N       20190101001745100000005000 0400025140001439   
0601LUA4N       20190101001750100000005000 0400025260001441   
0601LUA4N       20190101001755100000005000 0400025380001444   
0601LUA4N       20190101001760100000005000 0400025530001449   
0601LUA4N       20190101001765100000005000 0400025660001452   
0601LUA4N       20190101001770100000005000 0400025780001454   
0601LUA4N       20190101001775100000005000 0400025930001459   
0601LUA4N       20190101001780100000005000 0400026050001461   
0601LUA4N       20190101001785100000005000 0400026170001464   
0601LUA4N       20190101001790100000005000 0400026320001468   
0601LUA4N       20190101001795100000005000 0400026440001471   
0601LUA4N       20190101001800100000005000 0400026570001474   
0601LUA4N       20190101001805100000005000 0400026710001478   
0601LUA4N       20190101001810100000005000 0400026840001481   
0601LUA4N       20190101001815100000005000 0400026960001483   
0601LUA4N       20190101001820100000005000 0400027110001488   
0601LUA4N       20190101001825100000005000 0400027230001490   
0601LUA4N       20190101001830100000005000 0400027360001493   
0601LUA4N       20190101001835100000005000 0400027500001497   
0601LUA4N       20190101001840100000005000 0400027630001500   
0601LUA4N       20190101001845100000005000 0400027750001502   
0601LUA4N       20190101001850100000005000 0400027900001506   
0601LUA4N       20190101001855100000005000 0400028020001508   
0601LUA4N       20190101001860100000005000 0400028150001511   
0601LUA4N       20190101001865100000005000 0400028300001515   
0601LUA4N       20190101001870100000005000 0400028430001518   
0601LUA4N       20190101001875100000005000 0400028560001521   
0601LUA4N       20190101001880100000005000 0400028710001525   
0601LUA4N       20190101001885100000005000 0400028840001528   
0601LUA4N       20190101001890100000005000 0400028960001530   
0601LUA4N       20190101001895100000005000 0400029120001535   
0601LUA4N       20190101001900100000005000 0400029240001537   
0601LUA4N       20190101001905100000005000 0400029370001540   
0601LUA4N       20190101001910100000005000 0400029520001544   
0601LUA4N       20190101001915100000005000 0400029650001546   
0601LUA4N       20190101001920100000005000 0400029770001549   
0601LUA4N       20190101001925100000005000 0400029930001553   
0601LUA4N       20190101001930100000005000 0400030050001555   
0601LUA4N       20190101001935100000005000 0400030180001558   
0601LUA4N       20190101001940100000005000 0400030330001561   
0601LUA4N       20190101001945100000005000 0400030460001564   
0601LUA4N       20190101001950100000005000 0400030590001567   
0601LUA4N       20190101001955100000005000 0400030740001570   
0601LUA4N       20190101001960100000005000 0400030870001573   
0601LUA4N       20190101001965100000005000 0400030990001575   
0601LUA4N       20190101001970100000005000 0400031150001579   
0601LUA4N       20190101001975100000005000 0400031270001581   
0601LUA4N       20190101001980100000005000 0400031400001584   
0601LUA4N       20190101001985100000005000 0400031550001587   
0601LUA4N       20190101001990100000005000 0400031680001590   
0601LUA4N       20190101001995100000005000 0400031800001592   
0601LUA4N       20190101002000100000005000 0400031960001596   
0601LUA4N       20190101002005100000005000 0400032080001598   
0601LUA4N       20190101002010100000005000 0400032210001600   
0601LUA4N       20190101002015100000005000 0400032360001604   
0601LUA4N       20190101002020100000005000 0400032490001606   
0601LUA4N       20190101002025100000005000 0400032620001609   
0601LUA4N       20190101002030100000005000 0400032770001612   
0601LUA4N       20190101002035100000005000 0400032900001615   
0601LUA4N       20190101002040100000005000 0400033040001618   
0601LUA4N       20190101002045100000005000 0400033200001621   
0601LUA4N       20190101002050100000005000 0400033340001624   
0601LUA4N       20190101002055100000005000 0400033470001627   
0601LUA4N       20190101002060100000005000 0400033640001631   
0601LUA4N       20190101002065100000005000 0400033770001633   
0601LUA4N       20190101002070100000005000 0400033910001636   
0601LUA4N       20190101002075100000005000 0400034070001640   
0601LUA4N       20190101002080100000005000 0400034210001643   
0601LUA4N       20190101002085100000005000 0400034350001646   
0601LUA4N       20190101002090100000005000 0400034510001649   
0601LUA4N       20190101002095100000005000 0400034650001652   
0601LUA4N       20190101002100100000005000 0400034790001655   
0601LUA4N       20190101002105100000005000 0400034960001659   
0601LUA4N       20190101002110100000005000 0400035100001662   
0601LUA4N       20190101002115100000005000 0400035240001664   
0601LUA4N       20190101002120100000005000 0400035410001668   
0601LUA4N       20190101002125100000005000 0400035550001671   
0601LUA4N       20190101002130100000005000 0400035690001674   
0601LUA4N       20190101002135100000005000 0400035860001678   
0601LUA4N       20190101002140100000005000 0400036000001680   
0601LUA4N       20190101002145100000005000 0400036140001683   
0601LUA4N       20190101002150100000005000 0400036310001687   
0601LUA4N       20190101002155100000005000 0400036450001689   
0601LUA4N       20190101002160100000005000 0400036590001692   
0601LUA4N       20190101002165100000005000 0400036760001696   
0601LUA4N       20190101002170100000005000 0400036900001699   
0601LUA4N       20190101002175100000005000 0400037040001701   
0601LUA4N       20190101002180100000005000 0400037210001705   
0601LUA4N       20190101002185100000005000 0400037350001707   
0601LUA4N       20190101002190100000005000 0400037490001710   
0601LUA4N       20190101002195100000005000 0400037660001714   
0601LUA4N       20190101002200100000005000 0400037800001716   
0601LUA4N       20190101002205100000005000 0400037940001719   
0601LUA4N       20190101002210100000005000 0400038110001722   
0601LUA4N       20190101002215100000005000 0400038250001725   
0601LUA4N       20190101002220100000005000 0400038390001727   
0601LUA4N       20190101002225100000005000 0400038560001731   
0601LUA4N       20190101002230100000005000 0400038700001733   
0601LUA4N       20190101002235100000005000 0400038840001736   
0601LUA4N       20190101002240100000005000 0400039010001740   
0601LUA4N       20190101002245100000005000 0400039150001742   
0601LUA4N       20190101002250100000005000 0400039290001744   
0601LUA4N       20190101002255100000005000 0400039460001748   
0601LUA4N       20190101002260100000005000 0400039600001750   
0601LUA4N       20190101002265100000005000 0400039740001753   
0601LUA4N       20190101002270100000005000 0400039880001755   
0601LUA4N       20190101002275100000005000 0400040050001759   
0601LUA4N       20190101002280100000005000 0400040190001761   
0601LUA4N       20190101002285100000005000 0400040330001763   
0601LUA4N       20190101002290100000005000 0400040500001767   
0601LUA4N       20190101002295100000005000 0400040640001769   
0601LUA4N       20190101002300100000005000 0400040780001771   
0601LUA4N       20190101002305100000005000 0400040950001775   
0601LUA4N       20190101002310100000005000 0400041090001777   
0601LUA4N       20190101002315100000005000 0400041230001779   
0601LUA4N       20190101002320100000005000 0400041400001783   
0601LUA4N       20190101002325100000005000 0400041540001785   
0601LUA4N       20190101002330100000005000 0400041680001787   
0601LUA4N       20190101002335100000005000 0400041850001790   
0601LUA4N       20190101002340100000005000 0400041990001793   
0601LUA4N       20190101002345100000005000 0400042130001795   
0601LUA4N       20190101002350100000005000 0400042290001798   
0601LUA4N       20190101002355100000005000 0400042440001800   
0601LUA4N       20190101002360100000005000 0400042580001802   
0601LUA4N       20190101002365100000005000 0400042740001805   
0601LUA4N       20190101002370100000005000 0400042880001807   
0601LUA4N       20190101002375100000005000 0400043020001809   
0601LUA4N       20190101002380100000005000 0400043190001813   
0601LUA4N       20190101002385100000005000 0400043330001815   
0601LUA4N       20190101002390100000005000 0400043470001817   
0601LUA4N       20190101002395100000005000 0400043640001820   
0601LUA4N       20190101002400100000005000 0400043780001822   
0601LUA4N       20190101002405100000005000 0400043920001824   
0601LUA4N       20190101002410100000005000 0400044090001828   
0601LUA4N       20190101002415100000005000 0400044230001830   
0601LUA4N       20190101002420100000005000 0400044370001832   
0601LUA4N       20190101002425100000005000 0400044540001835   
0601LUA4N       20190101002430100000005000 0400044680001837   
0601LUA4N       20190101002435100000005000 0400044820001839   
0601LUA4N       20190101002440100000005000 0400044990001842   
0601LUA4N       20190101002445100000005000 0400045130001844   
0601LUA4N       20190101002450100000005000 0400045270001846   
0601LUA4N       20190101002455100000005000 0400045440001849   
0601LUA4N       20190101002460100000005000 0400045580001851   
0601LUA4N       20190101002465100000005000 0400045720001853   
0601LUA4N       20190101002470100000005000 0400045890001856   
0601LUA4N       20190101002475100000005000 0400046030001858   
0601LUA4N       20190101002480100000005000 0400046170001860   
0601LUA4N       20190101002485100000005000 0400046340001863   
0601LUA4N       20190101002490100000005000 0400046480001865   
0601LUA4N       20190101002495100000005000 0400046620001867   
0601LUA4N       20190101002500100000005000 0400046790001870   
0601LUA4N       20190101002505100000005000 0400046930001872   
0601LUA4N       20190101002510100000005000 0400047070001873   
0601LUA4N       20190101002515100000005000 0400047240001876   
0601LUA4N       20190101002520100000005000 0400047380001878   
0601LUA4N       20190101002525100000005000 0400047520001880   
0601LUA4N       20190101002530100000005000 0400047690001883   
0601LUA4N       20190101002535100000005000 0400047830001885   
0601LUA4N       20190101002540100000005000 0400047970001887   
0601LUA4N       20190101002545100000005000 0400048140001890   
0601LUA4N       20190101002550100000005000 0400048280001891   
0601LUA4N       20190101002555100000005000 0400048420001893   
0601LUA4N       20190101002560100000005000 0400048590001896   
0601LUA4N       20190101002565100000005000 0400048730001898   
0601LUA4N       20190101002570100000005000 0400048870001900   
0601LUA4N       20190101002575100000005000 0400049040001903   
0601LUA4N       20190101002580100000005000 0400049180001904   
0601LUA4N       20190101002585100000005000 0400049320001906   
0601LUA4N       20190101002590100000005000 0400049490001909   
0601LUA4N       20190101002595100000005000 0400049630001911   
0601LUA4N       20190101002600100000005000 0400049770001912   
0601LUA4N       20190101002605100000005000 0400049940001915   
0601LUA4N       20190101002610100000005000 0400050080001917   
0601LUA4N       20190101002615100000005000 0400050220001919   
0601LUA4N       20190101002620100000005000 0400050380001921   
0601LUA4N       20190101002625100000005000 0400050530001923   
0601LUA4N       20190101002630100000005000 0400050670001925   
0601LUA4N       20190101002635100000005000 0400050830001927   
0601LUA4N       20190101002640100000005000 0400050970001929   
0601LUA4N       20190101002645100000005000 0400051110001931   
0601LUA4N       20190101002650100000005000 0400051280001933   
0601LUA4N       20190101002655100000005000 0400051420001935   
0601LUA4N       20190101002660100000005000 0400051560001937   
0601LUA4N       20190101002665100000005000 0400051730001939   
0601LUA4N       20190101002670100000005000 0400051870001941   
0601LUA4N       20190101002675100000005000 0400052010001942   
